nice: cannot set niceness: Permission denied
Precompiling packages...
    413.4 ms  ✓ CommonSolve
    418.2 ms  ✓ Reexport
    549.4 ms  ✓ ConstructionBase
    500.0 ms  ✓ StaticArraysCore
    583.4 ms  ✓ Statistics
   1328.1 ms  ✓ IrrationalConstants
    451.3 ms  ✓ IfElse
    903.4 ms  ✓ SuiteSparse_jll
    754.8 ms  ✓ EnzymeCore
    510.7 ms  ✓ ManualMemory
    444.7 ms  ✓ CommonWorldInvalidations
    410.8 ms  ✓ Future
    832.8 ms  ✓ SciMLPublic
    418.1 ms  ✓ FastPower
    456.1 ms  ✓ CompositionsBase
    521.8 ms  ✓ InverseFunctions
    449.8 ms  ✓ MuladdMacro
    473.9 ms  ✓ EnumX
    656.6 ms  ✓ OpenLibm_jll
   2167.6 ms  ✓ ExproniconLite
    447.2 ms  ✓ ExprTools
    449.8 ms  ✓ ConcreteStructs
   1076.5 ms  ✓ FillArrays
    701.9 ms  ✓ OrderedCollections
    762.2 ms  ✓ ADTypes
    774.5 ms  ✓ Serialization
    721.7 ms  ✓ DocStringExtensions
    561.0 ms  ✓ FastClosures
    510.0 ms  ✓ SIMDTypes
    503.9 ms  ✓ IteratorInterfaceExtensions
   5568.2 ms  ✓ MacroTools
    732.9 ms  ✓ Requires
    735.5 ms  ✓ CpuId
   1222.5 ms  ✓ GenericSchur
    551.2 ms  ✓ LoggingExtras
   1262.1 ms  ✓ InteractiveUtils
    617.3 ms  ✓ Compat
    529.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    530.9 ms  ✓ DiffResults
    967.7 ms  ✓ LazyArtifacts
   4012.9 ms  ✓ FunctionWrappers
    433.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    431.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    533.1 ms  ✓ NaNMath
   1245.2 ms  ✓ ThreadingUtilities
   2202.5 ms  ✓ Preferences
    523.6 ms  ✓ FillArrays → FillArraysStatisticsExt
    410.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    410.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
