nice: cannot set niceness: Permission denied
Precompiling packages...
   1532.7 ms  ✓ UUIDs
   1602.1 ms  ✓ Logging
   1598.4 ms  ✓ Zlib_jll
   1625.9 ms  ✓ MozillaCACerts_jll
   1738.4 ms  ✓ OpenSSL_jll
   1705.7 ms  ✓ Unicode
   1715.2 ms  ✓ CompilerSupportLibraries_jll
   1713.8 ms  ✓ nghttp2_jll
   1718.5 ms  ✓ NetworkOptions
   1800.4 ms  ✓ Base64
    468.0 ms  ✓ LibSSH2_jll
    538.2 ms  ✓ p7zip_jll
    643.3 ms  ✓ Printf
    466.5 ms  ✓ LibGit2_jll
    464.9 ms  ✓ LibCURL_jll
   3148.6 ms  ✓ ArgTools
    767.4 ms  ✓ LibCURL
    633.3 ms  ✓ Tar
   2856.5 ms  ✓ Dates
   2990.4 ms  ✓ LibGit2
    458.8 ms  ✓ TOML
   2977.5 ms  ✓ Downloads
   9175.1 ms  ✓ StyledStrings
   1613.6 ms  ✓ JuliaSyntaxHighlighting
   3758.7 ms  ✓ Markdown
  46359.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2346.9 ms  ✓ IteratorInterfaceExtensions
   2469.4 ms  ✓ ConcreteStructs
   2467.7 ms  ✓ Future
   2477.0 ms  ✓ MuladdMacro
   2458.1 ms  ✓ CommonSolve
   2479.1 ms  ✓ OpenLibm_jll
   2587.6 ms  ✓ ExprTools
   3136.8 ms  ✓ InverseFunctions
   3157.4 ms  ✓ SuiteSparse_jll
   3757.1 ms  ✓ Statistics
   4080.8 ms  ✓ Serialization
   4189.9 ms  ✓ ADTypes
   2508.1 ms  ✓ Reexport
   2580.2 ms  ✓ SIMDTypes
   2743.4 ms  ✓ ManualMemory
   2711.5 ms  ✓ EnumX
   5470.9 ms  ✓ FillArrays
   2609.4 ms  ✓ CompositionsBase
   2504.6 ms  ✓ FastPower
   3698.3 ms  ✓ DocStringExtensions
   2497.2 ms  ✓ IfElse
   4793.3 ms  ✓ Requires
   2608.5 ms  ✓ CommonWorldInvalidations
   2600.2 ms  ✓ FastClosures
   3788.2 ms  ✓ EnzymeCore
   3187.3 ms  ✓ SciMLPublic
   3093.3 ms  ✓ StaticArraysCore
   3111.1 ms  ✓ LoggingExtras
   4199.0 ms  ✓ CpuId
   3710.0 ms  ✓ Preferences
   2503.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  11875.8 ms  ✓ FunctionWrappers
   6184.7 ms  ✓ GenericSchur
   5382.4 ms  ✓ LazyArtifacts
  10778.5 ms  ✓ OrderedCollections
   2598.6 ms  ✓ FillArrays → FillArraysStatisticsExt
  10178.3 ms  ✓ ConstructionBase
   2508.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  15980.8 ms  ✓ ExproniconLite
   2828.7 ms  ✓ Adapt
  13519.5 ms  ✓ IrrationalConstants
   2614.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9903.1 ms  ✓ NaNMath
   3710.6 ms  ✓ DiffResults
   2991.9 ms  ✓ PrecompileTools
  11401.1 ms  ✓ Compat
   3697.2 ms  ✓ JLLWrappers
   2911.0 ms  ✓ FunctionWrappersWrappers
   3905.1 ms  ✓ SciMLLogging
   2308.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  20147.7 ms  ✓ MacroTools
  14091.2 ms  ✓ InteractiveUtils
   9807.8 ms  ✓ RuntimeGeneratedFunctions
   2601.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2401.0 ms  ✓ EnzymeCore → AdaptExt
   3608.0 ms  ✓ GPUArraysCore
   2487.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3694.4 ms  ✓ LogExpFunctions
  12697.4 ms  ✓ DifferentiationInterface
  12302.1 ms  ✓ ThreadingUtilities
   9094.4 ms  ✓ DataStructures
   3317.8 ms  ✓ CommonSubexpressions
   4979.0 ms  ✓ OpenSpecFun_jll
  18698.3 ms  ✓ Distributed
   4103.7 ms  ✓ TruncatedStacktraces
   7602.5 ms  ✓ IntelOpenMP_jll
   2495.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  10215.3 ms  ✓ ArrayInterface
  21002.0 ms  ✓ TimerOutputs
   9203.6 ms  ✓ RecipesBase
  10507.5 ms  ✓ Jieko
   2515.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8790.6 ms  ✓ oneTBB_jll
   7596.1 ms  ✓ Setfield
   1925.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2127.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2879.6 ms  ✓ MaybeInplace
   2307.7 ms  ✓ FiniteDiff
   5116.8 ms  ✓ PreallocationTools
   3909.7 ms  ✓ MKL_jll
  24095.3 ms  ✓ SparseArrays
   1683.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   7910.2 ms  ✓ SciMLStructures
  11289.5 ms  ✓ ChainRulesCore
   3195.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3384.9 ms  ✓ Statistics → SparseArraysExt
  14794.8 ms  ✓ Accessors
   3583.7 ms  ✓ Adapt → AdaptSparseArraysExt
   3388.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3696.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
  10688.3 ms  ✓ SpecialFunctions
   3877.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3874.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2696.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2514.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
