nice: cannot set niceness: Permission denied
Precompiling packages...
   1978.7 ms  ✓ Reexport
   1994.5 ms  ✓ EnumX
   1914.2 ms  ✓ IteratorInterfaceExtensions
   1995.2 ms  ✓ OpenLibm_jll
   2003.7 ms  ✓ DataValueInterfaces
   2087.2 ms  ✓ LaTeXStrings
   2098.3 ms  ✓ ExprTools
   2127.5 ms  ✓ Adapt
   2373.5 ms  ✓ InverseFunctions
   2342.0 ms  ✓ ConstructionBase
   2886.6 ms  ✓ OrderedCollections
   3026.4 ms  ✓ Compat
   2975.7 ms  ✓ DocStringExtensions
   3298.4 ms  ✓ EnzymeCore
   3600.6 ms  ✓ FunctionWrappers
   1899.8 ms  ✓ LazyArtifacts
   2013.5 ms  ✓ DataAPI
   2008.4 ms  ✓ CompilerSupportLibraries_jll
   2295.3 ms  ✓ FastClosures
   2093.9 ms  ✓ CompositionsBase
   2487.2 ms  ✓ SuiteSparse_jll
   1691.9 ms  ✓ TableTraits
   2618.2 ms  ✓ LoggingExtras
   5068.3 ms  ✓ IrrationalConstants
   2296.1 ms  ✓ StaticArraysCore
   2816.5 ms  ✓ Preferences
   3014.9 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2402.0 ms  ✓ NaNMath
   2195.4 ms  ✓ GPUArraysCore
   2304.5 ms  ✓ ArrayInterface
   2194.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1905.8 ms  ✓ EnzymeCore → AdaptExt
   2126.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2516.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1908.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1459.3 ms  ✓ DiffResults
   1418.1 ms  ✓ PrecompileTools
   2217.1 ms  ✓ LogExpFunctions
   5562.3 ms  ✓ Crayons
   1861.4 ms  ✓ JLLWrappers
   1690.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1990.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7483.3 ms  ✓ Distributed
   4488.5 ms  ✓ Tables
   2208.0 ms  ✓ CommonSolve
   2497.8 ms  ✓ SciMLPublic
   3707.0 ms  ✓ MuladdMacro
   3500.8 ms  ✓ FastPower
   1903.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4708.3 ms  ✓ ADTypes
   2694.5 ms  ✓ SciMLStructures
  10022.7 ms  ✓ MacroTools
   5943.1 ms  ✓ BinaryHeaps
   2803.7 ms  ✓ oneTBB_jll
   4413.5 ms  ✓ SciMLLogging
   2789.3 ms  ✓ IntelOpenMP_jll
   2776.2 ms  ✓ OpenSpecFun_jll
   6416.9 ms  ✓ RuntimeGeneratedFunctions
   7579.7 ms  ✓ RecipesBase
   5704.2 ms  ✓ FastBroadcast
   3898.6 ms  ✓ FunctionWrappersWrappers
   2112.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2482.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2700.0 ms  ✓ TruncatedStacktraces
   9311.1 ms  ✓ ConcreteStructs
   2511.0 ms  ✓ CommonSubexpressions
   4888.5 ms  ✓ DifferentiationInterface
  10039.5 ms  ✓ FindFirstFunctions
   5322.1 ms  ✓ PreallocationTools
   2329.6 ms  ✓ MKL_jll
   1942.0 ms  ✓ RespecializeParams
  12997.0 ms  ✓ SparseArrays
   1994.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   5609.6 ms  ✓ Setfield
   3181.9 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   6221.9 ms  ✓ MaybeInplace
  13814.3 ms  ✓ StringManipulation
   3391.1 ms  ✓ AMD
   3476.2 ms  ✓ Statistics
   3502.9 ms  ✓ Adapt → AdaptSparseArraysExt
   3512.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2417.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7687.6 ms  ✓ Accessors
   2202.8 ms  ✓ FiniteDiff
   1607.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1293.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1313.4 ms  ✓ Accessors → LinearAlgebraExt
   1406.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   8213.3 ms  ✓ SpecialFunctions
   1114.1 ms  ✓ DiffRules
   2610.8 ms  ✓ SymbolicIndexingInterface
   8591.4 ms  ✓ SciMLOperators
   8080.2 ms  ✓ ForwardDiff
  15394.1 ms  ✓ SparseMatrixColorings
   2901.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3381.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3392.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  11068.2 ms  ✓ RecursiveArrayTools
  20695.1 ms  ✓ Krylov
   5296.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5561.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
