nice: cannot set niceness: Permission denied
Precompiling packages...
   1943.5 ms  ✓ IteratorInterfaceExtensions
   1969.9 ms  ✓ MuladdMacro
   1967.7 ms  ✓ LazyArtifacts
   1937.0 ms  ✓ CommonSolve
   2046.9 ms  ✓ ConcreteStructs
   2140.0 ms  ✓ OpenLibm_jll
   2146.4 ms  ✓ ExprTools
   2281.2 ms  ✓ CompilerSupportLibraries_jll
   2367.0 ms  ✓ InverseFunctions
   2479.2 ms  ✓ SuiteSparse_jll
   3245.7 ms  ✓ ADTypes
   3788.9 ms  ✓ FunctionWrappers
   1894.4 ms  ✓ ManualMemory
   1668.5 ms  ✓ SIMDTypes
   2102.6 ms  ✓ Requires
   1904.0 ms  ✓ Reexport
   2128.9 ms  ✓ NaNMath
   4666.3 ms  ✓ FillArrays
   2793.8 ms  ✓ OrderedCollections
   2897.4 ms  ✓ Compat
   4961.6 ms  ✓ GenericSchur
   3199.9 ms  ✓ Preferences
   2627.6 ms  ✓ DocStringExtensions
   1623.2 ms  ✓ CompositionsBase
   1803.3 ms  ✓ FastPower
   2101.6 ms  ✓ ConstructionBase
   2283.8 ms  ✓ Adapt
   1806.3 ms  ✓ FastClosures
   2075.1 ms  ✓ CommonWorldInvalidations
   2723.7 ms  ✓ CpuId
   1969.1 ms  ✓ SciMLPublic
   2926.8 ms  ✓ EnzymeCore
   2173.2 ms  ✓ RuntimeGeneratedFunctions
   2226.0 ms  ✓ EnumX
   2400.3 ms  ✓ StaticArraysCore
   2775.0 ms  ✓ LoggingExtras
   8368.7 ms  ✓ ExproniconLite
   2096.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8573.5 ms  ✓ Distributed
   1996.2 ms  ✓ FunctionWrappersWrappers
   5625.5 ms  ✓ IrrationalConstants
   2204.6 ms  ✓ IfElse
   2128.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2002.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2175.7 ms  ✓ PrecompileTools
   2481.2 ms  ✓ JLLWrappers
