nice: cannot set niceness: Permission denied
Precompiling packages...
   1953.8 ms  ✓ CommonSolve
   2002.4 ms  ✓ UnPack
   2007.2 ms  ✓ IteratorInterfaceExtensions
   2006.7 ms  ✓ LazyArtifacts
   2012.0 ms  ✓ ConcreteStructs
   2215.8 ms  ✓ SimpleUnPack
   2072.9 ms  ✓ MuladdMacro
   2181.3 ms  ✓ ExprTools
   2155.5 ms  ✓ CompilerSupportLibraries_jll
   2206.3 ms  ✓ OpenLibm_jll
   2388.5 ms  ✓ InverseFunctions
   3180.2 ms  ✓ ADTypes
   3980.4 ms  ✓ FunctionWrappers
   1971.0 ms  ✓ ManualMemory
   1867.1 ms  ✓ Reexport
   1701.3 ms  ✓ SIMDTypes
   2175.4 ms  ✓ SuiteSparse_jll
   2006.2 ms  ✓ EnumX
   2390.0 ms  ✓ Requires
   2702.6 ms  ✓ Compat
   4801.5 ms  ✓ FillArrays
   2907.2 ms  ✓ OrderedCollections
   5086.5 ms  ✓ GenericSchur
   3143.7 ms  ✓ Preferences
   2700.0 ms  ✓ DocStringExtensions
   1889.7 ms  ✓ FastPower
   1976.7 ms  ✓ CompositionsBase
   1894.5 ms  ✓ IfElse
   1802.0 ms  ✓ FastClosures
   1903.4 ms  ✓ CommonWorldInvalidations
   2301.9 ms  ✓ ConstructionBase
   1958.9 ms  ✓ SciMLPublic
   2967.3 ms  ✓ CpuId
   3022.5 ms  ✓ EnzymeCore
   2097.3 ms  ✓ StaticArraysCore
   2390.3 ms  ✓ LoggingExtras
   2190.1 ms  ✓ RuntimeGeneratedFunctions
   2064.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2231.1 ms  ✓ NaNMath
   1903.6 ms  ✓ FunctionWrappersWrappers
   8709.9 ms  ✓ ExproniconLite
   2401.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2900.9 ms  ✓ Adapt
   1800.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1911.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2808.8 ms  ✓ JLLWrappers
   6301.1 ms  ✓ IrrationalConstants
   2305.6 ms  ✓ PrecompileTools
   8870.4 ms  ✓ Distributed
   4133.3 ms  ✓ ThreadingUtilities
   2629.2 ms  ✓ DiffResults
   2799.2 ms  ✓ SciMLLogging
   2161.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   9869.1 ms  ✓ MacroTools
   5365.1 ms  ✓ DifferentiationInterface
   2195.8 ms  ✓ EnzymeCore → AdaptExt
   2691.5 ms  ✓ ArrayInterface
   2990.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3326.9 ms  ✓ GPUArraysCore
   2773.1 ms  ✓ oneTBB_jll
   2863.7 ms  ✓ OpenSpecFun_jll
   3504.1 ms  ✓ IntelOpenMP_jll
   3172.4 ms  ✓ LogExpFunctions
   2337.4 ms  ✓ TruncatedStacktraces
   8999.5 ms  ✓ TimerOutputs
   2398.2 ms  ✓ CommonSubexpressions
   8268.7 ms  ✓ DataStructures
   3935.5 ms  ✓ Static
   2002.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6270.0 ms  ✓ ChainRulesCore
   1985.8 ms  ✓ SciMLStructures
   2333.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2693.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3968.2 ms  ✓ MaybeInplace
   2294.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2908.9 ms  ✓ MKL_jll
   2036.1 ms  ✓ BitTwiddlingConvenienceFunctions
   6405.4 ms  ✓ RecipesBase
   3791.7 ms  ✓ PreallocationTools
   8587.4 ms  ✓ Jieko
   5540.2 ms  ✓ Setfield
   1667.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1470.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3094.9 ms  ✓ CPUSummary
    904.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   3841.3 ms  ✓ StaticArrayInterface
   6971.3 ms  ✓ Accessors
   1782.6 ms  ✓ FiniteDiff
   1334.7 ms  ✓ PolyesterWeave
  13744.5 ms  ✓ SparseArrays
   3512.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1561.0 ms  ✓ CloseOpenIntervals
   1902.1 ms  ✓ LayoutPointers
   1728.8 ms  ✓ Accessors → LinearAlgebraExt
   1619.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1816.9 ms  ✓ Adapt → AdaptSparseArraysExt
   1911.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2152.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2211.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2501.5 ms  ✓ Statistics
   7756.2 ms  ✓ SpecialFunctions
   1322.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2094.9 ms  ✓ StrideArraysCore
   1890.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   1713.7 ms  ✓ DiffRules
   1579.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1798.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3783.1 ms  ✓ SymbolicIndexingInterface
   1895.6 ms  ✓ Polyester
   4481.2 ms  ✓ SciMLOperators
   3645.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1477.8 ms  ✓ FastBroadcast
   1121.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1387.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3092.0 ms  ✓ RecursiveArrayTools
  18805.7 ms  ✓ StaticArrays
   1626.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2288.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2592.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2888.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2892.6 ms  ✓ Adapt → AdaptStaticArraysExt
   8193.0 ms  ✓ ForwardDiff
   3688.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3761.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2901.3 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4100.4 ms  ✓ Accessors → StaticArraysExt
   3970.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   4791.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   5200.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   5331.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5404.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   5688.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   8810.9 ms  ✓ FastGaussQuadrature
  20947.8 ms  ✓ Moshi
  18661.0 ms  ✓ SparseMatrixColorings
  19175.6 ms  ✓ Krylov
   1114.5 ms  ✓ NLSolversBase
    747.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    705.1 ms  ✓ LineSearches
   5889.1 ms  ✓ SciMLBase
   1023.0 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1039.0 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1302.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1928.1 ms  ✓ DiffEqBase
  16793.6 ms  ✓ ArrayLayouts
    770.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
    948.2 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1886.9 ms  ✓ SciMLJacobianOperators
   1418.5 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1504.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2586.6 ms  ✓ LazyArrays
   3038.2 ms  ✓ LineSearch
   3512.2 ms  ✓ OrdinaryDiffEqCore
   2307.1 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   3096.2 ms  ✓ LineSearch → LineSearchLineSearchesExt
   3456.6 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9331.6 ms  ✓ NonlinearSolveBase
  10502.7 ms  ✓ OrdinaryDiffEqPRK
  10808.8 ms  ✓ OrdinaryDiffEqSymplecticRK
  10899.4 ms  ✓ OrdinaryDiffEqQPRK
  11610.6 ms  ✓ OrdinaryDiffEqFunctionMap
  11737.7 ms  ✓ OrdinaryDiffEqHighOrderRK
  11831.0 ms  ✓ OrdinaryDiffEqExplicitRK
  12007.6 ms  ✓ OrdinaryDiffEqFeagin
  13347.8 ms  ✓ OrdinaryDiffEqRKN
  13503.6 ms  ✓ OrdinaryDiffEqSSPRK
   3249.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  14501.3 ms  ✓ OrdinaryDiffEqLowOrderRK
  15020.6 ms  ✓ OrdinaryDiffEqStabilizedRK
  47116.0 ms  ✓ ExponentialUtilities
   2837.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2939.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   3396.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3739.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  15056.8 ms  ✓ OrdinaryDiffEqLowStorageRK
   2785.9 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   4961.1 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3550.5 ms  ✓ OrdinaryDiffEqLinear
  21522.6 ms  ✓ OrdinaryDiffEqTsit5
   8001.9 ms  ✓ BracketingNonlinearSolve
   1935.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3093.1 ms  ✓ OrdinaryDiffEqNordsieck
   2143.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  27835.8 ms  ✓ LinearSolve
  10847.6 ms  ✓ NonlinearSolveSpectralMethods
    874.7 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3614.8 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1445.0 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   9352.1 ms  ✓ SimpleNonlinearSolve
   3529.2 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2564.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1016.3 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   3814.0 ms  ✓ OrdinaryDiffEqDifferentiation
   6710.5 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   7594.3 ms  ✓ OrdinaryDiffEqExponentialRK
   8735.0 ms  ✓ OrdinaryDiffEqExtrapolation
  21253.9 ms  ✓ NonlinearSolveQuasiNewton
  55634.8 ms  ✓ OrdinaryDiffEqVerner
   1586.5 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  30422.6 ms  ✓ NonlinearSolveFirstOrder
  26575.9 ms  ✓ OrdinaryDiffEqRosenbrock
  10232.8 ms  ✓ NonlinearSolve
   2624.0 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2966.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   2992.7 ms  ✓ OrdinaryDiffEqStabilizedIRK
