nice: cannot set niceness: Permission denied
Precompiling packages...
    433.4 ms  ✓ Reexport
    430.9 ms  ✓ CommonSolve
    565.1 ms  ✓ ConstructionBase
    508.8 ms  ✓ StaticArraysCore
    601.4 ms  ✓ Statistics
   1328.8 ms  ✓ IrrationalConstants
    492.7 ms  ✓ IfElse
   1062.1 ms  ✓ SuiteSparse_jll
    757.3 ms  ✓ EnzymeCore
    537.7 ms  ✓ ManualMemory
    450.0 ms  ✓ CommonWorldInvalidations
    464.8 ms  ✓ Future
    893.0 ms  ✓ SciMLPublic
    460.8 ms  ✓ FastPower
    540.9 ms  ✓ InverseFunctions
    452.8 ms  ✓ CompositionsBase
    486.8 ms  ✓ MuladdMacro
    472.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    487.0 ms  ✓ EnumX
   2169.8 ms  ✓ ExproniconLite
    464.9 ms  ✓ ConcreteStructs
    491.6 ms  ✓ ExprTools
   1103.7 ms  ✓ FillArrays
    653.2 ms  ✓ OrderedCollections
    729.1 ms  ✓ ADTypes
    758.2 ms  ✓ Serialization
    553.0 ms  ✓ FastClosures
    704.3 ms  ✓ DocStringExtensions
    559.7 ms  ✓ SIMDTypes
    523.1 ms  ✓ IteratorInterfaceExtensions
   5805.1 ms  ✓ MacroTools
    793.2 ms  ✓ Requires
    789.2 ms  ✓ CpuId
   1292.5 ms  ✓ GenericSchur
    559.6 ms  ✓ LoggingExtras
    611.6 ms  ✓ Compat
   1322.3 ms  ✓ InteractiveUtils
    469.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1096.5 ms  ✓ TestEnv
    982.3 ms  ✓ LazyArtifacts
   4215.3 ms  ✓ FunctionWrappers
    575.5 ms  ✓ DiffResults
    463.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    803.0 ms  ✓ OpenLibm_jll
   2410.9 ms  ✓ Preferences
   1278.3 ms  ✓ ThreadingUtilities
    498.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    428.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    496.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2010.3 ms  ✓ Jieko
   1172.5 ms  ✓ DifferentiationInterface
   1843.2 ms  ✓ DataStructures
    461.8 ms  ✓ RuntimeGeneratedFunctions
    638.9 ms  ✓ LogExpFunctions
    633.5 ms  ✓ CommonSubexpressions
    607.6 ms  ✓ Adapt
    563.8 ms  ✓ Compat → CompatLinearAlgebraExt
   4237.8 ms  ✓ TimerOutputs
   2827.8 ms  ✓ Distributed
    477.6 ms  ✓ FunctionWrappersWrappers
    540.7 ms  ✓ NaNMath
   1738.0 ms  ✓ Setfield
    513.3 ms  ✓ PrecompileTools
    595.8 ms  ✓ JLLWrappers
   4523.3 ms  ✓ SparseArrays
    653.6 ms  ✓ SciMLLogging
    602.4 ms  ✓ TruncatedStacktraces
    494.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2640.8 ms  ✓ Accessors
    708.1 ms  ✓ ArrayInterface
    634.2 ms  ✓ GPUArraysCore
    456.8 ms  ✓ EnzymeCore → AdaptExt
   1416.3 ms  ✓ ChainRulesCore
   2029.1 ms  ✓ RecipesBase
    648.8 ms  ✓ OpenSpecFun_jll
   1124.7 ms  ✓ IntelOpenMP_jll
   1443.9 ms  ✓ oneTBB_jll
  10859.7 ms  ✓ Test
    730.2 ms  ✓ Statistics → SparseArraysExt
    807.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    752.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
  10770.8 ms  ✓ Moshi
    653.8 ms  ✓ Adapt → AdaptSparseArraysExt
    487.2 ms  ✓ Accessors → LinearAlgebraExt
    518.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    889.9 ms  ✓ MaybeInplace
    750.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    812.1 ms  ✓ SciMLStructures
   8017.7 ms  ✓ Krylov
    556.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1228.3 ms  ✓ PreallocationTools
    586.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    620.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    785.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    545.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    599.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  16184.1 ms  ✓ StaticArrays
    509.4 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1557.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1426.4 ms  ✓ MKL_jll
    728.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    770.4 ms  ✓ Accessors → TestExt
   2888.9 ms  ✓ SpecialFunctions
   9898.4 ms  ✓ SparseMatrixColorings
    695.1 ms  ✓ FiniteDiff
   2497.0 ms  ✓ ReTestItems
    628.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1093.0 ms  ✓ SymbolicIndexingInterface
   1848.7 ms  ✓ SciMLOperators
    652.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    682.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    676.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    756.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    773.7 ms  ✓ Adapt → AdaptStaticArraysExt
    776.9 ms  ✓ Accessors → StaticArraysExt
    766.6 ms  ✓ DiffRules
   1700.7 ms  ✓ FastGaussQuadrature
    902.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2091.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    718.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    733.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    679.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    602.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    806.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    903.3 ms  ✓ NLSolversBase
    893.0 ms  ✓ LineSearches
   4214.6 ms  ✓ RecursiveArrayTools
   4116.9 ms  ✓ ForwardDiff
    742.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    977.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    645.7 ms  ✓ FastPower → FastPowerForwardDiffExt
    887.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    889.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    686.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    719.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  30376.0 ms  ✓ Static
    489.9 ms  ✓ BitTwiddlingConvenienceFunctions
    932.4 ms  ✓ CPUSummary
    571.3 ms  ✓ PolyesterWeave
   9299.5 ms  ✓ SciMLBase
    858.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    897.0 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1241.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2582.5 ms  ✓ SciMLJacobianOperators
   5099.5 ms  ✓ LineSearch
   1266.5 ms  ✓ LineSearch → LineSearchLineSearchesExt
  18791.5 ms  ✓ StaticArrayInterface
    563.9 ms  ✓ CloseOpenIntervals
    727.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   8125.6 ms  ✓ NonlinearSolveBase
  31104.7 ms  ✓ ExponentialUtilities
    711.4 ms  ✓ LayoutPointers
   1145.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
