nice: cannot set niceness: Permission denied
Precompiling packages...
   1921.0 ms  ✓ CommonSolve
   1986.2 ms  ✓ IteratorInterfaceExtensions
   2036.7 ms  ✓ EnumX
   2035.9 ms  ✓ OpenLibm_jll
   2052.0 ms  ✓ Reexport
   2140.6 ms  ✓ ExprTools
   2240.0 ms  ✓ ConcreteStructs
   2317.6 ms  ✓ InverseFunctions
   2411.3 ms  ✓ ConstructionBase
   2504.1 ms  ✓ Adapt
   2748.9 ms  ✓ DocStringExtensions
   2986.7 ms  ✓ Compat
   3037.8 ms  ✓ OrderedCollections
   3333.5 ms  ✓ EnzymeCore
   3759.0 ms  ✓ FunctionWrappers
   1798.1 ms  ✓ LazyArtifacts
   2008.0 ms  ✓ FastClosures
   2160.2 ms  ✓ CompilerSupportLibraries_jll
   1969.7 ms  ✓ CompositionsBase
   2266.4 ms  ✓ SuiteSparse_jll
   2514.8 ms  ✓ LoggingExtras
   2004.8 ms  ✓ StaticArraysCore
   2091.9 ms  ✓ SciMLPublic
   1903.7 ms  ✓ FastPower
   2301.8 ms  ✓ BinaryHeaps
   3181.7 ms  ✓ ADTypes
   3181.2 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   5808.3 ms  ✓ IrrationalConstants
   2312.4 ms  ✓ NaNMath
   2034.4 ms  ✓ RuntimeGeneratedFunctions
   2200.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2219.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2197.2 ms  ✓ DiffResults
   3397.4 ms  ✓ Preferences
   2418.3 ms  ✓ ArrayInterface
   2473.7 ms  ✓ GPUArraysCore
   1997.7 ms  ✓ EnzymeCore → AdaptExt
   2018.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2018.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2287.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2184.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1628.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1887.6 ms  ✓ PrecompileTools
   7032.4 ms  ✓ Distributed
   2063.3 ms  ✓ JLLWrappers
   2992.9 ms  ✓ LogExpFunctions
   1921.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2316.5 ms  ✓ FastBroadcast
   2397.9 ms  ✓ SciMLLogging
   5094.1 ms  ✓ DifferentiationInterface
   2134.6 ms  ✓ IntelOpenMP_jll
   1822.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2214.7 ms  ✓ OpenSpecFun_jll
   9309.8 ms  ✓ MacroTools
   6374.5 ms  ✓ DataStructures
   2780.4 ms  ✓ SciMLStructures
   7807.4 ms  ✓ TimerOutputs
   2907.9 ms  ✓ oneTBB_jll
   3118.6 ms  ✓ MuladdMacro
   1411.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1303.6 ms  ✓ TruncatedStacktraces
   1401.4 ms  ✓ CommonSubexpressions
   4216.6 ms  ✓ PreallocationTools
   1766.6 ms  ✓ MaybeInplace
   4323.8 ms  ✓ RecipesBase
   1309.0 ms  ✓ MKL_jll
   2196.3 ms  ✓ Setfield
    935.9 ms  ✓ FunctionWrappersWrappers
    584.0 ms  ✓ FiniteDiff
   8631.1 ms  ✓ SparseArrays
   2812.5 ms  ✓ Accessors
   1902.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1932.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2055.0 ms  ✓ Accessors → LinearAlgebraExt
   2097.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2109.4 ms  ✓ Adapt → AdaptSparseArraysExt
   5211.8 ms  ✓ SpecialFunctions
   2466.2 ms  ✓ Statistics
   2520.8 ms  ✓ AMD
   2683.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2682.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    927.5 ms  ✓ DiffRules
   1748.0 ms  ✓ SymbolicIndexingInterface
   2329.1 ms  ✓ SciMLOperators
    819.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    924.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3783.0 ms  ✓ ForwardDiff
   1992.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   2676.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   6971.6 ms  ✓ RecursiveArrayTools
   3883.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  12403.8 ms  ✓ SparseMatrixColorings
   2394.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2405.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2904.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3787.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2403.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  15017.2 ms  ✓ Krylov
  17494.8 ms  ✓ SparseColumnPivotedQR
    423.4 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  10203.0 ms  ✓ SciMLBase
   2520.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2623.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   4996.7 ms  ✓ SciMLJacobianOperators
  32815.5 ms  ✓ PureKLU
   3135.9 ms  ✓ LineSearch
   4214.4 ms  ✓ NonlinearSolveBase
   1000.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
