nice: cannot set niceness: Permission denied
Precompiling packages...
    420.2 ms  ✓ CommonSolve
    424.2 ms  ✓ Reexport
    570.7 ms  ✓ ConstructionBase
    505.7 ms  ✓ StaticArraysCore
    595.7 ms  ✓ Statistics
   1337.3 ms  ✓ IrrationalConstants
    910.1 ms  ✓ SuiteSparse_jll
    466.1 ms  ✓ IfElse
    778.7 ms  ✓ EnzymeCore
    525.2 ms  ✓ ManualMemory
    424.1 ms  ✓ CommonWorldInvalidations
    441.3 ms  ✓ Future
    900.7 ms  ✓ SciMLPublic
    449.7 ms  ✓ FastPower
    514.3 ms  ✓ InverseFunctions
    465.7 ms  ✓ CompositionsBase
    458.6 ms  ✓ SimpleUnPack
    446.6 ms  ✓ MuladdMacro
    481.9 ms  ✓ EnumX
   2223.3 ms  ✓ ExproniconLite
    705.1 ms  ✓ OpenLibm_jll
    585.6 ms  ✓ ExprTools
    596.5 ms  ✓ UnPack
    571.2 ms  ✓ ConcreteStructs
   1352.5 ms  ✓ FillArrays
    801.3 ms  ✓ OrderedCollections
   4812.2 ms  ✓ MacroTools
    731.9 ms  ✓ ADTypes
    455.7 ms  ✓ FastClosures
    692.8 ms  ✓ Serialization
    610.4 ms  ✓ DocStringExtensions
    450.4 ms  ✓ SIMDTypes
    442.4 ms  ✓ IteratorInterfaceExtensions
    778.3 ms  ✓ Requires
    753.6 ms  ✓ CpuId
   1184.8 ms  ✓ GenericSchur
    564.7 ms  ✓ LoggingExtras
    627.8 ms  ✓ Compat
   1467.9 ms  ✓ InteractiveUtils
   3056.2 ms  ✓ FunctionWrappers
    552.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    980.2 ms  ✓ LazyArtifacts
    487.0 ms  ✓ DiffResults
    436.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    425.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1766.3 ms  ✓ Preferences
    550.8 ms  ✓ NaNMath
   1263.8 ms  ✓ ThreadingUtilities
    515.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    553.5 ms  ✓ CommonSubexpressions
    429.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    491.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2054.0 ms  ✓ Jieko
   1131.6 ms  ✓ DifferentiationInterface
   1835.3 ms  ✓ DataStructures
    442.2 ms  ✓ RuntimeGeneratedFunctions
    695.4 ms  ✓ LogExpFunctions
    598.7 ms  ✓ Adapt
    525.3 ms  ✓ Compat → CompatLinearAlgebraExt
    576.8 ms  ✓ FunctionWrappersWrappers
   2504.5 ms  ✓ Distributed
   4138.0 ms  ✓ TimerOutputs
    450.6 ms  ✓ PrecompileTools
    567.7 ms  ✓ JLLWrappers
    569.1 ms  ✓ SciMLLogging
   1757.0 ms  ✓ Setfield
    601.3 ms  ✓ TruncatedStacktraces
    427.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4134.3 ms  ✓ SparseArrays
    622.3 ms  ✓ ArrayInterface
    469.8 ms  ✓ EnzymeCore → AdaptExt
    606.0 ms  ✓ GPUArraysCore
   2638.1 ms  ✓ Accessors
   1441.9 ms  ✓ ChainRulesCore
    689.4 ms  ✓ OpenSpecFun_jll
   2002.0 ms  ✓ RecipesBase
   1164.5 ms  ✓ IntelOpenMP_jll
   1174.7 ms  ✓ oneTBB_jll
    579.3 ms  ✓ Statistics → SparseArraysExt
    658.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    587.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    573.8 ms  ✓ Adapt → AdaptSparseArraysExt
  10513.9 ms  ✓ Moshi
    513.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7248.2 ms  ✓ Krylov
    881.5 ms  ✓ MaybeInplace
    711.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    519.1 ms  ✓ SciMLStructures
    505.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1165.4 ms  ✓ PreallocationTools
    652.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    718.9 ms  ✓ Accessors → LinearAlgebraExt
    939.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    666.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    765.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    733.6 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  14932.0 ms  ✓ StaticArrays
   2012.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10597.1 ms  ✓ SparseMatrixColorings
    943.6 ms  ✓ FiniteDiff
   1650.5 ms  ✓ MKL_jll
    714.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3212.9 ms  ✓ SpecialFunctions
   1268.4 ms  ✓ SymbolicIndexingInterface
   2103.7 ms  ✓ SciMLOperators
    764.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    751.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    710.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    741.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    707.9 ms  ✓ Adapt → AdaptStaticArraysExt
    737.9 ms  ✓ Accessors → StaticArraysExt
    892.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    712.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    722.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    656.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1799.5 ms  ✓ FastGaussQuadrature
   1964.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    746.0 ms  ✓ DiffRules
    573.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1964.9 ms  ✓ RecursiveArrayTools
    776.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  25690.6 ms  ✓ Static
    692.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    463.4 ms  ✓ BitTwiddlingConvenienceFunctions
    974.0 ms  ✓ CPUSummary
   3603.1 ms  ✓ ForwardDiff
    644.8 ms  ✓ PolyesterWeave
    791.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  11930.4 ms  ✓ ArrayLayouts
    538.5 ms  ✓ FastPower → FastPowerForwardDiffExt
    712.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    586.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    622.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1188.0 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    900.4 ms  ✓ NLSolversBase
   8102.4 ms  ✓ SciMLBase
   1152.8 ms  ✓ LineSearches
    777.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1141.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    744.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2703.4 ms  ✓ LazyArrays
   1265.1 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2563.9 ms  ✓ SciMLJacobianOperators
   4055.1 ms  ✓ LineSearch
  15304.8 ms  ✓ StaticArrayInterface
   1219.5 ms  ✓ LineSearch → LineSearchLineSearchesExt
    857.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    628.3 ms  ✓ CloseOpenIntervals
