nice: cannot set niceness: Permission denied
Precompiling packages...
   1602.2 ms  ✓ UUIDs
   1601.3 ms  ✓ Logging
   1594.5 ms  ✓ MozillaCACerts_jll
   1729.4 ms  ✓ OpenSSL_jll
   1696.1 ms  ✓ Zlib_jll
   1708.8 ms  ✓ CompilerSupportLibraries_jll
   1769.4 ms  ✓ nghttp2_jll
   1799.8 ms  ✓ Unicode
   1810.5 ms  ✓ NetworkOptions
   1858.8 ms  ✓ Base64
    515.5 ms  ✓ LibSSH2_jll
    609.2 ms  ✓ p7zip_jll
    683.8 ms  ✓ Printf
    483.0 ms  ✓ LibCURL_jll
    498.3 ms  ✓ LibGit2_jll
   3240.0 ms  ✓ ArgTools
    778.9 ms  ✓ LibCURL
    651.8 ms  ✓ Tar
   2985.0 ms  ✓ Dates
   3023.0 ms  ✓ LibGit2
    450.4 ms  ✓ TOML
   3096.2 ms  ✓ Downloads
   9538.7 ms  ✓ StyledStrings
   1678.1 ms  ✓ JuliaSyntaxHighlighting
   4042.1 ms  ✓ Markdown
  49185.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 65 seconds
Precompiling packages...
   2464.0 ms  ✓ ConcreteStructs
   2550.6 ms  ✓ EnumX
   2553.0 ms  ✓ Reexport
   2652.2 ms  ✓ MuladdMacro
   2833.1 ms  ✓ CommonSolve
   2950.1 ms  ✓ OpenLibm_jll
   2957.4 ms  ✓ InverseFunctions
   3239.4 ms  ✓ ExprTools
   3538.8 ms  ✓ DocStringExtensions
   3636.2 ms  ✓ Statistics
   3763.0 ms  ✓ Serialization
   4336.7 ms  ✓ EnzymeCore
   2689.1 ms  ✓ IteratorInterfaceExtensions
   2401.4 ms  ✓ SafeTestsets
   2816.6 ms  ✓ FastClosures
   2802.7 ms  ✓ CompositionsBase
   2500.7 ms  ✓ Future
   3188.0 ms  ✓ SuiteSparse_jll
   2996.9 ms  ✓ SciMLPublic
   2419.6 ms  ✓ FastPower
   3190.5 ms  ✓ StaticArraysCore
   4089.2 ms  ✓ ADTypes
   4315.7 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   3106.3 ms  ✓ LoggingExtras
   4107.7 ms  ✓ Requires
   3981.5 ms  ✓ Preferences
   2697.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10419.7 ms  ✓ ConstructionBase
  10658.4 ms  ✓ OrderedCollections
   5516.1 ms  ✓ LazyArtifacts
   2907.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11969.7 ms  ✓ FunctionWrappers
   2919.9 ms  ✓ DiffResults
   2574.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2900.9 ms  ✓ Adapt
   2692.9 ms  ✓ PrecompileTools
  14427.5 ms  ✓ IrrationalConstants
   3301.4 ms  ✓ JLLWrappers
   2614.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9694.5 ms  ✓ Compat
   3498.9 ms  ✓ SciMLLogging
   9399.6 ms  ✓ NaNMath
   3128.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9377.7 ms  ✓ RuntimeGeneratedFunctions
   2757.1 ms  ✓ EnzymeCore → AdaptExt
   3899.2 ms  ✓ GPUArraysCore
   3393.5 ms  ✓ LogExpFunctions
  13670.9 ms  ✓ InteractiveUtils
   1924.1 ms  ✓ Compat → CompatLinearAlgebraExt
   3706.3 ms  ✓ OpenSpecFun_jll
   1897.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  10986.0 ms  ✓ DifferentiationInterface
  17602.7 ms  ✓ MacroTools
   8370.6 ms  ✓ DataStructures
   6592.9 ms  ✓ oneTBB_jll
   6178.3 ms  ✓ IntelOpenMP_jll
   7387.8 ms  ✓ RecipesBase
   1903.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2296.8 ms  ✓ TruncatedStacktraces
   8815.0 ms  ✓ ArrayInterface
   2496.4 ms  ✓ CommonSubexpressions
  15778.8 ms  ✓ Distributed
   2127.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2884.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2825.4 ms  ✓ FastBroadcast
  18804.4 ms  ✓ TimerOutputs
   3056.7 ms  ✓ MaybeInplace
   5461.5 ms  ✓ Setfield
   4418.6 ms  ✓ MKL_jll
   1057.3 ms  ✓ FiniteDiff
   4328.8 ms  ✓ PreallocationTools
    690.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   4956.5 ms  ✓ SciMLStructures
   8003.6 ms  ✓ SpecialFunctions
  18717.4 ms  ✓ SparseArrays
   5387.0 ms  ✓ FunctionWrappersWrappers
   1551.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1570.1 ms  ✓ Adapt → AdaptSparseArraysExt
   1587.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   9178.7 ms  ✓ Accessors
   1677.3 ms  ✓ Statistics → SparseArraysExt
   1787.2 ms  ✓ DiffRules
   1745.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1787.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    465.0 ms  ✓ Accessors → LinearAlgebraExt
   2043.9 ms  ✓ SymbolicIndexingInterface
   2660.7 ms  ✓ SciMLOperators
    656.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    788.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   5004.9 ms  ✓ ForwardDiff
   1484.3 ms  ✓ FastPower → FastPowerForwardDiffExt
   8269.6 ms  ✓ SparseMatrixColorings
   1988.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    784.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2647.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   9397.9 ms  ✓ Krylov
   6398.4 ms  ✓ RecursiveArrayTools
    471.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    470.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    515.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    625.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   7363.8 ms  ✓ SciMLBase
    720.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1840.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3163.0 ms  ✓ SciMLJacobianOperators
   8766.2 ms  ✓ LinearSolve
   5466.2 ms  ✓ LineSearch
   7249.7 ms  ✓ NonlinearSolveBase
   3270.1 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1836.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2334.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2508.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   5290.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4001.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1911.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5313.5 ms  ✓ BracketingNonlinearSolve
   7229.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2034.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   4181.3 ms  ✓ DiffEqBase
