nice: cannot set niceness: Permission denied
Precompiling packages...
   1959.5 ms  ✓ LazyArtifacts
   2046.2 ms  ✓ ConcreteStructs
   2017.8 ms  ✓ CommonSolve
   2059.9 ms  ✓ IteratorInterfaceExtensions
   2069.2 ms  ✓ MuladdMacro
   2118.8 ms  ✓ ExprTools
   2145.9 ms  ✓ OpenLibm_jll
   2218.6 ms  ✓ TestEnv
   2319.7 ms  ✓ CompilerSupportLibraries_jll
   2419.5 ms  ✓ InverseFunctions
   3145.6 ms  ✓ ADTypes
   3915.7 ms  ✓ FunctionWrappers
   2005.5 ms  ✓ ManualMemory
   2217.8 ms  ✓ SuiteSparse_jll
   1820.5 ms  ✓ Reexport
   2007.9 ms  ✓ EnumX
   4358.0 ms  ✓ FillArrays
   2232.0 ms  ✓ Requires
   1717.6 ms  ✓ SIMDTypes
   2827.5 ms  ✓ Compat
   2804.0 ms  ✓ OrderedCollections
   5022.0 ms  ✓ GenericSchur
   3099.8 ms  ✓ Preferences
   1718.3 ms  ✓ IfElse
   1989.0 ms  ✓ CompositionsBase
   2685.3 ms  ✓ DocStringExtensions
   1712.9 ms  ✓ CommonWorldInvalidations
   1794.8 ms  ✓ FastClosures
   2134.9 ms  ✓ ConstructionBase
   1889.9 ms  ✓ SciMLPublic
   2802.4 ms  ✓ CpuId
   2417.5 ms  ✓ LoggingExtras
   3141.6 ms  ✓ EnzymeCore
   8254.8 ms  ✓ ExproniconLite
   2048.1 ms  ✓ StaticArraysCore
   2102.6 ms  ✓ RuntimeGeneratedFunctions
   1997.0 ms  ✓ FunctionWrappersWrappers
   2487.4 ms  ✓ NaNMath
   2397.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2103.6 ms  ✓ FastPower
   5687.5 ms  ✓ IrrationalConstants
   7808.0 ms  ✓ Distributed
   1998.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2999.3 ms  ✓ Adapt
   2302.0 ms  ✓ JLLWrappers
   2118.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2296.4 ms  ✓ PrecompileTools
   4557.3 ms  ✓ ThreadingUtilities
   2390.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3097.6 ms  ✓ SciMLLogging
   2603.4 ms  ✓ DiffResults
   2293.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10807.2 ms  ✓ MacroTools
   6000.8 ms  ✓ DifferentiationInterface
  13859.9 ms  ✓ Test
   2144.6 ms  ✓ EnzymeCore → AdaptExt
   2608.4 ms  ✓ GPUArraysCore
   2691.4 ms  ✓ ArrayInterface
   3897.0 ms  ✓ LogExpFunctions
   2107.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2790.4 ms  ✓ IntelOpenMP_jll
   8692.8 ms  ✓ TimerOutputs
   2905.3 ms  ✓ OpenSpecFun_jll
   3310.1 ms  ✓ oneTBB_jll
   2098.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2806.1 ms  ✓ CommonSubexpressions
   2210.9 ms  ✓ TruncatedStacktraces
   2589.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   6902.6 ms  ✓ ChainRulesCore
   2193.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3990.5 ms  ✓ Static
   8195.0 ms  ✓ Jieko
  10026.8 ms  ✓ DataStructures
   3100.8 ms  ✓ MaybeInplace
   2596.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2404.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2952.9 ms  ✓ SciMLStructures
   6705.8 ms  ✓ RecipesBase
   5971.8 ms  ✓ ReTestItems
   2089.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   5017.2 ms  ✓ Setfield
   2406.9 ms  ✓ MKL_jll
   2307.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
  16102.2 ms  ✓ SparseArrays
   2189.3 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3805.4 ms  ✓ PreallocationTools
   2357.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2506.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2696.1 ms  ✓ FiniteDiff
   2502.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2915.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3801.6 ms  ✓ CPUSummary
   2704.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3186.8 ms  ✓ Statistics
   9107.2 ms  ✓ Accessors
   2642.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   5555.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   4736.3 ms  ✓ StaticArrayInterface
   1793.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1905.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1494.3 ms  ✓ Accessors → LinearAlgebraExt
   1597.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   1802.3 ms  ✓ PolyesterWeave
   1598.5 ms  ✓ CloseOpenIntervals
   1815.6 ms  ✓ LayoutPointers
   1920.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1787.4 ms  ✓ Accessors → TestExt
   1996.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   9408.0 ms  ✓ SpecialFunctions
   1879.0 ms  ✓ StrideArraysCore
   3104.7 ms  ✓ SymbolicIndexingInterface
   1412.0 ms  ✓ DiffRules
   1222.3 ms  ✓ Polyester
   4357.8 ms  ✓ SciMLOperators
   3402.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1330.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1477.2 ms  ✓ FastBroadcast
   1546.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3488.9 ms  ✓ RecursiveArrayTools
   2592.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  22100.4 ms  ✓ StaticArrays
  16690.0 ms  ✓ SparseMatrixColorings
   8978.8 ms  ✓ ForwardDiff
   2595.9 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3404.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2689.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2994.8 ms  ✓ Adapt → AdaptStaticArraysExt
   3192.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3293.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2992.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3685.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3107.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3787.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   3511.7 ms  ✓ Accessors → StaticArraysExt
   3999.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3884.3 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3705.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3308.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  21222.9 ms  ✓ Krylov
  21959.4 ms  ✓ Moshi
   6727.1 ms  ✓ FastGaussQuadrature
   1643.1 ms  ✓ NLSolversBase
    738.2 ms  ✓ LineSearches
   6672.7 ms  ✓ SciMLBase
    975.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1172.3 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1364.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  14828.5 ms  ✓ ArrayLayouts
   1985.7 ms  ✓ DiffEqBase
    858.2 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    825.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1980.8 ms  ✓ SciMLJacobianOperators
   1455.5 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1541.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2606.3 ms  ✓ LazyArrays
   3097.2 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   5251.6 ms  ✓ OrdinaryDiffEqCore
   5623.1 ms  ✓ LineSearch
   2091.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   3798.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
  10498.6 ms  ✓ OrdinaryDiffEqFunctionMap
  10898.9 ms  ✓ OrdinaryDiffEqSymplecticRK
  11306.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  12027.9 ms  ✓ OrdinaryDiffEqFeagin
  12269.6 ms  ✓ OrdinaryDiffEqExplicitRK
  12303.2 ms  ✓ OrdinaryDiffEqStabilizedRK
  46005.2 ms  ✓ ExponentialUtilities
  19670.5 ms  ✓ NonlinearSolveBase
  13027.5 ms  ✓ OrdinaryDiffEqRKN
  13160.0 ms  ✓ OrdinaryDiffEqSSPRK
  13192.5 ms  ✓ OrdinaryDiffEqPRK
  11729.9 ms  ✓ OrdinaryDiffEqQPRK
  14107.8 ms  ✓ OrdinaryDiffEqLowOrderRK
   2238.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3192.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2563.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   5103.2 ms  ✓ OrdinaryDiffEqLinear
   2708.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   3089.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3257.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   8800.0 ms  ✓ OrdinaryDiffEqLowStorageRK
  19602.8 ms  ✓ OrdinaryDiffEqTsit5
   5504.4 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1732.4 ms  ✓ OrdinaryDiffEqNordsieck
   6719.3 ms  ✓ BracketingNonlinearSolve
   2071.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  26934.6 ms  ✓ LinearSolve
   1580.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   9106.3 ms  ✓ NonlinearSolveSpectralMethods
    904.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3578.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1507.8 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   3177.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   8681.5 ms  ✓ SimpleNonlinearSolve
   2530.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1807.3 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   7906.1 ms  ✓ OrdinaryDiffEqDifferentiation
   4928.9 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   4897.9 ms  ✓ OrdinaryDiffEqExponentialRK
   5597.4 ms  ✓ OrdinaryDiffEqExtrapolation
  50309.9 ms  ✓ OrdinaryDiffEqVerner
  20000.6 ms  ✓ NonlinearSolveQuasiNewton
   1597.0 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  28247.3 ms  ✓ NonlinearSolveFirstOrder
  23004.4 ms  ✓ OrdinaryDiffEqRosenbrock
   9979.6 ms  ✓ NonlinearSolve
   2578.9 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2978.1 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3006.1 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3318.6 ms  ✓ OrdinaryDiffEqPDIRK
   4153.6 ms  ✓ OrdinaryDiffEqSDIRK
  10217.1 ms  ✓ OrdinaryDiffEqBDF
  14461.0 ms  ✓ OrdinaryDiffEqFIRK
  19517.1 ms  ✓ OrdinaryDiffEqDefault
   3030.5 ms  ✓ OrdinaryDiffEq
  215 dependencies successfully precompiled in 169 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 595.85
	System time (seconds): 49.77
	Percent of CPU this job got: 379%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:50.19
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1449400
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 698
	Minor (reclaiming a frame) page faults: 12304403
	Voluntary context switches: 259054
	Involuntary context switches: 113450
	Swaps: 0
	File system inputs: 0
	File system outputs: 1392536
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
