nice: cannot set niceness: Permission denied
Precompiling packages...
   1921.2 ms  ✓ IteratorInterfaceExtensions
   1996.0 ms  ✓ CommonSolve
   2025.2 ms  ✓ LazyArtifacts
   2028.1 ms  ✓ ConcreteStructs
   2021.1 ms  ✓ OpenLibm_jll
   2126.7 ms  ✓ ExprTools
   2133.3 ms  ✓ MuladdMacro
   2191.7 ms  ✓ CompilerSupportLibraries_jll
   2236.2 ms  ✓ InverseFunctions
   2375.2 ms  ✓ SuiteSparse_jll
   3325.3 ms  ✓ ADTypes
   3970.5 ms  ✓ FunctionWrappers
   1902.7 ms  ✓ ManualMemory
   1696.8 ms  ✓ SIMDTypes
   1795.4 ms  ✓ Reexport
   1986.1 ms  ✓ EnumX
   2303.3 ms  ✓ Requires
   4524.9 ms  ✓ FillArrays
   2500.4 ms  ✓ Compat
   2881.9 ms  ✓ OrderedCollections
   2498.4 ms  ✓ DocStringExtensions
   4943.0 ms  ✓ GenericSchur
   3186.5 ms  ✓ Preferences
   2021.3 ms  ✓ CompositionsBase
   1805.5 ms  ✓ IfElse
   2001.3 ms  ✓ FastPower
   1820.4 ms  ✓ CommonWorldInvalidations
   2015.6 ms  ✓ ConstructionBase
   2579.0 ms  ✓ CpuId
   2008.3 ms  ✓ FastClosures
   2177.3 ms  ✓ StaticArraysCore
   2310.5 ms  ✓ LoggingExtras
   3597.4 ms  ✓ EnzymeCore
   2624.6 ms  ✓ NaNMath
   2101.4 ms  ✓ RuntimeGeneratedFunctions
   8313.5 ms  ✓ ExproniconLite
   2388.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8409.9 ms  ✓ Distributed
   2120.4 ms  ✓ FunctionWrappersWrappers
   5598.2 ms  ✓ IrrationalConstants
   2014.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2194.5 ms  ✓ Adapt
   1734.3 ms  ✓ SciMLPublic
   2182.7 ms  ✓ PrecompileTools
   1823.9 ms  ✓ DiffResults
   2385.7 ms  ✓ JLLWrappers
   1911.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
