nice: cannot set niceness: Permission denied
Precompiling packages...
   1942.9 ms  ✓ LazyArtifacts
   1951.3 ms  ✓ IteratorInterfaceExtensions
   1927.9 ms  ✓ CommonSolve
   2043.0 ms  ✓ ConcreteStructs
   2052.2 ms  ✓ MuladdMacro
   2138.9 ms  ✓ OpenLibm_jll
   2235.9 ms  ✓ ExprTools
   2307.7 ms  ✓ CompilerSupportLibraries_jll
   2347.8 ms  ✓ InverseFunctions
   2399.6 ms  ✓ SuiteSparse_jll
   3225.5 ms  ✓ ADTypes
   3987.0 ms  ✓ FunctionWrappers
   2098.4 ms  ✓ ManualMemory
   1707.1 ms  ✓ SIMDTypes
   1915.0 ms  ✓ EnumX
   1893.2 ms  ✓ Reexport
   4335.0 ms  ✓ FillArrays
   2405.9 ms  ✓ Requires
   2598.6 ms  ✓ Compat
   2900.0 ms  ✓ OrderedCollections
   3204.6 ms  ✓ Preferences
   5334.7 ms  ✓ GenericSchur
   2899.0 ms  ✓ DocStringExtensions
   1915.4 ms  ✓ CompositionsBase
   1986.0 ms  ✓ FastPower
   1915.7 ms  ✓ IfElse
   2201.4 ms  ✓ ConstructionBase
   1999.4 ms  ✓ CommonWorldInvalidations
   1995.3 ms  ✓ FastClosures
   2903.7 ms  ✓ CpuId
   2109.6 ms  ✓ SciMLPublic
   3403.5 ms  ✓ EnzymeCore
   2411.5 ms  ✓ StaticArraysCore
   2895.2 ms  ✓ LoggingExtras
   2277.7 ms  ✓ RuntimeGeneratedFunctions
   2798.6 ms  ✓ NaNMath
   8450.8 ms  ✓ ExproniconLite
   2393.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1996.5 ms  ✓ FunctionWrappersWrappers
   8616.4 ms  ✓ Distributed
   5703.5 ms  ✓ IrrationalConstants
   2402.3 ms  ✓ Adapt
   2288.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2105.6 ms  ✓ PrecompileTools
   2009.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2378.8 ms  ✓ JLLWrappers
   2206.3 ms  ✓ DiffResults
   2392.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2313.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4402.9 ms  ✓ ThreadingUtilities
   3017.1 ms  ✓ SciMLLogging
   9901.0 ms  ✓ MacroTools
   5495.4 ms  ✓ DifferentiationInterface
   2091.0 ms  ✓ EnzymeCore → AdaptExt
   2301.4 ms  ✓ GPUArraysCore
   2684.4 ms  ✓ ArrayInterface
   3189.6 ms  ✓ LogExpFunctions
   2286.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2401.2 ms  ✓ OpenSpecFun_jll
   2195.9 ms  ✓ CommonSubexpressions
