nice: cannot set niceness: Permission denied
Precompiling packages...
   1911.0 ms  ✓ IteratorInterfaceExtensions
   1952.2 ms  ✓ CommonSolve
   1988.8 ms  ✓ LazyArtifacts
   2005.6 ms  ✓ ConcreteStructs
   2006.9 ms  ✓ OpenLibm_jll
   2017.5 ms  ✓ MuladdMacro
   2083.7 ms  ✓ CompilerSupportLibraries_jll
   2209.6 ms  ✓ ExprTools
   2276.4 ms  ✓ InverseFunctions
   2749.6 ms  ✓ SuiteSparse_jll
   3386.0 ms  ✓ ADTypes
   3924.9 ms  ✓ FunctionWrappers
   1800.2 ms  ✓ EnumX
   1773.4 ms  ✓ Reexport
   2000.0 ms  ✓ ManualMemory
   1893.4 ms  ✓ SIMDTypes
   2100.7 ms  ✓ Requires
   4379.2 ms  ✓ FillArrays
   2599.1 ms  ✓ Compat
   4675.5 ms  ✓ GenericSchur
   3098.4 ms  ✓ OrderedCollections
   3201.3 ms  ✓ Preferences
   2818.1 ms  ✓ DocStringExtensions
   1899.6 ms  ✓ CompositionsBase
   1798.4 ms  ✓ FastPower
   1917.5 ms  ✓ IfElse
   1731.3 ms  ✓ CommonWorldInvalidations
   2517.2 ms  ✓ ConstructionBase
   2301.7 ms  ✓ FastClosures
   2922.3 ms  ✓ CpuId
   2317.0 ms  ✓ LoggingExtras
   3019.5 ms  ✓ EnzymeCore
   1990.3 ms  ✓ SciMLPublic
   2097.4 ms  ✓ StaticArraysCore
   2022.3 ms  ✓ RuntimeGeneratedFunctions
   7779.4 ms  ✓ ExproniconLite
   7849.7 ms  ✓ Distributed
   2594.8 ms  ✓ NaNMath
   2300.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1991.2 ms  ✓ FunctionWrappersWrappers
   1972.6 ms  ✓ Compat → CompatLinearAlgebraExt
   5819.8 ms  ✓ IrrationalConstants
   2215.6 ms  ✓ Adapt
   2128.1 ms  ✓ JLLWrappers
   1913.2 ms  ✓ PrecompileTools
   1821.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2023.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3834.5 ms  ✓ ThreadingUtilities
   2009.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2602.5 ms  ✓ SciMLLogging
   2100.7 ms  ✓ DiffResults
   4685.5 ms  ✓ DifferentiationInterface
   9509.0 ms  ✓ MacroTools
   1806.8 ms  ✓ EnzymeCore → AdaptExt
   2002.1 ms  ✓ GPUArraysCore
   2793.2 ms  ✓ ArrayInterface
   3071.2 ms  ✓ LogExpFunctions
   2686.5 ms  ✓ IntelOpenMP_jll
   2688.7 ms  ✓ oneTBB_jll
   2778.9 ms  ✓ OpenSpecFun_jll
   2195.9 ms  ✓ TruncatedStacktraces
   2179.4 ms  ✓ CommonSubexpressions
   8567.4 ms  ✓ TimerOutputs
   5200.7 ms  ✓ ChainRulesCore
   7506.8 ms  ✓ DataStructures
   3197.5 ms  ✓ Static
   2184.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2122.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2380.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1888.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2502.2 ms  ✓ SciMLStructures
   7501.5 ms  ✓ Jieko
   3306.9 ms  ✓ MaybeInplace
