nice: cannot set niceness: Permission denied
Precompiling packages...
   2010.5 ms  ✓ IteratorInterfaceExtensions
   2020.4 ms  ✓ MuladdMacro
   1986.1 ms  ✓ CommonSolve
   2020.3 ms  ✓ ConcreteStructs
   2094.1 ms  ✓ LazyArtifacts
   2197.2 ms  ✓ OpenLibm_jll
   2204.1 ms  ✓ ExprTools
   2368.5 ms  ✓ CompilerSupportLibraries_jll
   2398.2 ms  ✓ SuiteSparse_jll
   2593.3 ms  ✓ InverseFunctions
   3220.2 ms  ✓ ADTypes
   3859.6 ms  ✓ FunctionWrappers
   1702.1 ms  ✓ Reexport
   2100.2 ms  ✓ ManualMemory
   1809.3 ms  ✓ SIMDTypes
   2220.9 ms  ✓ Requires
   4507.8 ms  ✓ FillArrays
   2387.9 ms  ✓ NaNMath
   4792.5 ms  ✓ GenericSchur
   2897.1 ms  ✓ Compat
   2925.5 ms  ✓ OrderedCollections
   3275.9 ms  ✓ Preferences
   2718.6 ms  ✓ DocStringExtensions
   2073.0 ms  ✓ CompositionsBase
   1914.0 ms  ✓ FastPower
   1995.2 ms  ✓ IfElse
   2109.7 ms  ✓ CommonWorldInvalidations
   2018.0 ms  ✓ FastClosures
   2491.0 ms  ✓ ConstructionBase
   2974.4 ms  ✓ CpuId
   2099.6 ms  ✓ SciMLPublic
   3197.2 ms  ✓ EnzymeCore
   2194.5 ms  ✓ EnumX
   2771.6 ms  ✓ LoggingExtras
   2606.8 ms  ✓ StaticArraysCore
   2508.8 ms  ✓ RuntimeGeneratedFunctions
   8503.5 ms  ✓ ExproniconLite
   8801.7 ms  ✓ Distributed
   2203.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1990.8 ms  ✓ FunctionWrappersWrappers
   5923.9 ms  ✓ IrrationalConstants
   2479.7 ms  ✓ Adapt
   2209.9 ms  ✓ Compat → CompatLinearAlgebraExt
   2520.8 ms  ✓ JLLWrappers
   2307.6 ms  ✓ PrecompileTools
   2205.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2499.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2188.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2089.9 ms  ✓ DiffResults
   2417.1 ms  ✓ SciMLLogging
   4500.7 ms  ✓ ThreadingUtilities
   9992.5 ms  ✓ MacroTools
   5776.6 ms  ✓ DifferentiationInterface
   3198.7 ms  ✓ LogExpFunctions
   2803.9 ms  ✓ IntelOpenMP_jll
   2896.5 ms  ✓ ArrayInterface
   2399.9 ms  ✓ EnzymeCore → AdaptExt
   2800.5 ms  ✓ oneTBB_jll
   2494.8 ms  ✓ GPUArraysCore
   2813.9 ms  ✓ OpenSpecFun_jll
   8095.7 ms  ✓ TimerOutputs
   2200.6 ms  ✓ TruncatedStacktraces
   1891.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7602.5 ms  ✓ DataStructures
   2299.7 ms  ✓ CommonSubexpressions
   3306.4 ms  ✓ Static
   2096.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3083.9 ms  ✓ SciMLStructures
   3595.7 ms  ✓ MaybeInplace
   2079.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2188.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2424.2 ms  ✓ MKL_jll
   1990.9 ms  ✓ BitTwiddlingConvenienceFunctions
   7820.3 ms  ✓ Jieko
   5837.3 ms  ✓ RecipesBase
   4912.3 ms  ✓ Setfield
   3887.0 ms  ✓ PreallocationTools
   2497.2 ms  ✓ CPUSummary
  12407.2 ms  ✓ SparseArrays
   6607.0 ms  ✓ Accessors
   1887.4 ms  ✓ FiniteDiff
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2093442] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xb9097c0->0x7be540dd5510
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2095.8 ms  ✓ PolyesterWeave
   3525.0 ms  ✓ StaticArrayInterface
   2182.9 ms  ✓ Adapt → AdaptSparseArraysExt
   2423.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2605.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2781.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2012.8 ms  ✓ Accessors → LinearAlgebraExt
   2994.3 ms  ✓ Statistics
   1579.7 ms  ✓ CloseOpenIntervals
   1732.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1612.9 ms  ✓ LayoutPointers
   7679.9 ms  ✓ SpecialFunctions
   1314.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   1131.4 ms  ✓ DiffRules
   1588.3 ms  ✓ StrideArraysCore
   2501.2 ms  ✓ SymbolicIndexingInterface
   3385.4 ms  ✓ SciMLOperators
   1300.7 ms  ✓ Polyester
   1198.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1283.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1200.6 ms  ✓ FastBroadcast
  16989.8 ms  ✓ StaticArrays
   2017.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2018.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2417.1 ms  ✓ Adapt → AdaptStaticArraysExt
MaybeInplaceSparseArraysExt Waiting for background task / IO / timer.
[pid 2094301] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x159df4b0->0x70c2514283a0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   7169.4 ms  ✓ ForwardDiff
   2917.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3021.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
FiniteDiffSparseArraysExt Waiting for background task / IO / timer.
[pid 2094346] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x11dc0c10->0x7fbe5a379750
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  23131.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3920.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4186.5 ms  ✓ Accessors → StaticArraysExt
   3593.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3602.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   3697.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  10861.0 ms  ✓ RecursiveArrayTools
   4399.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4472.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4041.8 ms  ✓ NLSolversBase
   6306.0 ms  ✓ FastGaussQuadrature
