nice: cannot set niceness: Permission denied
Precompiling packages...
   2041.1 ms  ✓ IteratorInterfaceExtensions
   2025.5 ms  ✓ CommonSolve
   2061.0 ms  ✓ MuladdMacro
   2060.8 ms  ✓ LazyArtifacts
   2056.0 ms  ✓ OpenLibm_jll
   2134.8 ms  ✓ ConcreteStructs
   2199.7 ms  ✓ CompilerSupportLibraries_jll
   2240.9 ms  ✓ ExprTools
   2522.7 ms  ✓ InverseFunctions
   2596.8 ms  ✓ SuiteSparse_jll
   3251.6 ms  ✓ ADTypes
   4076.6 ms  ✓ FunctionWrappers
   1723.1 ms  ✓ Reexport
   2082.6 ms  ✓ ManualMemory
   2023.4 ms  ✓ EnumX
   1730.4 ms  ✓ SIMDTypes
   4345.0 ms  ✓ FillArrays
   2505.3 ms  ✓ Requires
   4831.3 ms  ✓ GenericSchur
   2798.8 ms  ✓ Compat
   2896.4 ms  ✓ OrderedCollections
   2688.7 ms  ✓ DocStringExtensions
   3280.2 ms  ✓ Preferences
   1896.8 ms  ✓ FastPower
   2115.6 ms  ✓ CompositionsBase
   1968.8 ms  ✓ IfElse
   1812.8 ms  ✓ CommonWorldInvalidations
   2302.0 ms  ✓ ConstructionBase
   1893.5 ms  ✓ SciMLPublic
   2297.4 ms  ✓ FastClosures
   3019.9 ms  ✓ CpuId
   2419.6 ms  ✓ LoggingExtras
   3285.4 ms  ✓ EnzymeCore
   2418.2 ms  ✓ StaticArraysCore
   2596.5 ms  ✓ NaNMath
   8428.8 ms  ✓ ExproniconLite
   2571.4 ms  ✓ RuntimeGeneratedFunctions
   2306.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8602.2 ms  ✓ Distributed
   5600.0 ms  ✓ IrrationalConstants
   2194.2 ms  ✓ FunctionWrappersWrappers
   2114.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2576.8 ms  ✓ Adapt
   2199.6 ms  ✓ JLLWrappers
   2122.3 ms  ✓ PrecompileTools
   2407.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4018.4 ms  ✓ ThreadingUtilities
   2183.7 ms  ✓ DiffResults
   2399.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2606.3 ms  ✓ SciMLLogging
   1969.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4979.6 ms  ✓ DifferentiationInterface
   9678.2 ms  ✓ MacroTools
   3000.8 ms  ✓ LogExpFunctions
   2821.8 ms  ✓ GPUArraysCore
   2498.2 ms  ✓ EnzymeCore → AdaptExt
   3495.9 ms  ✓ ArrayInterface
   2407.7 ms  ✓ IntelOpenMP_jll
   1927.8 ms  ✓ TruncatedStacktraces
   2488.9 ms  ✓ OpenSpecFun_jll
   7982.6 ms  ✓ TimerOutputs
   3128.8 ms  ✓ oneTBB_jll
   2521.1 ms  ✓ CommonSubexpressions
   7717.5 ms  ✓ DataStructures
   3733.6 ms  ✓ Static
   1915.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2301.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1721.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2274.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7722.7 ms  ✓ Jieko
   3098.0 ms  ✓ MaybeInplace
   2492.5 ms  ✓ SciMLStructures
   5823.3 ms  ✓ RecipesBase
   1676.5 ms  ✓ BitTwiddlingConvenienceFunctions
   2088.1 ms  ✓ MKL_jll
   4508.0 ms  ✓ Setfield
   2314.7 ms  ✓ CPUSummary
   3020.0 ms  ✓ PreallocationTools
  12396.0 ms  ✓ SparseArrays
   1607.1 ms  ✓ FiniteDiff
   5921.1 ms  ✓ Accessors
   3689.8 ms  ✓ StaticArrayInterface
   1764.3 ms  ✓ PolyesterWeave
