nice: cannot set niceness: Permission denied
Precompiling packages...
   1586.8 ms  ✓ UUIDs
   1626.6 ms  ✓ OpenSSL_jll
   1597.3 ms  ✓ MozillaCACerts_jll
   1683.8 ms  ✓ Logging
   1703.1 ms  ✓ NetworkOptions
   1721.4 ms  ✓ Unicode
   1782.9 ms  ✓ CompilerSupportLibraries_jll
   1787.4 ms  ✓ Zlib_jll
   1787.8 ms  ✓ nghttp2_jll
   1875.8 ms  ✓ Base64
    586.9 ms  ✓ LibSSH2_jll
    593.7 ms  ✓ p7zip_jll
    733.9 ms  ✓ Printf
    499.3 ms  ✓ LibGit2_jll
    497.9 ms  ✓ LibCURL_jll
   3280.3 ms  ✓ ArgTools
    757.7 ms  ✓ LibCURL
    632.1 ms  ✓ Tar
   2996.9 ms  ✓ Dates
   3151.9 ms  ✓ LibGit2
    519.2 ms  ✓ TOML
   3010.9 ms  ✓ Downloads
   9634.0 ms  ✓ StyledStrings
   1664.4 ms  ✓ JuliaSyntaxHighlighting
   3953.2 ms  ✓ Markdown
  47592.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2407.1 ms  ✓ ConcreteStructs
   2378.1 ms  ✓ CommonSolve
   2478.4 ms  ✓ Reexport
   2506.5 ms  ✓ MuladdMacro
   2604.7 ms  ✓ EnumX
   2689.1 ms  ✓ OpenLibm_jll
   3061.9 ms  ✓ ExprTools
   3398.6 ms  ✓ InverseFunctions
   3687.4 ms  ✓ Statistics
   3793.9 ms  ✓ DocStringExtensions
   4096.5 ms  ✓ Serialization
   4583.9 ms  ✓ EnzymeCore
   2490.1 ms  ✓ IteratorInterfaceExtensions
   2521.9 ms  ✓ FastClosures
   2604.1 ms  ✓ CompositionsBase
   2414.9 ms  ✓ Future
   3118.8 ms  ✓ SuiteSparse_jll
   2389.8 ms  ✓ FastPower
   2800.2 ms  ✓ SciMLPublic
   2802.5 ms  ✓ StaticArraysCore
   4113.9 ms  ✓ ADTypes
   4293.4 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2909.4 ms  ✓ LoggingExtras
   4208.8 ms  ✓ Requires
   2388.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4386.0 ms  ✓ Preferences
  10521.0 ms  ✓ ConstructionBase
  10696.6 ms  ✓ OrderedCollections
   3202.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11505.0 ms  ✓ FunctionWrappers
   6000.8 ms  ✓ LazyArtifacts
   2689.9 ms  ✓ DiffResults
   2599.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2703.5 ms  ✓ Adapt
   2781.5 ms  ✓ PrecompileTools
  14068.8 ms  ✓ IrrationalConstants
   2508.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9522.3 ms  ✓ Compat
   3166.2 ms  ✓ JLLWrappers
   3894.1 ms  ✓ SciMLLogging
   2502.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9321.2 ms  ✓ NaNMath
   2609.9 ms  ✓ EnzymeCore → AdaptExt
