nice: cannot set niceness: Permission denied
Precompiling packages...
    398.3 ms  ✓ CommonSolve
    414.1 ms  ✓ Reexport
    554.3 ms  ✓ ConstructionBase
    509.8 ms  ✓ StaticArraysCore
    591.0 ms  ✓ Statistics
   1358.9 ms  ✓ IrrationalConstants
    902.1 ms  ✓ SuiteSparse_jll
    488.7 ms  ✓ IfElse
    785.8 ms  ✓ EnzymeCore
    513.6 ms  ✓ ManualMemory
    457.8 ms  ✓ CommonWorldInvalidations
    422.6 ms  ✓ Future
    901.9 ms  ✓ SciMLPublic
    435.4 ms  ✓ FastPower
    439.6 ms  ✓ CompositionsBase
    516.6 ms  ✓ InverseFunctions
    451.2 ms  ✓ SimpleUnPack
    451.1 ms  ✓ MuladdMacro
    479.7 ms  ✓ EnumX
   2253.4 ms  ✓ ExproniconLite
    740.5 ms  ✓ OpenLibm_jll
    559.9 ms  ✓ ExprTools
    554.5 ms  ✓ UnPack
    578.9 ms  ✓ ConcreteStructs
   1301.3 ms  ✓ FillArrays
    811.0 ms  ✓ OrderedCollections
   4813.0 ms  ✓ MacroTools
    772.9 ms  ✓ ADTypes
    713.1 ms  ✓ Serialization
    463.1 ms  ✓ FastClosures
    637.9 ms  ✓ DocStringExtensions
    455.2 ms  ✓ SIMDTypes
    432.2 ms  ✓ IteratorInterfaceExtensions
    769.4 ms  ✓ Requires
    752.1 ms  ✓ CpuId
   1176.8 ms  ✓ GenericSchur
    549.0 ms  ✓ LoggingExtras
    626.2 ms  ✓ Compat
   1503.6 ms  ✓ InteractiveUtils
   3131.4 ms  ✓ FunctionWrappers
    563.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1015.9 ms  ✓ LazyArtifacts
    497.3 ms  ✓ DiffResults
    439.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    444.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1720.5 ms  ✓ Preferences
    563.3 ms  ✓ NaNMath
    486.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   1232.7 ms  ✓ ThreadingUtilities
    409.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    555.6 ms  ✓ CommonSubexpressions
    487.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2080.1 ms  ✓ Jieko
   1124.1 ms  ✓ DifferentiationInterface
   1840.4 ms  ✓ DataStructures
    451.3 ms  ✓ RuntimeGeneratedFunctions
    704.1 ms  ✓ LogExpFunctions
    576.7 ms  ✓ Adapt
    514.3 ms  ✓ Compat → CompatLinearAlgebraExt
    525.9 ms  ✓ FunctionWrappersWrappers
   2474.3 ms  ✓ Distributed
   4102.1 ms  ✓ TimerOutputs
    479.5 ms  ✓ PrecompileTools
    567.8 ms  ✓ JLLWrappers
    579.9 ms  ✓ SciMLLogging
   1730.0 ms  ✓ Setfield
    584.3 ms  ✓ TruncatedStacktraces
    421.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4114.1 ms  ✓ SparseArrays
    609.1 ms  ✓ ArrayInterface
    470.9 ms  ✓ EnzymeCore → AdaptExt
    618.2 ms  ✓ GPUArraysCore
   2707.6 ms  ✓ Accessors
   1445.6 ms  ✓ ChainRulesCore
    657.6 ms  ✓ OpenSpecFun_jll
   2021.5 ms  ✓ RecipesBase
   1159.8 ms  ✓ IntelOpenMP_jll
   1168.3 ms  ✓ oneTBB_jll
    582.7 ms  ✓ Statistics → SparseArraysExt
    653.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
    611.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    564.1 ms  ✓ Adapt → AdaptSparseArraysExt
  10361.2 ms  ✓ Moshi
    546.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7234.2 ms  ✓ Krylov
    849.0 ms  ✓ MaybeInplace
    714.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    557.2 ms  ✓ SciMLStructures
    510.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1117.3 ms  ✓ PreallocationTools
    607.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    713.4 ms  ✓ Accessors → LinearAlgebraExt
    897.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    658.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    717.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    759.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  14919.2 ms  ✓ StaticArrays
   1949.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10470.4 ms  ✓ SparseMatrixColorings
    972.6 ms  ✓ FiniteDiff
   1611.0 ms  ✓ MKL_jll
    713.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3130.2 ms  ✓ SpecialFunctions
   1246.3 ms  ✓ SymbolicIndexingInterface
    769.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2091.0 ms  ✓ SciMLOperators
    771.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    712.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    708.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    708.1 ms  ✓ Adapt → AdaptStaticArraysExt
    747.0 ms  ✓ Accessors → StaticArraysExt
    900.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    702.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    654.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    740.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1772.6 ms  ✓ FastGaussQuadrature
   1889.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    781.7 ms  ✓ DiffRules
    592.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2054.7 ms  ✓ RecursiveArrayTools
    801.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  25696.3 ms  ✓ Static
    692.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    473.5 ms  ✓ BitTwiddlingConvenienceFunctions
    963.7 ms  ✓ CPUSummary
   3830.2 ms  ✓ ForwardDiff
    665.9 ms  ✓ PolyesterWeave
  11928.8 ms  ✓ ArrayLayouts
    758.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    574.8 ms  ✓ FastPower → FastPowerForwardDiffExt
    725.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    596.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    605.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1151.0 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    927.0 ms  ✓ NLSolversBase
   8158.2 ms  ✓ SciMLBase
   1149.8 ms  ✓ LineSearches
    786.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1169.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    758.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2690.9 ms  ✓ LazyArrays
   1271.5 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2510.9 ms  ✓ SciMLJacobianOperators
   4141.8 ms  ✓ LineSearch
  15187.2 ms  ✓ StaticArrayInterface
   1193.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
    804.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    647.9 ms  ✓ CloseOpenIntervals
    647.3 ms  ✓ LayoutPointers
   6516.8 ms  ✓ NonlinearSolveBase
  28476.1 ms  ✓ ExponentialUtilities
    827.9 ms  ✓ StrideArraysCore
   1008.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
    887.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1191.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
    834.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
    715.7 ms  ✓ Polyester
   1272.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1569.7 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    770.5 ms  ✓ FastBroadcast
