nice: cannot set niceness: Permission denied
Precompiling packages...
    412.3 ms  ✓ Reexport
    413.7 ms  ✓ CommonSolve
    566.5 ms  ✓ ConstructionBase
    502.9 ms  ✓ StaticArraysCore
    602.8 ms  ✓ Statistics
   1322.3 ms  ✓ IrrationalConstants
    482.8 ms  ✓ IfElse
   1027.3 ms  ✓ SuiteSparse_jll
    777.6 ms  ✓ EnzymeCore
    548.8 ms  ✓ ManualMemory
    438.7 ms  ✓ CommonWorldInvalidations
    443.7 ms  ✓ Future
   1064.9 ms  ✓ SciMLPublic
    435.5 ms  ✓ FastPower
    554.4 ms  ✓ InverseFunctions
    449.4 ms  ✓ CompositionsBase
    440.6 ms  ✓ MuladdMacro
    502.7 ms  ✓ EnumX
    477.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    809.6 ms  ✓ OpenLibm_jll
    515.0 ms  ✓ ExprTools
   2364.3 ms  ✓ ExproniconLite
    481.0 ms  ✓ ConcreteStructs
    656.9 ms  ✓ OrderedCollections
    671.8 ms  ✓ ADTypes
    687.5 ms  ✓ Serialization
    522.9 ms  ✓ FastClosures
    493.9 ms  ✓ SIMDTypes
    675.2 ms  ✓ DocStringExtensions
    504.9 ms  ✓ IteratorInterfaceExtensions
   5956.2 ms  ✓ MacroTools
    896.2 ms  ✓ Requires
    802.9 ms  ✓ CpuId
   1306.5 ms  ✓ GenericSchur
    561.8 ms  ✓ LoggingExtras
    603.6 ms  ✓ Compat
   1351.4 ms  ✓ InteractiveUtils
    460.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    925.4 ms  ✓ LazyArtifacts
    558.7 ms  ✓ DiffResults
   4167.0 ms  ✓ FunctionWrappers
    508.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    513.3 ms  ✓ NaNMath
   1293.7 ms  ✓ ThreadingUtilities
   2432.2 ms  ✓ Preferences
   1111.7 ms  ✓ FillArrays
    429.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    436.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1039.1 ms  ✓ DifferentiationInterface
   2008.4 ms  ✓ Jieko
   1805.4 ms  ✓ DataStructures
    473.8 ms  ✓ RuntimeGeneratedFunctions
    702.5 ms  ✓ LogExpFunctions
    704.3 ms  ✓ CommonSubexpressions
    595.9 ms  ✓ Adapt
    537.4 ms  ✓ Compat → CompatLinearAlgebraExt
   4358.5 ms  ✓ TimerOutputs
   2922.7 ms  ✓ Distributed
    503.9 ms  ✓ FunctionWrappersWrappers
    478.7 ms  ✓ PrecompileTools
    587.4 ms  ✓ JLLWrappers
   1637.2 ms  ✓ Setfield
    638.5 ms  ✓ SciMLLogging
    579.9 ms  ✓ TruncatedStacktraces
    506.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    437.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4613.2 ms  ✓ SparseArrays
    637.8 ms  ✓ ArrayInterface
    694.6 ms  ✓ GPUArraysCore
   2680.7 ms  ✓ Accessors
    506.2 ms  ✓ EnzymeCore → AdaptExt
   1489.2 ms  ✓ ChainRulesCore
    684.4 ms  ✓ OpenSpecFun_jll
   2021.4 ms  ✓ RecipesBase
   1114.4 ms  ✓ IntelOpenMP_jll
   1170.5 ms  ✓ oneTBB_jll
    573.8 ms  ✓ Statistics → SparseArraysExt
    652.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    606.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    582.8 ms  ✓ Adapt → AdaptSparseArraysExt
  10478.8 ms  ✓ Moshi
    473.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7207.3 ms  ✓ Krylov
    912.8 ms  ✓ MaybeInplace
    727.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    557.5 ms  ✓ SciMLStructures
    567.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1229.7 ms  ✓ PreallocationTools
    597.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    706.6 ms  ✓ Accessors → LinearAlgebraExt
    894.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    642.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    674.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    623.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1871.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10216.6 ms  ✓ SparseMatrixColorings
  15985.5 ms  ✓ StaticArrays
    687.0 ms  ✓ FiniteDiff
    572.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1321.5 ms  ✓ MKL_jll
   2739.5 ms  ✓ SpecialFunctions
   1027.7 ms  ✓ SymbolicIndexingInterface
    773.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    630.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1730.3 ms  ✓ SciMLOperators
    637.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    647.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    731.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    745.8 ms  ✓ Adapt → AdaptStaticArraysExt
    730.7 ms  ✓ Accessors → StaticArraysExt
    701.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    704.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    624.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1905.4 ms  ✓ FastGaussQuadrature
   2256.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    811.1 ms  ✓ DiffRules
    566.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    795.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2124.0 ms  ✓ RecursiveArrayTools
    879.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  27771.4 ms  ✓ Static
    479.3 ms  ✓ BitTwiddlingConvenienceFunctions
   3998.6 ms  ✓ ForwardDiff
   1032.3 ms  ✓ CPUSummary
    674.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    524.8 ms  ✓ FastPower → FastPowerForwardDiffExt
  12500.1 ms  ✓ ArrayLayouts
    663.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    528.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    581.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    677.7 ms  ✓ PolyesterWeave
    846.8 ms  ✓ NLSolversBase
   1162.5 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    940.9 ms  ✓ LineSearches
   8303.2 ms  ✓ SciMLBase
    859.1 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1227.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2736.2 ms  ✓ LazyArrays
    755.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1189.7 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2285.9 ms  ✓ SciMLJacobianOperators
   4035.5 ms  ✓ LineSearch
   1286.8 ms  ✓ LineSearch → LineSearchLineSearchesExt
   7591.2 ms  ✓ NonlinearSolveBase
   1464.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1647.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  31600.4 ms  ✓ ExponentialUtilities
   1075.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1023.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
  19854.2 ms  ✓ StaticArrayInterface
   1571.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1968.5 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    815.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    597.9 ms  ✓ CloseOpenIntervals
    677.9 ms  ✓ LayoutPointers
  14259.6 ms  ✓ LinearSolve
    843.4 ms  ✓ StrideArraysCore
   4513.7 ms  ✓ BracketingNonlinearSolve
    720.0 ms  ✓ Polyester
   2376.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
    927.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3789.0 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
    776.4 ms  ✓ FastBroadcast
    935.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
    615.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   6041.1 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1988.5 ms  ✓ DiffEqBase
   2648.2 ms  ✓ LinearSolve → LinearSolveEnzymeExt
[0KERROR: LoadError: Precompiled image Base.PkgId(Base.UUID("5895cdaf-549a-54a7-82ae-fc9d8ce60a0b"), "LinearSolveEnzymeExt") not available with flags CacheFlags(; use_pkgimages=true, debug_level=1, check_bounds=0, inline=true, opt_level=2)
[0KStacktrace:
[0K  [1] error(s::String)
[0K    @ Base ./error.jl:44
[0K  [2] __require_prelocked(pkg::Base.PkgId, env::Nothing)
[0K    @ Base ./loading.jl:2872
[0K  [3] _require_prelocked(uuidkey::Base.PkgId, env::Nothing)
[0K    @ Base ./loading.jl:2724
[0K  [4] _require_prelocked
[0K    @ ./loading.jl:2718 [inlined]
[0K  [5] run_extension_callbacks(extid::Base.ExtensionId)
[0K    @ Base ./loading.jl:1770
[0K  [6] run_extension_callbacks(pkgid::Base.PkgId)
[0K    @ Base ./loading.jl:1807
[0K  [7] run_package_callbacks(modkey::Base.PkgId)
[0K    @ Base ./loading.jl:1623
[0K  [8] _require_search_from_serialized(pkg::Base.PkgId, sourcespec::Base.PkgLoadSpec, build_id::UInt128, stalecheck::Bool; reasons::Dict{String, Int64}, DEPOT_PATH::Vector{String})
[0K    @ Base ./loading.jl:2333
[0K  [9] _require_search_from_serialized
[0K    @ ./loading.jl:2208 [inlined]
[0K [10] __require_prelocked(pkg::Base.PkgId, env::String)
[0K    @ Base ./loading.jl:2865
[0K [11] _require_prelocked(uuidkey::Base.PkgId, env::String)
[0K    @ Base ./loading.jl:2724
[0K [12] macro expansion
[0K    @ ./loading.jl:2652 [inlined]
[0K [13] macro expansion
[0K    @ ./lock.jl:376 [inlined]
[0K [14] __require(into::Module, mod::Symbol)
[0K    @ Base ./loading.jl:2616
[0K [15] require
[0K    @ ./loading.jl:2592 [inlined]
[0K [16] eval_import_path
[0K    @ ./module.jl:36 [inlined]
[0K [17] eval_import_path_all(at::Module, path::Expr, keyword::String)
[0K    @ Base ./module.jl:60
[0K [18] _eval_import(::Bool, ::Module, ::Expr, ::Expr, ::Vararg{Expr})
[0K    @ Base ./module.jl:101
[0K [19] top-level scope
[0K    @ /workdir/depot/packages/NonlinearSolveQuasiNewton/wYNEY/src/NonlinearSolveQuasiNewton.jl:14
[0K [20] include(mod::Module, _path::String)
[0K    @ Base ./Base.jl:309
[0K [21] include_package_for_output(pkg::Base.PkgId, input::String, syntax_version::VersionNumber, depot_path::Vector{String}, dl_load_path::Vector{String}, load_path::Vector{String}, concrete_deps::Vector{Pair{Base.PkgId, UInt128}}, source::Nothing)
[0K    @ Base ./loading.jl:3308
[0K [22] top-level scope
[0K    @ stdin:5
[0K [23] eval(m::Module, e::Any)
[0K    @ Core ./boot.jl:489
[0K [24] include_string(mapexpr::typeof(identity), mod::Module, code::String, filename::String)
[0K    @ Base ./loading.jl:3150
[0K [25] include_string
[0K    @ ./loading.jl:3160 [inlined]
[0K [26] exec_options(opts::Base.JLOptions)
[0K    @ Base ./client.jl:342
[0K [27] _start()
