nice: cannot set niceness: Permission denied
Precompiling packages...
   1519.8 ms  ✓ UUIDs
   1549.5 ms  ✓ OpenSSL_jll
   1691.7 ms  ✓ MozillaCACerts_jll
   1692.2 ms  ✓ nghttp2_jll
   1689.5 ms  ✓ Zlib_jll
   1697.6 ms  ✓ Unicode
   1703.7 ms  ✓ Logging
   1735.9 ms  ✓ CompilerSupportLibraries_jll
   1809.3 ms  ✓ Base64
   1842.6 ms  ✓ NetworkOptions
    638.5 ms  ✓ LibSSH2_jll
    654.7 ms  ✓ p7zip_jll
    713.9 ms  ✓ Printf
    502.4 ms  ✓ LibGit2_jll
    500.8 ms  ✓ LibCURL_jll
   3353.2 ms  ✓ ArgTools
    762.2 ms  ✓ LibCURL
    653.0 ms  ✓ Tar
   3035.1 ms  ✓ Dates
   3127.7 ms  ✓ LibGit2
    462.0 ms  ✓ TOML
   3104.7 ms  ✓ Downloads
   9661.9 ms  ✓ StyledStrings
   1662.3 ms  ✓ JuliaSyntaxHighlighting
   3943.7 ms  ✓ Markdown
  47122.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2622.1 ms  ✓ IteratorInterfaceExtensions
   2620.7 ms  ✓ CommonSolve
   2708.0 ms  ✓ ExprTools
   2728.8 ms  ✓ ConcreteStructs
   2705.8 ms  ✓ Reexport
   2786.8 ms  ✓ EnumX
   2816.6 ms  ✓ OpenLibm_jll
   2918.9 ms  ✓ Future
   2927.7 ms  ✓ InverseFunctions
   3389.1 ms  ✓ SuiteSparse_jll
   3797.5 ms  ✓ DocStringExtensions
   3902.2 ms  ✓ Serialization
   3910.3 ms  ✓ Statistics
   4015.2 ms  ✓ ADTypes
   2686.3 ms  ✓ CompositionsBase
   2502.5 ms  ✓ FastClosures
   2615.3 ms  ✓ FastPower
   2700.0 ms  ✓ SciMLPublic
   3119.7 ms  ✓ Adapt
   2804.4 ms  ✓ StaticArraysCore
   2574.1 ms  ✓ BinaryHeaps
   3876.3 ms  ✓ EnzymeCore
   3201.5 ms  ✓ LoggingExtras
   4084.9 ms  ✓ Preferences
   2377.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5598.3 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2414.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
