nice: cannot set niceness: Permission denied
Precompiling packages...
   1448.9 ms  ✓ nghttp2_jll
   1468.2 ms  ✓ UUIDs
   1568.2 ms  ✓ CompilerSupportLibraries_jll
   1658.9 ms  ✓ Logging
   1662.1 ms  ✓ MozillaCACerts_jll
   1696.6 ms  ✓ OpenSSL_jll
   1662.3 ms  ✓ Zlib_jll
   1664.4 ms  ✓ Unicode
   1752.3 ms  ✓ NetworkOptions
   1845.4 ms  ✓ Base64
    511.6 ms  ✓ LibSSH2_jll
    624.4 ms  ✓ p7zip_jll
    665.1 ms  ✓ Printf
    440.4 ms  ✓ LibGit2_jll
    438.9 ms  ✓ LibCURL_jll
   3186.4 ms  ✓ ArgTools
    777.1 ms  ✓ LibCURL
    622.4 ms  ✓ Tar
   2933.2 ms  ✓ Dates
   3070.7 ms  ✓ LibGit2
    450.3 ms  ✓ TOML
   2984.9 ms  ✓ Downloads
   9288.3 ms  ✓ StyledStrings
   1680.8 ms  ✓ JuliaSyntaxHighlighting
   3798.1 ms  ✓ Markdown
  46529.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2466.2 ms  ✓ Future
   2466.3 ms  ✓ CommonSolve
   2564.3 ms  ✓ ConcreteStructs
   2563.2 ms  ✓ IteratorInterfaceExtensions
   2575.2 ms  ✓ MuladdMacro
   2672.7 ms  ✓ OpenLibm_jll
   2777.6 ms  ✓ ExprTools
   3255.1 ms  ✓ SuiteSparse_jll
   3437.9 ms  ✓ InverseFunctions
   3651.6 ms  ✓ Statistics
   3975.2 ms  ✓ Serialization
   4081.7 ms  ✓ ADTypes
   2507.4 ms  ✓ Reexport
   2708.7 ms  ✓ ManualMemory
   2588.3 ms  ✓ SIMDTypes
   2804.3 ms  ✓ EnumX
   5484.5 ms  ✓ FillArrays
   2628.9 ms  ✓ CompositionsBase
   3595.7 ms  ✓ DocStringExtensions
   2720.1 ms  ✓ FastPower
   2697.9 ms  ✓ IfElse
   4725.7 ms  ✓ Requires
   2493.9 ms  ✓ CommonWorldInvalidations
   3690.5 ms  ✓ EnzymeCore
   2403.2 ms  ✓ FastClosures
   2987.3 ms  ✓ StaticArraysCore
   3177.6 ms  ✓ SciMLPublic
   3203.0 ms  ✓ LoggingExtras
   2605.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2425.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4486.3 ms  ✓ CpuId
   3998.4 ms  ✓ Preferences
  11775.7 ms  ✓ FunctionWrappers
   6587.8 ms  ✓ GenericSchur
   5107.4 ms  ✓ LazyArtifacts
  10397.5 ms  ✓ OrderedCollections
   2698.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2413.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10697.1 ms  ✓ ConstructionBase
   2997.8 ms  ✓ Adapt
  16578.4 ms  ✓ ExproniconLite
   2608.3 ms  ✓ DiffResults
  14510.4 ms  ✓ IrrationalConstants
  10213.6 ms  ✓ Compat
   2692.4 ms  ✓ PrecompileTools
   2993.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3402.1 ms  ✓ JLLWrappers
   2607.1 ms  ✓ FunctionWrappersWrappers
   2588.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  20464.5 ms  ✓ MacroTools
   9511.6 ms  ✓ RuntimeGeneratedFunctions
   3484.7 ms  ✓ SciMLLogging
   2385.1 ms  ✓ EnzymeCore → AdaptExt
  15092.6 ms  ✓ InteractiveUtils
   3410.4 ms  ✓ GPUArraysCore
   2686.2 ms  ✓ Compat → CompatLinearAlgebraExt
  12100.2 ms  ✓ ThreadingUtilities
   3203.9 ms  ✓ CommonSubexpressions
  12599.7 ms  ✓ DifferentiationInterface
   3589.8 ms  ✓ LogExpFunctions
  11366.5 ms  ✓ NaNMath
   9892.3 ms  ✓ DataStructures
   3807.1 ms  ✓ OpenSpecFun_jll
   3210.7 ms  ✓ TruncatedStacktraces
  18605.7 ms  ✓ Distributed
  10111.6 ms  ✓ ArrayInterface
  20502.8 ms  ✓ TimerOutputs
   7591.5 ms  ✓ IntelOpenMP_jll
   7100.2 ms  ✓ oneTBB_jll
  10576.8 ms  ✓ Jieko
   6585.7 ms  ✓ Setfield
   3098.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
