nice: cannot set niceness: Permission denied
Precompiling packages...
   1564.5 ms  ✓ nghttp2_jll
   1565.7 ms  ✓ MozillaCACerts_jll
   1573.6 ms  ✓ UUIDs
   1601.9 ms  ✓ OpenSSL_jll
   1576.0 ms  ✓ Unicode
   1659.4 ms  ✓ Logging
   1673.0 ms  ✓ NetworkOptions
   1678.1 ms  ✓ Zlib_jll
   1698.2 ms  ✓ CompilerSupportLibraries_jll
   1830.5 ms  ✓ Base64
    531.3 ms  ✓ LibSSH2_jll
    612.7 ms  ✓ p7zip_jll
    742.0 ms  ✓ Printf
    485.6 ms  ✓ LibGit2_jll
    484.1 ms  ✓ LibCURL_jll
   3208.5 ms  ✓ ArgTools
    748.6 ms  ✓ LibCURL
    627.9 ms  ✓ Tar
   2990.0 ms  ✓ Dates
   2927.0 ms  ✓ LibGit2
    427.2 ms  ✓ TOML
   3005.9 ms  ✓ Downloads
   9289.9 ms  ✓ StyledStrings
   1649.7 ms  ✓ JuliaSyntaxHighlighting
   3699.4 ms  ✓ Markdown
  45876.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2350.4 ms  ✓ Future
   2422.1 ms  ✓ IteratorInterfaceExtensions
   2527.3 ms  ✓ MuladdMacro
   2546.2 ms  ✓ ConcreteStructs
   2636.5 ms  ✓ OpenLibm_jll
   2633.4 ms  ✓ CommonSolve
   2655.2 ms  ✓ ExprTools
   2845.4 ms  ✓ InverseFunctions
   3327.9 ms  ✓ SuiteSparse_jll
   3432.8 ms  ✓ Statistics
   4147.2 ms  ✓ Serialization
   4548.2 ms  ✓ ADTypes
   2600.4 ms  ✓ EnumX
   2571.4 ms  ✓ SIMDTypes
   2876.6 ms  ✓ ManualMemory
   2606.7 ms  ✓ Reexport
   2498.9 ms  ✓ FastPower
   5955.4 ms  ✓ FillArrays
   2890.2 ms  ✓ CompositionsBase
   3591.1 ms  ✓ DocStringExtensions
   4412.5 ms  ✓ Requires
   2607.9 ms  ✓ IfElse
   3669.8 ms  ✓ EnzymeCore
   2624.6 ms  ✓ CommonWorldInvalidations
   2614.8 ms  ✓ FastClosures
   3094.2 ms  ✓ SciMLPublic
   2898.5 ms  ✓ StaticArraysCore
   3004.4 ms  ✓ LoggingExtras
   3884.8 ms  ✓ Preferences
   4182.1 ms  ✓ CpuId
   2377.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  11244.4 ms  ✓ FunctionWrappers
   6079.3 ms  ✓ GenericSchur
   5093.1 ms  ✓ LazyArtifacts
  10621.5 ms  ✓ OrderedCollections
   9493.5 ms  ✓ ConstructionBase
   2609.6 ms  ✓ FillArrays → FillArraysStatisticsExt
  15536.6 ms  ✓ ExproniconLite
   2709.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2808.2 ms  ✓ Adapt
  13683.8 ms  ✓ IrrationalConstants
   2507.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2505.0 ms  ✓ DiffResults
   9368.9 ms  ✓ NaNMath
  10531.2 ms  ✓ Compat
   3272.6 ms  ✓ PrecompileTools
   2485.7 ms  ✓ FunctionWrappersWrappers
   3509.6 ms  ✓ JLLWrappers
   2386.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2420.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  13601.7 ms  ✓ InteractiveUtils
  19933.7 ms  ✓ MacroTools
   4190.8 ms  ✓ SciMLLogging
   9819.4 ms  ✓ RuntimeGeneratedFunctions
   2495.0 ms  ✓ EnzymeCore → AdaptExt
  10900.1 ms  ✓ ThreadingUtilities
