nice: cannot set niceness: Permission denied
Precompiling packages...
   1610.1 ms  ✓ UUIDs
   1609.5 ms  ✓ Logging
   1608.8 ms  ✓ nghttp2_jll
   1698.9 ms  ✓ MozillaCACerts_jll
   1700.1 ms  ✓ Zlib_jll
   1709.9 ms  ✓ CompilerSupportLibraries_jll
   1751.3 ms  ✓ OpenSSL_jll
   1723.2 ms  ✓ Unicode
   1822.0 ms  ✓ NetworkOptions
   1825.9 ms  ✓ Base64
    503.9 ms  ✓ LibSSH2_jll
    586.7 ms  ✓ p7zip_jll
    673.2 ms  ✓ Printf
    468.5 ms  ✓ LibCURL_jll
    473.4 ms  ✓ LibGit2_jll
   3195.3 ms  ✓ ArgTools
    757.6 ms  ✓ LibCURL
    639.0 ms  ✓ Tar
   2934.8 ms  ✓ Dates
   3009.4 ms  ✓ LibGit2
    433.8 ms  ✓ TOML
   2962.4 ms  ✓ Downloads
   9213.2 ms  ✓ StyledStrings
   1654.1 ms  ✓ JuliaSyntaxHighlighting
   3729.2 ms  ✓ Markdown
  46111.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2532.6 ms  ✓ IteratorInterfaceExtensions
   2630.3 ms  ✓ Future
   2702.2 ms  ✓ ConcreteStructs
   2702.6 ms  ✓ CommonSolve
   2718.3 ms  ✓ OpenLibm_jll
   2731.7 ms  ✓ ExprTools
   2734.2 ms  ✓ MuladdMacro
   3375.4 ms  ✓ SuiteSparse_jll
   3415.7 ms  ✓ InverseFunctions
   3708.5 ms  ✓ Statistics
   4325.4 ms  ✓ Serialization
   4433.2 ms  ✓ ADTypes
   2665.9 ms  ✓ Reexport
   2602.9 ms  ✓ SIMDTypes
   2703.5 ms  ✓ EnumX
   3176.8 ms  ✓ ManualMemory
   6221.1 ms  ✓ FillArrays
   2729.4 ms  ✓ CompositionsBase
   2573.7 ms  ✓ FastPower
   2573.1 ms  ✓ IfElse
   4634.4 ms  ✓ Requires
   2625.2 ms  ✓ CommonWorldInvalidations
   3969.3 ms  ✓ EnzymeCore
   2874.1 ms  ✓ FastClosures
   3093.8 ms  ✓ SciMLPublic
   2927.3 ms  ✓ LoggingExtras
   3005.1 ms  ✓ StaticArraysCore
   3071.6 ms  ✓ FillArrays → FillArraysStatisticsExt
  11513.5 ms  ✓ FunctionWrappers
   4292.9 ms  ✓ CpuId
   2497.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3781.8 ms  ✓ Preferences
   9570.7 ms  ✓ NaNMath
   3304.4 ms  ✓ DocStringExtensions
  11002.7 ms  ✓ OrderedCollections
   5208.8 ms  ✓ LazyArtifacts
   5819.7 ms  ✓ TestEnv
   9835.7 ms  ✓ ConstructionBase
   2570.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  16407.6 ms  ✓ ExproniconLite
   2682.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2996.6 ms  ✓ Adapt
  14204.4 ms  ✓ IrrationalConstants
   2894.6 ms  ✓ DiffResults
   2702.0 ms  ✓ FunctionWrappersWrappers
   6303.3 ms  ✓ GenericSchur
  10804.4 ms  ✓ Compat
   3199.8 ms  ✓ PrecompileTools
   3609.2 ms  ✓ SciMLLogging
   2488.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   8900.0 ms  ✓ RuntimeGeneratedFunctions
   4298.7 ms  ✓ JLLWrappers
  20799.0 ms  ✓ MacroTools
  14401.7 ms  ✓ InteractiveUtils
   3102.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2410.5 ms  ✓ EnzymeCore → AdaptExt
   2799.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3588.3 ms  ✓ GPUArraysCore
  11425.4 ms  ✓ ThreadingUtilities
   3682.5 ms  ✓ LogExpFunctions
  12991.3 ms  ✓ DifferentiationInterface
   3328.5 ms  ✓ CommonSubexpressions
   9417.3 ms  ✓ DataStructures
   3898.5 ms  ✓ OpenSpecFun_jll
   4227.6 ms  ✓ TruncatedStacktraces
   7521.1 ms  ✓ IntelOpenMP_jll
  10700.1 ms  ✓ ArrayInterface
   7373.5 ms  ✓ oneTBB_jll
   9513.3 ms  ✓ RecipesBase
  11502.5 ms  ✓ Jieko
  19020.9 ms  ✓ Distributed
   3905.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2691.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
  22601.5 ms  ✓ TimerOutputs
   8370.8 ms  ✓ Setfield
   2235.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2295.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3398.4 ms  ✓ MaybeInplace
   3796.4 ms  ✓ PreallocationTools
   1996.6 ms  ✓ FiniteDiff
  24483.9 ms  ✓ SparseArrays
   5022.7 ms  ✓ MKL_jll
   1902.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   9892.5 ms  ✓ ChainRulesCore
   7374.1 ms  ✓ SciMLStructures
   3463.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3485.4 ms  ✓ Statistics → SparseArraysExt
   3297.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  15586.3 ms  ✓ Accessors
   3497.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3277.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   4202.8 ms  ✓ Adapt → AdaptSparseArraysExt
   4614.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
  11982.1 ms  ✓ SpecialFunctions
   2504.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
