nice: cannot set niceness: Permission denied
Precompiling packages...
   1508.6 ms  ✓ UUIDs
   1610.3 ms  ✓ Logging
   1645.0 ms  ✓ OpenSSL_jll
   1665.3 ms  ✓ NetworkOptions
   1690.3 ms  ✓ MozillaCACerts_jll
   1691.0 ms  ✓ nghttp2_jll
   1754.2 ms  ✓ Zlib_jll
   1758.6 ms  ✓ Unicode
   1794.5 ms  ✓ CompilerSupportLibraries_jll
   1825.5 ms  ✓ Base64
    552.6 ms  ✓ LibSSH2_jll
    549.6 ms  ✓ p7zip_jll
    665.6 ms  ✓ Printf
    484.7 ms  ✓ LibGit2_jll
    494.8 ms  ✓ LibCURL_jll
   3246.3 ms  ✓ ArgTools
    791.9 ms  ✓ LibCURL
    650.8 ms  ✓ Tar
   2962.7 ms  ✓ Dates
   3030.0 ms  ✓ LibGit2
    450.7 ms  ✓ TOML
   3115.7 ms  ✓ Downloads
   9577.9 ms  ✓ StyledStrings
   1654.5 ms  ✓ JuliaSyntaxHighlighting
   3870.5 ms  ✓ Markdown
  47732.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2447.2 ms  ✓ MuladdMacro
   2500.6 ms  ✓ IteratorInterfaceExtensions
   2591.2 ms  ✓ Future
   2601.6 ms  ✓ ConcreteStructs
   2594.9 ms  ✓ CommonSolve
   2687.4 ms  ✓ OpenLibm_jll
   2876.1 ms  ✓ ExprTools
   3223.0 ms  ✓ EnumX
   3306.6 ms  ✓ InverseFunctions
   3474.7 ms  ✓ SuiteSparse_jll
   3801.9 ms  ✓ Statistics
   4095.9 ms  ✓ Serialization
   4108.2 ms  ✓ ADTypes
   2700.7 ms  ✓ Reexport
   2500.2 ms  ✓ FastPower
   2600.1 ms  ✓ CompositionsBase
   2387.2 ms  ✓ FastClosures
   3515.5 ms  ✓ DocStringExtensions
   2777.3 ms  ✓ Adapt
   3899.2 ms  ✓ EnzymeCore
   3186.3 ms  ✓ SciMLPublic
   2907.3 ms  ✓ StaticArraysCore
   3298.8 ms  ✓ LoggingExtras
   5210.1 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
