nice: cannot set niceness: Permission denied
Precompiling packages...
   1848.4 ms  ✓ CommonSolve
   1959.0 ms  ✓ ConcreteStructs
   1965.7 ms  ✓ MuladdMacro
   1958.8 ms  ✓ OpenLibm_jll
   1971.1 ms  ✓ LazyArtifacts
   2023.6 ms  ✓ CompilerSupportLibraries_jll
   2166.6 ms  ✓ ExprTools
   2204.2 ms  ✓ SuiteSparse_jll
   2361.1 ms  ✓ IteratorInterfaceExtensions
   2444.5 ms  ✓ InverseFunctions
   3061.5 ms  ✓ ADTypes
   3721.0 ms  ✓ FunctionWrappers
   2010.8 ms  ✓ ManualMemory
   1899.8 ms  ✓ Reexport
   2002.1 ms  ✓ EnumX
   1818.4 ms  ✓ SIMDTypes
   4253.2 ms  ✓ FillArrays
   2298.5 ms  ✓ Compat
   2198.3 ms  ✓ Requires
   2588.3 ms  ✓ OrderedCollections
   4679.1 ms  ✓ GenericSchur
   2618.3 ms  ✓ DocStringExtensions
   3204.3 ms  ✓ Preferences
   1885.8 ms  ✓ CompositionsBase
   1995.9 ms  ✓ FastPower
   1873.5 ms  ✓ FastClosures
   1895.9 ms  ✓ CommonWorldInvalidations
   1992.5 ms  ✓ IfElse
   2309.5 ms  ✓ ConstructionBase
   1966.9 ms  ✓ SciMLPublic
   2215.9 ms  ✓ LoggingExtras
   2988.1 ms  ✓ CpuId
   3104.5 ms  ✓ EnzymeCore
   2298.7 ms  ✓ NaNMath
   2206.2 ms  ✓ RuntimeGeneratedFunctions
   2603.5 ms  ✓ StaticArraysCore
   8277.0 ms  ✓ ExproniconLite
   2119.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8317.4 ms  ✓ Distributed
   1997.6 ms  ✓ FunctionWrappersWrappers
   1791.0 ms  ✓ Compat → CompatLinearAlgebraExt
   5718.3 ms  ✓ IrrationalConstants
   2209.3 ms  ✓ Adapt
   2007.1 ms  ✓ PrecompileTools
   2507.3 ms  ✓ JLLWrappers
   2477.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1992.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1890.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1905.1 ms  ✓ DiffResults
   4007.2 ms  ✓ ThreadingUtilities
   2478.8 ms  ✓ SciMLLogging
   4889.0 ms  ✓ DifferentiationInterface
   9508.6 ms  ✓ MacroTools
   2183.7 ms  ✓ EnzymeCore → AdaptExt
   2407.3 ms  ✓ GPUArraysCore
   2794.3 ms  ✓ ArrayInterface
   3099.6 ms  ✓ LogExpFunctions
   2328.7 ms  ✓ IntelOpenMP_jll
   2119.0 ms  ✓ OpenSpecFun_jll
   8005.1 ms  ✓ TimerOutputs
   2998.7 ms  ✓ oneTBB_jll
   3491.2 ms  ✓ Static
   5007.6 ms  ✓ ChainRulesCore
   7588.4 ms  ✓ DataStructures
   2612.2 ms  ✓ TruncatedStacktraces
   2512.2 ms  ✓ CommonSubexpressions
   2484.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
