Precompiling Pkg...
    861.7 ms  ✓ Logging
    948.0 ms  ✓ Unicode
    961.3 ms  ✓ nghttp2_jll
    957.7 ms  ✓ Zlib_jll
   1040.3 ms  ✓ p7zip_jll
   1047.2 ms  ✓ MozillaCACerts_jll
   1076.3 ms  ✓ UUIDs
   1139.4 ms  ✓ MbedTLS_jll
   1184.2 ms  ✓ NetworkOptions
   1192.7 ms  ✓ Base64
    484.9 ms  ✓ Printf
    299.7 ms  ✓ LibSSH2_jll
    395.5 ms  ✓ LibGit2_jll
    394.4 ms  ✓ LibCURL_jll
   2031.7 ms  ✓ ArgTools
    552.7 ms  ✓ LibCURL
    534.5 ms  ✓ Tar
   2116.5 ms  ✓ Dates
   2708.0 ms  ✓ Markdown
   2195.3 ms  ✓ LibGit2
    560.0 ms  ✓ TOML
   2746.0 ms  ✓ Downloads
  38398.3 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1855.8 ms  ✓ IteratorInterfaceExtensions
   1870.9 ms  ✓ SimpleUnPack
   1945.7 ms  ✓ MuladdMacro
   1970.9 ms  ✓ ConcreteStructs
   2137.7 ms  ✓ Future
   2145.3 ms  ✓ ExprTools
   2142.4 ms  ✓ UnPack
   2138.8 ms  ✓ CommonSolve
   2247.8 ms  ✓ OpenLibm_jll
   2426.3 ms  ✓ InverseFunctions
   3040.1 ms  ✓ Statistics
   3257.6 ms  ✓ ADTypes
   3456.3 ms  ✓ Serialization
   3866.8 ms  ✓ FunctionWrappers
   1912.9 ms  ✓ DataValueInterfaces
   1905.7 ms  ✓ Reexport
   2280.1 ms  ✓ ManualMemory
   1809.1 ms  ✓ SIMDTypes
   2097.5 ms  ✓ EnumX
   2481.4 ms  ✓ SuiteSparse_jll
   2789.4 ms  ✓ CompilerSupportLibraries_jll
   2723.5 ms  ✓ OrderedCollections
   4944.0 ms  ✓ FillArrays
   2815.8 ms  ✓ Requires
   5260.2 ms  ✓ OffsetArrays
   2090.9 ms  ✓ CompositionsBase
   2492.8 ms  ✓ Mmap
   1896.2 ms  ✓ FastPower
   2100.4 ms  ✓ CommonWorldInvalidations
   2004.9 ms  ✓ DataAPI
   2496.8 ms  ✓ ConstructionBase
   2674.1 ms  ✓ Inflate
   1985.2 ms  ✓ PackageExtensionCompat
   1913.0 ms  ✓ FastClosures
   2889.5 ms  ✓ EnzymeCore
   2282.2 ms  ✓ StaticArraysCore
   2892.5 ms  ✓ CpuId
   4405.5 ms  ✓ ThreadingUtilities
   5600.2 ms  ✓ IrrationalConstants
   1895.0 ms  ✓ TableTraits
