nice: cannot set niceness: Permission denied
Precompiling packages...
   1607.8 ms  ✓ nghttp2_jll
   1701.5 ms  ✓ Logging
   1694.8 ms  ✓ Zlib_jll
   1706.4 ms  ✓ UUIDs
   1710.8 ms  ✓ CompilerSupportLibraries_jll
   1710.2 ms  ✓ MozillaCACerts_jll
   1713.7 ms  ✓ Unicode
   1831.3 ms  ✓ OpenSSL_jll
   1897.8 ms  ✓ NetworkOptions
   1914.1 ms  ✓ Base64
    493.1 ms  ✓ LibSSH2_jll
    595.1 ms  ✓ p7zip_jll
    679.3 ms  ✓ Printf
    432.6 ms  ✓ LibGit2_jll
    431.1 ms  ✓ LibCURL_jll
   3194.8 ms  ✓ ArgTools
    775.3 ms  ✓ LibCURL
    642.6 ms  ✓ Tar
   2925.8 ms  ✓ Dates
   3005.6 ms  ✓ LibGit2
    449.8 ms  ✓ TOML
   2931.1 ms  ✓ Downloads
   9142.3 ms  ✓ StyledStrings
   1633.3 ms  ✓ JuliaSyntaxHighlighting
   3728.8 ms  ✓ Markdown
  46695.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2288.1 ms  ✓ IteratorInterfaceExtensions
   2303.3 ms  ✓ UnPack
   2388.9 ms  ✓ Future
   2372.8 ms  ✓ CommonSolve
   2499.2 ms  ✓ ConcreteStructs
   2545.7 ms  ✓ ExprTools
   2547.2 ms  ✓ MuladdMacro
   3077.4 ms  ✓ InverseFunctions
   3102.6 ms  ✓ SimpleUnPack
   3598.1 ms  ✓ OpenLibm_jll
   3670.1 ms  ✓ Statistics
   3993.1 ms  ✓ ADTypes
   4181.6 ms  ✓ Serialization
   2812.4 ms  ✓ ManualMemory
   2848.2 ms  ✓ EnumX
   3114.6 ms  ✓ SuiteSparse_jll
   2498.1 ms  ✓ SIMDTypes
   6083.2 ms  ✓ FillArrays
   2708.3 ms  ✓ CompositionsBase
   3548.9 ms  ✓ DocStringExtensions
   2697.6 ms  ✓ FastPower
   4598.0 ms  ✓ Requires
   2687.8 ms  ✓ IfElse
   2684.9 ms  ✓ CommonWorldInvalidations
   3909.8 ms  ✓ EnzymeCore
   2805.2 ms  ✓ FastClosures
   3300.6 ms  ✓ SciMLPublic
   3006.3 ms  ✓ StaticArraysCore
   3301.0 ms  ✓ LoggingExtras
   2403.3 ms  ✓ Reexport
   3803.8 ms  ✓ Preferences
  11908.7 ms  ✓ FunctionWrappers
   2681.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4397.9 ms  ✓ CpuId
   6514.7 ms  ✓ GenericSchur
  10951.4 ms  ✓ OrderedCollections
   5293.0 ms  ✓ LazyArtifacts
   9290.2 ms  ✓ ConstructionBase
   2698.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   2746.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2808.2 ms  ✓ Adapt
  17002.5 ms  ✓ ExproniconLite
   2506.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  13783.1 ms  ✓ IrrationalConstants
   2997.3 ms  ✓ DiffResults
  10888.5 ms  ✓ Compat
   9109.4 ms  ✓ NaNMath
   2706.2 ms  ✓ PrecompileTools
   3503.2 ms  ✓ JLLWrappers
   2503.4 ms  ✓ FunctionWrappersWrappers
   3486.4 ms  ✓ SciMLLogging
   9588.1 ms  ✓ RuntimeGeneratedFunctions
   2607.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  14602.4 ms  ✓ InteractiveUtils
   2852.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  20195.1 ms  ✓ MacroTools
   3991.0 ms  ✓ GPUArraysCore
   2699.5 ms  ✓ Compat → CompatLinearAlgebraExt
  12307.7 ms  ✓ ThreadingUtilities
   4797.0 ms  ✓ EnzymeCore → AdaptExt
  22062.0 ms  ✓ TimerOutputs
   4500.1 ms  ✓ LogExpFunctions
  13796.1 ms  ✓ DifferentiationInterface
   9906.0 ms  ✓ DataStructures
   3302.6 ms  ✓ CommonSubexpressions
   4093.5 ms  ✓ OpenSpecFun_jll
   3907.6 ms  ✓ TruncatedStacktraces
  10495.0 ms  ✓ ArrayInterface
   2400.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  17904.6 ms  ✓ Distributed
  10303.8 ms  ✓ Jieko
   7789.8 ms  ✓ IntelOpenMP_jll
   8895.2 ms  ✓ RecipesBase
   3110.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6611.6 ms  ✓ Setfield
   8012.7 ms  ✓ oneTBB_jll
   2103.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
