nice: cannot set niceness: Permission denied
Precompiling packages...
   2009.6 ms  ✓ IteratorInterfaceExtensions
   2084.1 ms  ✓ ConcreteStructs
   2081.9 ms  ✓ CommonSolve
   2005.6 ms  ✓ CompilerSupportLibraries_jll
   2173.9 ms  ✓ OpenLibm_jll
   2191.4 ms  ✓ EnumX
   2285.9 ms  ✓ ExprTools
   2348.0 ms  ✓ Adapt
   2396.3 ms  ✓ InverseFunctions
   2561.8 ms  ✓ Reexport
   3049.1 ms  ✓ Compat
   2951.7 ms  ✓ ConstructionBase
   3061.3 ms  ✓ DocStringExtensions
   3599.6 ms  ✓ FunctionWrappers
   3765.8 ms  ✓ EnzymeCore
   1889.1 ms  ✓ FastClosures
   2006.0 ms  ✓ CompositionsBase
   2179.4 ms  ✓ LazyArtifacts
   1830.6 ms  ✓ SciMLPublic
   2379.7 ms  ✓ SuiteSparse_jll
   2570.0 ms  ✓ LoggingExtras
   1899.9 ms  ✓ FastPower
   2201.2 ms  ✓ BinaryHeaps
   2287.4 ms  ✓ StaticArraysCore
   3082.1 ms  ✓ ADTypes
   3087.8 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   5588.5 ms  ✓ IrrationalConstants
   2127.6 ms  ✓ NaNMath
   2190.9 ms  ✓ RuntimeGeneratedFunctions
   2994.3 ms  ✓ Preferences
   2121.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2285.6 ms  ✓ GPUArraysCore
   1904.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2007.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2625.6 ms  ✓ ArrayInterface
   2088.7 ms  ✓ EnzymeCore → AdaptExt
   2281.4 ms  ✓ DiffResults
   2778.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2093.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1823.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1787.4 ms  ✓ JLLWrappers
   1830.5 ms  ✓ PrecompileTools
   1782.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1715.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2308.6 ms  ✓ SciMLLogging
   2805.0 ms  ✓ LogExpFunctions
   7497.7 ms  ✓ Distributed
   2501.9 ms  ✓ FastBroadcast
   5193.3 ms  ✓ DifferentiationInterface
   2610.9 ms  ✓ oneTBB_jll
   2607.7 ms  ✓ OpenSpecFun_jll
   2710.3 ms  ✓ IntelOpenMP_jll
   2076.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2801.5 ms  ✓ SciMLStructures
   9300.1 ms  ✓ MacroTools
   7699.3 ms  ✓ TimerOutputs
   3401.9 ms  ✓ MuladdMacro
   1510.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1509.8 ms  ✓ MKL_jll
   1289.0 ms  ✓ CommonSubexpressions
   1295.9 ms  ✓ TruncatedStacktraces
   4418.3 ms  ✓ PreallocationTools
   4635.7 ms  ✓ RecipesBase
   1905.1 ms  ✓ MaybeInplace
    707.7 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
