nice: cannot set niceness: Permission denied
Precompiling packages...
    404.9 ms  ✓ CommonSolve
    411.3 ms  ✓ Reexport
    559.1 ms  ✓ ConstructionBase
    510.9 ms  ✓ StaticArraysCore
    583.7 ms  ✓ Statistics
   1326.0 ms  ✓ IrrationalConstants
    453.0 ms  ✓ IfElse
    884.6 ms  ✓ SuiteSparse_jll
    760.1 ms  ✓ EnzymeCore
    520.7 ms  ✓ ManualMemory
    435.8 ms  ✓ CommonWorldInvalidations
    430.3 ms  ✓ Future
    848.6 ms  ✓ SciMLPublic
    448.0 ms  ✓ FastPower
    435.3 ms  ✓ CompositionsBase
    534.1 ms  ✓ InverseFunctions
    465.7 ms  ✓ MuladdMacro
    490.8 ms  ✓ EnumX
    638.0 ms  ✓ OpenLibm_jll
   2165.2 ms  ✓ ExproniconLite
    484.3 ms  ✓ ExprTools
    465.7 ms  ✓ ConcreteStructs
   1073.7 ms  ✓ FillArrays
    650.8 ms  ✓ OrderedCollections
    709.7 ms  ✓ ADTypes
    776.0 ms  ✓ Serialization
    735.2 ms  ✓ DocStringExtensions
    575.7 ms  ✓ FastClosures
    535.5 ms  ✓ SIMDTypes
    511.5 ms  ✓ IteratorInterfaceExtensions
   5519.6 ms  ✓ MacroTools
    745.9 ms  ✓ Requires
    739.7 ms  ✓ CpuId
   1223.7 ms  ✓ GenericSchur
    548.8 ms  ✓ LoggingExtras
   1263.1 ms  ✓ InteractiveUtils
    610.4 ms  ✓ Compat
    540.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    541.6 ms  ✓ DiffResults
   3935.8 ms  ✓ FunctionWrappers
    957.2 ms  ✓ LazyArtifacts
    461.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    446.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    535.0 ms  ✓ NaNMath
   1242.0 ms  ✓ ThreadingUtilities
   2162.1 ms  ✓ Preferences
    533.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    424.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    415.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
