nice: cannot set niceness: Permission denied
Precompiling packages...
   1964.6 ms  ✓ LazyArtifacts
   1972.3 ms  ✓ IteratorInterfaceExtensions
   1970.8 ms  ✓ UnPack
   1947.6 ms  ✓ CommonSolve
   1968.9 ms  ✓ OpenLibm_jll
   2192.6 ms  ✓ SimpleUnPack
   2045.2 ms  ✓ MuladdMacro
   2065.3 ms  ✓ ExprTools
   2171.5 ms  ✓ ConcreteStructs
   2245.3 ms  ✓ CompilerSupportLibraries_jll
   2249.6 ms  ✓ InverseFunctions
   3243.5 ms  ✓ ADTypes
   3760.5 ms  ✓ FunctionWrappers
   1620.1 ms  ✓ SIMDTypes
   2018.3 ms  ✓ ManualMemory
   1794.9 ms  ✓ Reexport
   1984.8 ms  ✓ EnumX
   2273.5 ms  ✓ SuiteSparse_jll
   2217.8 ms  ✓ NaNMath
   2378.2 ms  ✓ Requires
   4549.2 ms  ✓ FillArrays
   2592.6 ms  ✓ Compat
   4843.3 ms  ✓ GenericSchur
   3223.3 ms  ✓ Preferences
   1703.8 ms  ✓ FastPower
   2708.0 ms  ✓ DocStringExtensions
   1986.5 ms  ✓ CompositionsBase
   1912.4 ms  ✓ IfElse
   1816.4 ms  ✓ CommonWorldInvalidations
   1912.6 ms  ✓ FastClosures
   2279.5 ms  ✓ ConstructionBase
   1903.8 ms  ✓ SciMLPublic
   2500.9 ms  ✓ LoggingExtras
   3011.2 ms  ✓ EnzymeCore
   3186.1 ms  ✓ CpuId
   2195.8 ms  ✓ StaticArraysCore
   8043.1 ms  ✓ ExproniconLite
   2105.3 ms  ✓ RuntimeGeneratedFunctions
   2101.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1798.8 ms  ✓ FunctionWrappersWrappers
   2996.7 ms  ✓ OrderedCollections
   1808.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2008.1 ms  ✓ Compat → CompatLinearAlgebraExt
   5804.2 ms  ✓ IrrationalConstants
   2205.4 ms  ✓ PrecompileTools
   2618.9 ms  ✓ Adapt
   8199.0 ms  ✓ Distributed
   2223.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2286.1 ms  ✓ SciMLLogging
   2170.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3909.4 ms  ✓ ThreadingUtilities
   3004.1 ms  ✓ JLLWrappers
   5087.3 ms  ✓ DifferentiationInterface
   2475.1 ms  ✓ DiffResults
  10210.0 ms  ✓ MacroTools
   1812.8 ms  ✓ EnzymeCore → AdaptExt
   2609.0 ms  ✓ GPUArraysCore
   2715.9 ms  ✓ ArrayInterface
   3472.2 ms  ✓ LogExpFunctions
   2473.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2422.2 ms  ✓ IntelOpenMP_jll
   3701.8 ms  ✓ Static
   2713.5 ms  ✓ oneTBB_jll
   2104.4 ms  ✓ TruncatedStacktraces
   9289.1 ms  ✓ TimerOutputs
   2603.2 ms  ✓ CommonSubexpressions
   3515.0 ms  ✓ OpenSpecFun_jll
   6298.4 ms  ✓ ChainRulesCore
   1972.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2421.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2103.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1996.4 ms  ✓ SciMLStructures
   6370.2 ms  ✓ RecipesBase
   8672.1 ms  ✓ Jieko
   3673.1 ms  ✓ MaybeInplace
   8282.0 ms  ✓ DataStructures
   2215.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2289.6 ms  ✓ BitTwiddlingConvenienceFunctions
   5205.9 ms  ✓ Setfield
   1807.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1988.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2207.2 ms  ✓ MKL_jll
   3415.2 ms  ✓ PreallocationTools
   3113.6 ms  ✓ CPUSummary
   1311.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   3810.4 ms  ✓ StaticArrayInterface
   1504.2 ms  ✓ FiniteDiff
  13183.2 ms  ✓ SparseArrays
   1697.0 ms  ✓ PolyesterWeave
   7799.9 ms  ✓ Accessors
   3620.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1805.9 ms  ✓ CloseOpenIntervals
   1801.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2109.4 ms  ✓ LayoutPointers
   2120.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2416.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2413.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1606.9 ms  ✓ Accessors → LinearAlgebraExt
   2606.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2706.2 ms  ✓ Statistics
   1075.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1793.0 ms  ✓ StrideArraysCore
   7798.8 ms  ✓ SpecialFunctions
   1797.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   1597.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1598.7 ms  ✓ Polyester
   1799.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3016.4 ms  ✓ SymbolicIndexingInterface
   1612.3 ms  ✓ DiffRules
   3601.0 ms  ✓ SciMLOperators
   1423.6 ms  ✓ FastBroadcast
   1312.4 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3307.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1601.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3498.0 ms  ✓ RecursiveArrayTools
  19897.3 ms  ✓ StaticArrays
   1997.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1602.4 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2300.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2473.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2591.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2588.4 ms  ✓ Adapt → AdaptStaticArraysExt
   3402.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3592.5 ms  ✓ Accessors → StaticArraysExt
   4109.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   6789.1 ms  ✓ FastGaussQuadrature
   4209.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  16797.8 ms  ✓ SparseMatrixColorings
  11185.1 ms  ✓ ForwardDiff
  21129.0 ms  ✓ Moshi
   1681.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   1699.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2096.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1995.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2016.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2038.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  19226.1 ms  ✓ Krylov
    696.2 ms  ✓ NLSolversBase
    665.0 ms  ✓ LineSearches
   5961.5 ms  ✓ SciMLBase
   1032.2 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1038.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1310.1 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  16598.7 ms  ✓ ArrayLayouts
   1964.7 ms  ✓ DiffEqBase
    881.9 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    789.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1938.7 ms  ✓ SciMLJacobianOperators
   1370.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1504.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2616.4 ms  ✓ LazyArrays
   3001.1 ms  ✓ LineSearch
   3250.0 ms  ✓ OrdinaryDiffEqCore
   1059.2 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2161.4 ms  ✓ LineSearch → LineSearchLineSearchesExt
   2238.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9927.4 ms  ✓ NonlinearSolveBase
   8390.8 ms  ✓ OrdinaryDiffEqFunctionMap
  11081.5 ms  ✓ OrdinaryDiffEqHighOrderRK
  11921.7 ms  ✓ OrdinaryDiffEqStabilizedRK
  12022.7 ms  ✓ OrdinaryDiffEqSymplecticRK
  13812.8 ms  ✓ OrdinaryDiffEqSSPRK
  14298.0 ms  ✓ OrdinaryDiffEqRKN
   6221.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  14914.8 ms  ✓ OrdinaryDiffEqPRK
  15605.3 ms  ✓ OrdinaryDiffEqLowOrderRK
  15416.0 ms  ✓ OrdinaryDiffEqFeagin
  15690.0 ms  ✓ OrdinaryDiffEqExplicitRK
  15894.4 ms  ✓ OrdinaryDiffEqQPRK
   3276.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3494.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3775.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   4113.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  14337.1 ms  ✓ OrdinaryDiffEqLowStorageRK
  50223.7 ms  ✓ ExponentialUtilities
   5913.1 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  21668.7 ms  ✓ OrdinaryDiffEqTsit5
   8616.6 ms  ✓ BracketingNonlinearSolve
   2365.5 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   3050.4 ms  ✓ OrdinaryDiffEqLinear
   2514.0 ms  ✓ OrdinaryDiffEqNordsieck
   1472.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2423.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  29439.3 ms  ✓ LinearSolve
  11317.7 ms  ✓ NonlinearSolveSpectralMethods
    905.7 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3555.4 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1448.0 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   3408.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   9773.8 ms  ✓ SimpleNonlinearSolve
   2583.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
    996.8 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   5935.7 ms  ✓ OrdinaryDiffEqDifferentiation
   5514.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   6409.4 ms  ✓ OrdinaryDiffEqExponentialRK
  52711.5 ms  ✓ OrdinaryDiffEqVerner
   7084.0 ms  ✓ OrdinaryDiffEqExtrapolation
  20823.0 ms  ✓ NonlinearSolveQuasiNewton
   1571.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  29509.8 ms  ✓ NonlinearSolveFirstOrder
  24963.0 ms  ✓ OrdinaryDiffEqRosenbrock
  10184.1 ms  ✓ NonlinearSolve
   2717.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2999.0 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3013.3 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3318.0 ms  ✓ OrdinaryDiffEqPDIRK
   4153.3 ms  ✓ OrdinaryDiffEqSDIRK
  10067.7 ms  ✓ OrdinaryDiffEqBDF
