nice: cannot set niceness: Permission denied
Precompiling packages...
   1941.6 ms  ✓ IteratorInterfaceExtensions
   2001.8 ms  ✓ CommonSolve
   2026.0 ms  ✓ LazyArtifacts
   2042.3 ms  ✓ MuladdMacro
   2126.9 ms  ✓ ExprTools
   2210.3 ms  ✓ OpenLibm_jll
   2240.4 ms  ✓ ConcreteStructs
   2315.9 ms  ✓ CompilerSupportLibraries_jll
   2334.0 ms  ✓ InverseFunctions
   2310.7 ms  ✓ SuiteSparse_jll
   3226.3 ms  ✓ ADTypes
   3991.9 ms  ✓ FunctionWrappers
   1994.3 ms  ✓ ManualMemory
   1679.4 ms  ✓ Reexport
   1677.3 ms  ✓ SIMDTypes
   2187.0 ms  ✓ EnumX
   4513.1 ms  ✓ FillArrays
   2177.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2495.5 ms  ✓ Compat
   4529.9 ms  ✓ GenericSchur
   2599.9 ms  ✓ Requires
   2888.1 ms  ✓ OrderedCollections
   3192.9 ms  ✓ Preferences
   2086.4 ms  ✓ CompositionsBase
   2008.2 ms  ✓ FastPower
   1804.7 ms  ✓ IfElse
   1891.6 ms  ✓ FastClosures
   1919.0 ms  ✓ CommonWorldInvalidations
   1718.7 ms  ✓ SciMLPublic
   2283.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2506.5 ms  ✓ ConstructionBase
   2299.5 ms  ✓ StaticArraysCore
   2192.2 ms  ✓ RuntimeGeneratedFunctions
   3403.7 ms  ✓ CpuId
   8216.1 ms  ✓ ExproniconLite
   8195.3 ms  ✓ Distributed
   4413.9 ms  ✓ ThreadingUtilities
   2487.9 ms  ✓ NaNMath
   5497.5 ms  ✓ IrrationalConstants
   2586.0 ms  ✓ DocStringExtensions
   2617.9 ms  ✓ LoggingExtras
   2512.5 ms  ✓ Adapt
   2181.6 ms  ✓ PrecompileTools
   2517.9 ms  ✓ JLLWrappers
   3395.0 ms  ✓ EnzymeCore
   2100.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2200.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2300.5 ms  ✓ DiffResults
   4588.7 ms  ✓ DifferentiationInterface
   9490.2 ms  ✓ MacroTools
   2122.1 ms  ✓ GPUArraysCore
   2927.9 ms  ✓ LogExpFunctions
   2390.8 ms  ✓ SciMLLogging
   2589.1 ms  ✓ ArrayInterface
   2594.1 ms  ✓ IntelOpenMP_jll
   2712.5 ms  ✓ oneTBB_jll
   2521.4 ms  ✓ OpenSpecFun_jll
   3207.6 ms  ✓ Static
   2021.5 ms  ✓ EnzymeCore → AdaptExt
   2085.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   8022.5 ms  ✓ TimerOutputs
   2197.2 ms  ✓ CommonSubexpressions
   6899.4 ms  ✓ DataStructures
   2785.2 ms  ✓ TruncatedStacktraces
   1997.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2093.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1914.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1902.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2696.5 ms  ✓ FastBroadcast
   7800.4 ms  ✓ Jieko
   3297.6 ms  ✓ MaybeInplace
   2897.5 ms  ✓ SciMLStructures
   1699.6 ms  ✓ BitTwiddlingConvenienceFunctions
   6109.8 ms  ✓ RecipesBase
   5096.8 ms  ✓ Setfield
   2709.6 ms  ✓ MKL_jll
   1501.2 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   4007.4 ms  ✓ PreallocationTools
   2490.2 ms  ✓ CPUSummary
   2016.1 ms  ✓ FunctionWrappersWrappers
  12230.3 ms  ✓ SparseArrays
   1715.4 ms  ✓ FiniteDiff
   6699.3 ms  ✓ Accessors
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2015592] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x39a9edb0->0x7cf7353d56f0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   4393.4 ms  ✓ StaticArrayInterface
   2109.8 ms  ✓ PolyesterWeave
   2331.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2396.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2425.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2433.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1993.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2683.1 ms  ✓ Statistics
   1311.6 ms  ✓ CloseOpenIntervals
   1495.1 ms  ✓ Accessors → LinearAlgebraExt
   1183.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   1485.2 ms  ✓ LayoutPointers
   8025.5 ms  ✓ SpecialFunctions
   2211.1 ms  ✓ SymbolicIndexingInterface
   1421.0 ms  ✓ StrideArraysCore
   1378.4 ms  ✓ DiffRules
   1165.3 ms  ✓ Polyester
   3407.4 ms  ✓ SciMLOperators
    931.8 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
   1185.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1502.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  18129.2 ms  ✓ StaticArrays
   2272.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2467.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2563.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
MaybeInplaceSparseArraysExt Waiting for background task / IO / timer.
[pid 2016524] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xedf52f0->0x76825d428580
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2651.8 ms  ✓ Adapt → AdaptStaticArraysExt
   2613.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
FiniteDiffSparseArraysExt Waiting for background task / IO / timer.
[pid 2016551] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2bc219e0->0x735a87d79930
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  22807.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3984.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3101.0 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  10114.9 ms  ✓ RecursiveArrayTools
   9616.4 ms  ✓ ForwardDiff
   2967.5 ms  ✓ NLSolversBase
  16035.2 ms  ✓ SparseMatrixColorings
   2465.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   2583.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   6516.4 ms  ✓ FastGaussQuadrature
   2983.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3122.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3284.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3198.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3269.3 ms  ✓ LineSearches
   3893.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  19541.3 ms  ✓ Krylov
  21413.2 ms  ✓ Moshi
   1681.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1776.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastPolyesterExt
StaticArraysExt Waiting for background task / IO / timer.
[pid 2017039] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x11d82dc0->0x793c3ca75ea0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  21970.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  22024.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
RecursiveArrayToolsStatisticsExt Waiting for background task / IO / timer.
[pid 2017237] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xe8811c0->0x7ba369171f30
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  22221.7 ms  ✓ Accessors → StaticArraysExt
  30711.5 ms  ✓ ExponentialUtilities
    964.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  22946.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7305.7 ms  ✓ SciMLBase
    921.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1108.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1895.9 ms  ✓ SciMLJacobianOperators
   3162.1 ms  ✓ LineSearch
   1848.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   5422.5 ms  ✓ NonlinearSolveBase
   8681.8 ms  ✓ LinearSolve
   1408.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2717.9 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1072.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2957.9 ms  ✓ BracketingNonlinearSolve
   2264.0 ms  ✓ DiffEqBase
    902.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2499.3 ms  ✓ OrdinaryDiffEqCore
   1000.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
NonlinearSolveBaseLineSearchExt Waiting for background task / IO / timer.
[pid 2017860] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x35376000->0x77257634f430
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
NonlinearSolveBaseSparseMatrixColoringsExt Waiting for background task / IO / timer.
[pid 2017855] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x30591810->0x77b5af106260
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
NonlinearSolveBaseLinearSolveExt Waiting for background task / IO / timer.
[pid 2017887] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3540e740->0x78b79b35e860
