nice: cannot set niceness: Permission denied
Precompiling packages...
    411.1 ms  ✓ CommonSolve
    415.9 ms  ✓ Reexport
    559.2 ms  ✓ ConstructionBase
    512.6 ms  ✓ StaticArraysCore
    602.2 ms  ✓ Statistics
   1364.2 ms  ✓ IrrationalConstants
    916.1 ms  ✓ SuiteSparse_jll
    481.8 ms  ✓ IfElse
    740.2 ms  ✓ EnzymeCore
    527.5 ms  ✓ ManualMemory
    431.7 ms  ✓ CommonWorldInvalidations
    424.6 ms  ✓ Future
    872.0 ms  ✓ SciMLPublic
    456.0 ms  ✓ FastPower
    445.4 ms  ✓ CompositionsBase
    540.2 ms  ✓ InverseFunctions
    478.9 ms  ✓ MuladdMacro
    505.0 ms  ✓ EnumX
    682.9 ms  ✓ OpenLibm_jll
   2179.1 ms  ✓ ExproniconLite
    490.1 ms  ✓ ExprTools
    447.7 ms  ✓ ConcreteStructs
   1078.3 ms  ✓ FillArrays
    677.2 ms  ✓ OrderedCollections
    782.4 ms  ✓ ADTypes
    819.7 ms  ✓ Serialization
    743.4 ms  ✓ DocStringExtensions
    605.3 ms  ✓ FastClosures
    561.7 ms  ✓ SIMDTypes
    551.1 ms  ✓ IteratorInterfaceExtensions
   5666.8 ms  ✓ MacroTools
    745.5 ms  ✓ Requires
    762.1 ms  ✓ CpuId
   1223.1 ms  ✓ GenericSchur
    563.6 ms  ✓ LoggingExtras
   1280.7 ms  ✓ InteractiveUtils
    607.1 ms  ✓ Compat
    561.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    547.2 ms  ✓ DiffResults
   3985.9 ms  ✓ FunctionWrappers
    988.9 ms  ✓ LazyArtifacts
    459.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    438.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    548.0 ms  ✓ NaNMath
   1206.0 ms  ✓ ThreadingUtilities
   2161.1 ms  ✓ Preferences
    525.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    426.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    424.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1184.6 ms  ✓ DifferentiationInterface
   2087.3 ms  ✓ Jieko
   1866.9 ms  ✓ DataStructures
    469.6 ms  ✓ RuntimeGeneratedFunctions
    579.7 ms  ✓ CommonSubexpressions
    691.2 ms  ✓ LogExpFunctions
    606.6 ms  ✓ Adapt
    539.2 ms  ✓ Compat → CompatLinearAlgebraExt
   4265.3 ms  ✓ TimerOutputs
   2880.9 ms  ✓ Distributed
    483.1 ms  ✓ PrecompileTools
    593.2 ms  ✓ JLLWrappers
   1603.7 ms  ✓ Setfield
    652.8 ms  ✓ SciMLLogging
    599.9 ms  ✓ TruncatedStacktraces
    447.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    634.6 ms  ✓ ArrayInterface
   2784.9 ms  ✓ Accessors
   4601.0 ms  ✓ SparseArrays
    699.1 ms  ✓ GPUArraysCore
    518.0 ms  ✓ EnzymeCore → AdaptExt
    670.4 ms  ✓ OpenSpecFun_jll
   1995.5 ms  ✓ RecipesBase
   1173.6 ms  ✓ IntelOpenMP_jll
   1152.4 ms  ✓ oneTBB_jll
    565.8 ms  ✓ FastBroadcast
    434.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    707.0 ms  ✓ MaybeInplace
    730.4 ms  ✓ SciMLStructures
   4028.0 ms  ✓ FunctionWrappersWrappers
    598.1 ms  ✓ Accessors → LinearAlgebraExt
   1619.9 ms  ✓ PreallocationTools
    713.6 ms  ✓ Statistics → SparseArraysExt
    789.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
  10499.6 ms  ✓ Moshi
    648.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    546.8 ms  ✓ Adapt → AdaptSparseArraysExt
    722.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    521.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    516.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3006.3 ms  ✓ SpecialFunctions
   7868.2 ms  ✓ Krylov
    825.5 ms  ✓ FiniteDiff
  15721.0 ms  ✓ StaticArrays
   1478.6 ms  ✓ MKL_jll
    780.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1495.0 ms  ✓ SymbolicIndexingInterface
   2346.2 ms  ✓ SciMLOperators
    924.3 ms  ✓ DiffRules
    829.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    772.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  10050.2 ms  ✓ SparseMatrixColorings
    803.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    724.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    791.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
    749.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    711.5 ms  ✓ Adapt → AdaptStaticArraysExt
    744.6 ms  ✓ Accessors → StaticArraysExt
    721.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    564.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1746.2 ms  ✓ FastGaussQuadrature
    781.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    881.8 ms  ✓ NLSolversBase
  23706.5 ms  ✓ Static
    727.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    724.0 ms  ✓ LineSearches
    489.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1205.0 ms  ✓ CPUSummary
   5071.1 ms  ✓ RecursiveArrayTools
    547.6 ms  ✓ FastBroadcast → FastBroadcastStaticExt
