nice: cannot set niceness: Permission denied
Precompiling packages...
   1975.4 ms  ✓ LazyArtifacts
   1982.4 ms  ✓ IteratorInterfaceExtensions
   1954.9 ms  ✓ CommonSolve
   1988.7 ms  ✓ MuladdMacro
   2079.0 ms  ✓ ConcreteStructs
   2086.7 ms  ✓ OpenLibm_jll
   2061.6 ms  ✓ CompilerSupportLibraries_jll
   2182.2 ms  ✓ ExprTools
   2299.0 ms  ✓ SuiteSparse_jll
   2382.9 ms  ✓ InverseFunctions
   3072.7 ms  ✓ ADTypes
   3737.9 ms  ✓ FunctionWrappers
   1811.3 ms  ✓ Reexport
   2011.7 ms  ✓ ManualMemory
   1904.7 ms  ✓ SIMDTypes
   4291.2 ms  ✓ FillArrays
   2301.4 ms  ✓ Requires
   2318.0 ms  ✓ NaNMath
   2676.5 ms  ✓ Compat
   4665.9 ms  ✓ GenericSchur
   2808.9 ms  ✓ OrderedCollections
   3089.6 ms  ✓ Preferences
   2628.0 ms  ✓ DocStringExtensions
   1892.7 ms  ✓ FastPower
   2392.6 ms  ✓ CompositionsBase
   1899.4 ms  ✓ IfElse
   1998.3 ms  ✓ CommonWorldInvalidations
   2195.6 ms  ✓ ConstructionBase
   1989.5 ms  ✓ SciMLPublic
   2218.8 ms  ✓ FastClosures
   3080.9 ms  ✓ CpuId
   2306.0 ms  ✓ StaticArraysCore
   3195.6 ms  ✓ EnzymeCore
   2484.0 ms  ✓ JLLWrappers
   3008.9 ms  ✓ LoggingExtras
   7737.4 ms  ✓ Distributed
   8069.7 ms  ✓ ExproniconLite
   2303.6 ms  ✓ RuntimeGeneratedFunctions
   5214.3 ms  ✓ IrrationalConstants
   2101.5 ms  ✓ Adapt
   2582.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2006.0 ms  ✓ Compat → CompatLinearAlgebraExt
   1712.1 ms  ✓ EnumX
   2024.0 ms  ✓ PrecompileTools
   2264.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1790.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1961.7 ms  ✓ DiffResults
   3812.1 ms  ✓ ThreadingUtilities
   9089.3 ms  ✓ MacroTools
   2106.8 ms  ✓ IntelOpenMP_jll
   4589.7 ms  ✓ DifferentiationInterface
   2125.6 ms  ✓ oneTBB_jll
   1914.6 ms  ✓ SciMLLogging
   2182.9 ms  ✓ OpenSpecFun_jll
   1790.3 ms  ✓ EnzymeCore → AdaptExt
   2428.1 ms  ✓ GPUArraysCore
   2589.9 ms  ✓ ArrayInterface
   2922.6 ms  ✓ LogExpFunctions
   7387.5 ms  ✓ TimerOutputs
   2294.1 ms  ✓ MKL_jll
   2681.3 ms  ✓ TruncatedStacktraces
   6796.3 ms  ✓ DataStructures
   1699.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3212.2 ms  ✓ Static
   1995.8 ms  ✓ CommonSubexpressions
   1804.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
