nice: cannot set niceness: Permission denied
Precompiling packages...
   2021.6 ms  ✓ IteratorInterfaceExtensions
   2027.7 ms  ✓ LazyArtifacts
   2031.8 ms  ✓ MuladdMacro
   2030.7 ms  ✓ ConcreteStructs
   2080.3 ms  ✓ CommonSolve
   2103.8 ms  ✓ OpenLibm_jll
   2125.2 ms  ✓ ExprTools
   2188.6 ms  ✓ CompilerSupportLibraries_jll
   2318.1 ms  ✓ InverseFunctions
   2296.8 ms  ✓ SuiteSparse_jll
   3119.8 ms  ✓ ADTypes
   3680.8 ms  ✓ FunctionWrappers
   1985.5 ms  ✓ ManualMemory
   1910.8 ms  ✓ EnumX
   1784.2 ms  ✓ SIMDTypes
   1898.5 ms  ✓ Reexport
   2217.2 ms  ✓ Requires
   4417.7 ms  ✓ FillArrays
   2773.4 ms  ✓ Compat
   4911.7 ms  ✓ GenericSchur
   2904.3 ms  ✓ OrderedCollections
   2797.1 ms  ✓ DocStringExtensions
   3387.4 ms  ✓ Preferences
   2082.1 ms  ✓ CompositionsBase
   1801.6 ms  ✓ FastPower
   1818.5 ms  ✓ IfElse
   1906.1 ms  ✓ CommonWorldInvalidations
   2196.7 ms  ✓ ConstructionBase
   1799.5 ms  ✓ FastClosures
   2118.3 ms  ✓ SciMLPublic
   3105.4 ms  ✓ EnzymeCore
   3122.3 ms  ✓ CpuId
   2598.4 ms  ✓ LoggingExtras
   2498.2 ms  ✓ StaticArraysCore
   2306.7 ms  ✓ NaNMath
   2406.1 ms  ✓ RuntimeGeneratedFunctions
   2255.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8409.0 ms  ✓ ExproniconLite
   1917.3 ms  ✓ FunctionWrappersWrappers
   8586.1 ms  ✓ Distributed
   5706.5 ms  ✓ IrrationalConstants
   2300.4 ms  ✓ Adapt
   2300.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2062.7 ms  ✓ PrecompileTools
   2388.8 ms  ✓ JLLWrappers
   2003.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1944.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2199.5 ms  ✓ DiffResults
   2607.9 ms  ✓ SciMLLogging
   2507.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4387.8 ms  ✓ ThreadingUtilities
   5101.0 ms  ✓ DifferentiationInterface
   2093.5 ms  ✓ EnzymeCore → AdaptExt
   2833.1 ms  ✓ GPUArraysCore
  10682.1 ms  ✓ MacroTools
   3289.3 ms  ✓ ArrayInterface
   3401.8 ms  ✓ LogExpFunctions
   2403.3 ms  ✓ IntelOpenMP_jll
   2495.6 ms  ✓ OpenSpecFun_jll
   2708.5 ms  ✓ oneTBB_jll
   8472.5 ms  ✓ TimerOutputs
   2415.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3597.9 ms  ✓ Static
   2404.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2317.5 ms  ✓ TruncatedStacktraces
   2492.5 ms  ✓ CommonSubexpressions
   2024.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8808.1 ms  ✓ DataStructures
   2096.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6800.6 ms  ✓ ChainRulesCore
   6285.2 ms  ✓ RecipesBase
   2093.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8393.5 ms  ✓ Jieko
   3100.8 ms  ✓ MaybeInplace
   2793.7 ms  ✓ SciMLStructures
   5495.7 ms  ✓ Setfield
   2109.4 ms  ✓ BitTwiddlingConvenienceFunctions
   3206.4 ms  ✓ MKL_jll
   1720.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1705.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1923.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   4612.5 ms  ✓ PreallocationTools
   3185.8 ms  ✓ CPUSummary
   1106.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   3629.9 ms  ✓ StaticArrayInterface
   1694.5 ms  ✓ FiniteDiff
  14200.5 ms  ✓ SparseArrays
   7589.7 ms  ✓ Accessors
   1701.8 ms  ✓ PolyesterWeave
   4170.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1885.7 ms  ✓ CloseOpenIntervals
   1914.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2087.6 ms  ✓ LayoutPointers
   2093.0 ms  ✓ Adapt → AdaptSparseArraysExt
   2106.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2193.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2207.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1810.2 ms  ✓ Accessors → LinearAlgebraExt
   2487.2 ms  ✓ Statistics
   8612.9 ms  ✓ SpecialFunctions
   1306.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2102.8 ms  ✓ NLSolversBase
   2411.2 ms  ✓ StrideArraysCore
   1917.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   1895.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1975.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2278.4 ms  ✓ DiffRules
   1985.4 ms  ✓ LineSearches
   3399.9 ms  ✓ SymbolicIndexingInterface
   1730.9 ms  ✓ Polyester
   4302.1 ms  ✓ SciMLOperators
   4073.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1478.4 ms  ✓ FastBroadcast
   1015.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1399.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  20405.6 ms  ✓ StaticArrays
   1883.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   1891.5 ms  ✓ Adapt → AdaptStaticArraysExt
   2074.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2098.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2469.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2878.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
