nice: cannot set niceness: Permission denied
Precompiling packages...
   1865.6 ms  ✓ CommonSolve
   1902.6 ms  ✓ MuladdMacro
   1977.9 ms  ✓ IteratorInterfaceExtensions
   1983.5 ms  ✓ LazyArtifacts
   1994.8 ms  ✓ ConcreteStructs
   1995.8 ms  ✓ OpenLibm_jll
   2060.3 ms  ✓ CompilerSupportLibraries_jll
   2097.8 ms  ✓ ExprTools
   2261.1 ms  ✓ SuiteSparse_jll
   2287.1 ms  ✓ InverseFunctions
   3177.8 ms  ✓ ADTypes
   3840.0 ms  ✓ FunctionWrappers
   1709.4 ms  ✓ Reexport
   1989.4 ms  ✓ ManualMemory
   1896.4 ms  ✓ EnumX
   1881.7 ms  ✓ SIMDTypes
   2251.4 ms  ✓ Requires
   2514.9 ms  ✓ Compat
   4687.7 ms  ✓ FillArrays
   2712.8 ms  ✓ OrderedCollections
   3021.4 ms  ✓ Preferences
   4992.6 ms  ✓ GenericSchur
   1896.5 ms  ✓ CompositionsBase
   1893.6 ms  ✓ FastPower
   1719.9 ms  ✓ IfElse
   2198.6 ms  ✓ ConstructionBase
   1759.2 ms  ✓ FastClosures
   1983.6 ms  ✓ CommonWorldInvalidations
   2801.0 ms  ✓ CpuId
   1780.1 ms  ✓ SciMLPublic
   3214.2 ms  ✓ EnzymeCore
   2684.4 ms  ✓ LoggingExtras
   2722.5 ms  ✓ JLLWrappers
   2191.1 ms  ✓ RuntimeGeneratedFunctions
   2397.9 ms  ✓ NaNMath
   8290.5 ms  ✓ ExproniconLite
   8345.8 ms  ✓ Distributed
   2111.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   5513.7 ms  ✓ IrrationalConstants
   2409.1 ms  ✓ FunctionWrappersWrappers
   2742.3 ms  ✓ DocStringExtensions
   2101.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2481.1 ms  ✓ Adapt
   2191.6 ms  ✓ PrecompileTools
   1898.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2206.0 ms  ✓ StaticArraysCore
   2107.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2585.3 ms  ✓ SciMLLogging
   2505.5 ms  ✓ IntelOpenMP_jll
   4906.5 ms  ✓ DifferentiationInterface
   4713.1 ms  ✓ ThreadingUtilities
   2403.6 ms  ✓ OpenSpecFun_jll
   2101.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  10091.4 ms  ✓ MacroTools
   2932.0 ms  ✓ oneTBB_jll
   3006.9 ms  ✓ LogExpFunctions
   2978.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2807.9 ms  ✓ GPUArraysCore
   2298.6 ms  ✓ EnzymeCore → AdaptExt
   2184.6 ms  ✓ DiffResults
   2198.0 ms  ✓ TruncatedStacktraces
   2398.1 ms  ✓ CommonSubexpressions
   8684.6 ms  ✓ TimerOutputs
   3402.7 ms  ✓ ArrayInterface
   3600.7 ms  ✓ Static
   2007.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7906.7 ms  ✓ DataStructures
   2613.6 ms  ✓ MKL_jll
   5695.2 ms  ✓ ChainRulesCore
   2408.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1912.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2100.2 ms  ✓ SciMLStructures
   8089.9 ms  ✓ Jieko
   2612.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2214.3 ms  ✓ BitTwiddlingConvenienceFunctions
   3242.5 ms  ✓ MaybeInplace
  15977.9 ms  ✓ SparseArrays
   5212.3 ms  ✓ Setfield
   7198.5 ms  ✓ RecipesBase
   1996.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   3695.1 ms  ✓ PreallocationTools
   2100.4 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   4390.1 ms  ✓ CPUSummary
   2515.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2718.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   5303.4 ms  ✓ StaticArrayInterface
   2803.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2091.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2695.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3110.6 ms  ✓ Statistics
   2591.6 ms  ✓ FiniteDiff
   5289.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2110.3 ms  ✓ PolyesterWeave
   1904.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1611.6 ms  ✓ CloseOpenIntervals
   9099.6 ms  ✓ Accessors
   1997.5 ms  ✓ LayoutPointers
   1908.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   1799.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1130.5 ms  ✓ Accessors → LinearAlgebraExt
   1371.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  10610.2 ms  ✓ SpecialFunctions
   1481.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1806.5 ms  ✓ StrideArraysCore
   1408.0 ms  ✓ DiffRules
   1217.5 ms  ✓ Polyester
   2380.9 ms  ✓ SymbolicIndexingInterface
   3008.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1287.0 ms  ✓ FastBroadcast
   3704.7 ms  ✓ SciMLOperators
    892.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1189.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2989.6 ms  ✓ RecursiveArrayTools
  19909.1 ms  ✓ StaticArrays
   3905.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   8486.5 ms  ✓ ForwardDiff
   2701.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3315.3 ms  ✓ Adapt → AdaptStaticArraysExt
   3594.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3793.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3893.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  17394.2 ms  ✓ SparseMatrixColorings
   2184.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   2321.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3207.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2718.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
