nice: cannot set niceness: Permission denied
Precompiling packages...
   1609.9 ms  ✓ UUIDs
   1603.5 ms  ✓ Zlib_jll
   1613.8 ms  ✓ nghttp2_jll
   1691.9 ms  ✓ Logging
   1691.3 ms  ✓ MozillaCACerts_jll
   1713.8 ms  ✓ NetworkOptions
   1741.6 ms  ✓ OpenSSL_jll
   1721.3 ms  ✓ Unicode
   1795.1 ms  ✓ CompilerSupportLibraries_jll
   1836.5 ms  ✓ Base64
    487.4 ms  ✓ LibSSH2_jll
    550.3 ms  ✓ p7zip_jll
    692.1 ms  ✓ Printf
    498.3 ms  ✓ LibGit2_jll
    497.0 ms  ✓ LibCURL_jll
   3338.1 ms  ✓ ArgTools
    774.5 ms  ✓ LibCURL
    661.9 ms  ✓ Tar
   2937.6 ms  ✓ Dates
   3108.2 ms  ✓ LibGit2
    456.0 ms  ✓ TOML
   3005.1 ms  ✓ Downloads
   9413.5 ms  ✓ StyledStrings
   1653.3 ms  ✓ JuliaSyntaxHighlighting
   3896.5 ms  ✓ Markdown
  47888.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2474.6 ms  ✓ IteratorInterfaceExtensions
   2590.2 ms  ✓ Future
   2594.0 ms  ✓ LaTeXStrings
   2777.7 ms  ✓ DataValueInterfaces
   2799.8 ms  ✓ OpenLibm_jll
   2847.9 ms  ✓ Reexport
   2944.9 ms  ✓ EnumX
   2976.3 ms  ✓ ExprTools
   3077.8 ms  ✓ InverseFunctions
   3082.1 ms  ✓ SuiteSparse_jll
   3492.6 ms  ✓ Statistics
   3718.8 ms  ✓ DocStringExtensions
   4054.8 ms  ✓ Serialization
   2799.6 ms  ✓ CompositionsBase
   2502.6 ms  ✓ FastClosures
   2701.8 ms  ✓ DataAPI
   2901.0 ms  ✓ Adapt
   3186.3 ms  ✓ StaticArraysCore
   3793.4 ms  ✓ EnzymeCore
   3255.6 ms  ✓ LoggingExtras
   3932.5 ms  ✓ Preferences
   2411.4 ms  ✓ TableTraits
   5808.0 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2805.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2584.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10559.0 ms  ✓ OrderedCollections
   5502.0 ms  ✓ LazyArtifacts
   2695.4 ms  ✓ DiffResults
  11801.0 ms  ✓ FunctionWrappers
   3294.3 ms  ✓ GPUArraysCore
   9882.2 ms  ✓ ConstructionBase
   2312.7 ms  ✓ EnzymeCore → AdaptExt
   2212.3 ms  ✓ PrecompileTools
   2913.4 ms  ✓ JLLWrappers
   2796.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10099.0 ms  ✓ Compat
   9720.9 ms  ✓ NaNMath
  13308.3 ms  ✓ Crayons
  14111.3 ms  ✓ IrrationalConstants
   3462.7 ms  ✓ CommonSolve
  14098.9 ms  ✓ InteractiveUtils
   4780.1 ms  ✓ MuladdMacro
  18078.1 ms  ✓ MacroTools
  10259.2 ms  ✓ ArrayInterface
   3388.2 ms  ✓ FastPower
   6026.4 ms  ✓ ADTypes
   4091.8 ms  ✓ SciMLPublic
   4305.8 ms  ✓ SciMLLogging
   3420.3 ms  ✓ OpenSpecFun_jll
   3192.5 ms  ✓ Compat → CompatLinearAlgebraExt
