nice: cannot set niceness: Permission denied
Precompiling packages...
    431.5 ms  ✓ CommonSolve
    457.4 ms  ✓ Reexport
    583.6 ms  ✓ ConstructionBase
    502.5 ms  ✓ StaticArraysCore
    599.1 ms  ✓ Statistics
   1405.4 ms  ✓ IrrationalConstants
    899.4 ms  ✓ SuiteSparse_jll
    470.1 ms  ✓ IfElse
    762.9 ms  ✓ EnzymeCore
    508.3 ms  ✓ ManualMemory
    432.5 ms  ✓ CommonWorldInvalidations
    418.8 ms  ✓ Future
    862.5 ms  ✓ SciMLPublic
    450.5 ms  ✓ FastPower
    460.4 ms  ✓ CompositionsBase
    524.8 ms  ✓ InverseFunctions
    454.2 ms  ✓ MuladdMacro
    476.0 ms  ✓ EnumX
    665.7 ms  ✓ OpenLibm_jll
   2210.7 ms  ✓ ExproniconLite
    489.4 ms  ✓ ExprTools
    450.9 ms  ✓ ConcreteStructs
   1084.3 ms  ✓ FillArrays
    654.9 ms  ✓ OrderedCollections
    745.1 ms  ✓ ADTypes
    801.7 ms  ✓ Serialization
    741.7 ms  ✓ DocStringExtensions
    584.3 ms  ✓ FastClosures
    511.1 ms  ✓ SIMDTypes
   5527.6 ms  ✓ MacroTools
    494.9 ms  ✓ IteratorInterfaceExtensions
    744.0 ms  ✓ Requires
    723.2 ms  ✓ CpuId
   1214.5 ms  ✓ GenericSchur
    561.7 ms  ✓ LoggingExtras
    593.1 ms  ✓ Compat
   1359.1 ms  ✓ InteractiveUtils
    608.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    576.0 ms  ✓ DiffResults
   1057.5 ms  ✓ LazyArtifacts
   4096.2 ms  ✓ FunctionWrappers
    469.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    434.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    536.4 ms  ✓ NaNMath
   1216.1 ms  ✓ ThreadingUtilities
   2201.4 ms  ✓ Preferences
    528.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    427.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    408.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2006.4 ms  ✓ Jieko
   1129.4 ms  ✓ DifferentiationInterface
   1851.4 ms  ✓ DataStructures
    461.7 ms  ✓ RuntimeGeneratedFunctions
    581.4 ms  ✓ CommonSubexpressions
    714.7 ms  ✓ LogExpFunctions
    568.7 ms  ✓ Adapt
