nice: cannot set niceness: Permission denied
Precompiling packages...
   1507.4 ms  ✓ nghttp2_jll
   1516.6 ms  ✓ Zlib_jll
   1605.0 ms  ✓ Unicode
   1636.2 ms  ✓ MozillaCACerts_jll
   1713.2 ms  ✓ Logging
   1744.6 ms  ✓ OpenSSL_jll
   1722.1 ms  ✓ UUIDs
   1801.0 ms  ✓ CompilerSupportLibraries_jll
   1828.2 ms  ✓ NetworkOptions
   1907.5 ms  ✓ Base64
    511.9 ms  ✓ LibSSH2_jll
    727.3 ms  ✓ Printf
    568.2 ms  ✓ p7zip_jll
    487.1 ms  ✓ LibCURL_jll
    488.8 ms  ✓ LibGit2_jll
   3230.7 ms  ✓ ArgTools
    753.8 ms  ✓ LibCURL
    627.2 ms  ✓ Tar
   2970.7 ms  ✓ Dates
   2994.7 ms  ✓ LibGit2
    459.9 ms  ✓ TOML
   3036.6 ms  ✓ Downloads
   9154.4 ms  ✓ StyledStrings
   1619.7 ms  ✓ JuliaSyntaxHighlighting
   3765.3 ms  ✓ Markdown
  46398.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2416.0 ms  ✓ Future
   2430.2 ms  ✓ IteratorInterfaceExtensions
   2528.6 ms  ✓ ExprTools
   2681.1 ms  ✓ CommonSolve
   2718.4 ms  ✓ MuladdMacro
   2722.9 ms  ✓ ConcreteStructs
   2806.5 ms  ✓ OpenLibm_jll
   3202.2 ms  ✓ InverseFunctions
   3395.3 ms  ✓ SuiteSparse_jll
   3702.9 ms  ✓ Statistics
   4415.2 ms  ✓ ADTypes
   4422.5 ms  ✓ Serialization
   2478.7 ms  ✓ SIMDTypes
   2603.5 ms  ✓ Reexport
   2995.7 ms  ✓ ManualMemory
   2813.0 ms  ✓ EnumX
   5693.0 ms  ✓ FillArrays
   2476.5 ms  ✓ CompositionsBase
   2477.9 ms  ✓ FastPower
   3699.4 ms  ✓ DocStringExtensions
   2496.5 ms  ✓ IfElse
   4994.7 ms  ✓ Requires
   2394.8 ms  ✓ CommonWorldInvalidations
   2499.6 ms  ✓ FastClosures
   3798.5 ms  ✓ EnzymeCore
   2907.7 ms  ✓ SciMLPublic
   2922.0 ms  ✓ StaticArraysCore
   3021.5 ms  ✓ LoggingExtras
   2598.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4490.7 ms  ✓ CpuId
   4004.6 ms  ✓ Preferences
  12025.4 ms  ✓ FunctionWrappers
   6326.4 ms  ✓ GenericSchur
  10885.9 ms  ✓ OrderedCollections
   5413.0 ms  ✓ LazyArtifacts
   2597.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   9922.9 ms  ✓ ConstructionBase
   2311.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
