nice: cannot set niceness: Permission denied
Precompiling packages...
   2043.3 ms  ✓ IteratorInterfaceExtensions
   2093.0 ms  ✓ CommonSolve
   2119.6 ms  ✓ LazyArtifacts
   2123.4 ms  ✓ MuladdMacro
   2122.4 ms  ✓ ConcreteStructs
   2150.5 ms  ✓ OpenLibm_jll
   2253.1 ms  ✓ ExprTools
   2294.5 ms  ✓ CompilerSupportLibraries_jll
   2379.6 ms  ✓ SuiteSparse_jll
   2429.8 ms  ✓ InverseFunctions
   3241.8 ms  ✓ ADTypes
   3760.6 ms  ✓ FunctionWrappers
   2026.5 ms  ✓ ManualMemory
   1824.1 ms  ✓ Reexport
   1896.6 ms  ✓ EnumX
   2031.8 ms  ✓ SIMDTypes
   2396.2 ms  ✓ Requires
   4616.7 ms  ✓ FillArrays
   2604.5 ms  ✓ Compat
   2821.8 ms  ✓ OrderedCollections
   5016.0 ms  ✓ GenericSchur
   3231.6 ms  ✓ Preferences
   3007.3 ms  ✓ DocStringExtensions
   2017.1 ms  ✓ CompositionsBase
   1902.4 ms  ✓ FastPower
   1891.8 ms  ✓ IfElse
   2030.8 ms  ✓ CommonWorldInvalidations
   2094.9 ms  ✓ FastClosures
   2303.6 ms  ✓ ConstructionBase
   1900.9 ms  ✓ SciMLPublic
   3165.6 ms  ✓ CpuId
   2786.7 ms  ✓ LoggingExtras
   2598.1 ms  ✓ StaticArraysCore
   2598.3 ms  ✓ NaNMath
   2506.0 ms  ✓ RuntimeGeneratedFunctions
   8546.6 ms  ✓ ExproniconLite
   8582.9 ms  ✓ Distributed
   4492.0 ms  ✓ ThreadingUtilities
   2083.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1983.4 ms  ✓ FunctionWrappersWrappers
   5705.4 ms  ✓ IrrationalConstants
   2420.9 ms  ✓ Adapt
   2103.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3130.4 ms  ✓ EnzymeCore
   2196.2 ms  ✓ PrecompileTools
   2500.0 ms  ✓ JLLWrappers
   2101.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2369.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2214.1 ms  ✓ DiffResults
   2586.4 ms  ✓ SciMLLogging
   9615.8 ms  ✓ MacroTools
   5010.2 ms  ✓ DifferentiationInterface
   2408.8 ms  ✓ ArrayInterface
   2266.1 ms  ✓ GPUArraysCore
   2121.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2302.8 ms  ✓ EnzymeCore → AdaptExt
   3379.5 ms  ✓ LogExpFunctions
   2315.0 ms  ✓ IntelOpenMP_jll
   2027.0 ms  ✓ TruncatedStacktraces
   8405.0 ms  ✓ TimerOutputs
   3331.6 ms  ✓ Static
   2907.3 ms  ✓ oneTBB_jll
   2436.5 ms  ✓ OpenSpecFun_jll
   8064.3 ms  ✓ DataStructures
   1900.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3497.4 ms  ✓ CommonSubexpressions
   6106.9 ms  ✓ ChainRulesCore
   7992.5 ms  ✓ Jieko
   2193.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3103.5 ms  ✓ MaybeInplace
   2832.5 ms  ✓ SciMLStructures
   2538.7 ms  ✓ MKL_jll
   6501.4 ms  ✓ RecipesBase
   2180.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2072.0 ms  ✓ BitTwiddlingConvenienceFunctions
   1909.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1733.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   6288.7 ms  ✓ Setfield
   1686.4 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1899.9 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   4803.9 ms  ✓ PreallocationTools
   3327.5 ms  ✓ CPUSummary
  13677.5 ms  ✓ SparseArrays
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 13414] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3530e090->0x7404b7dd14e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   7929.4 ms  ✓ Accessors
   4788.4 ms  ✓ StaticArrayInterface
   2210.3 ms  ✓ FiniteDiff
   1971.8 ms  ✓ PolyesterWeave
   2478.4 ms  ✓ Adapt → AdaptSparseArraysExt
   2592.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   4441.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2708.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2728.1 ms  ✓ Statistics
   1968.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2205.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1813.3 ms  ✓ Accessors → LinearAlgebraExt
   1529.6 ms  ✓ CloseOpenIntervals
   1613.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1809.8 ms  ✓ LayoutPointers
   1984.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2074.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   8389.4 ms  ✓ SpecialFunctions
   2692.0 ms  ✓ SymbolicIndexingInterface
   1961.8 ms  ✓ StrideArraysCore
   1278.2 ms  ✓ DiffRules
   3500.7 ms  ✓ SciMLOperators
   1542.0 ms  ✓ Polyester
   1282.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
DifferentiationInterfaceChainRulesCoreExt Waiting for background task / IO / timer.
[pid 14136] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x215cf370->0x762ad1634ee0
