nice: cannot set niceness: Permission denied
Precompiling packages...
   1815.5 ms  ✓ CommonSolve
   1906.4 ms  ✓ LazyArtifacts
   1911.4 ms  ✓ MuladdMacro
   1903.1 ms  ✓ OpenLibm_jll
   1910.4 ms  ✓ ConcreteStructs
   2038.5 ms  ✓ IteratorInterfaceExtensions
   2104.7 ms  ✓ CompilerSupportLibraries_jll
   2144.0 ms  ✓ ExprTools
   2232.8 ms  ✓ InverseFunctions
   2312.4 ms  ✓ SuiteSparse_jll
   3056.9 ms  ✓ ADTypes
   3598.6 ms  ✓ FunctionWrappers
   2006.7 ms  ✓ ManualMemory
   1801.2 ms  ✓ Reexport
   1800.9 ms  ✓ SIMDTypes
   1963.4 ms  ✓ EnumX
   2304.0 ms  ✓ NaNMath
   2404.1 ms  ✓ Requires
   4503.7 ms  ✓ FillArrays
   2704.0 ms  ✓ Compat
   4928.9 ms  ✓ GenericSchur
   3124.1 ms  ✓ Preferences
   2700.0 ms  ✓ DocStringExtensions
   1902.8 ms  ✓ CompositionsBase
   1900.1 ms  ✓ FastPower
   1799.3 ms  ✓ IfElse
   1909.8 ms  ✓ CommonWorldInvalidations
   1848.2 ms  ✓ FastClosures
   2409.5 ms  ✓ ConstructionBase
   2011.9 ms  ✓ SciMLPublic
   3100.3 ms  ✓ CpuId
   2509.0 ms  ✓ LoggingExtras
   2219.8 ms  ✓ JLLWrappers
   3310.2 ms  ✓ EnzymeCore
   2178.6 ms  ✓ RuntimeGeneratedFunctions
   2540.1 ms  ✓ StaticArraysCore
   2243.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8204.2 ms  ✓ ExproniconLite
   8301.1 ms  ✓ Distributed
   5475.6 ms  ✓ IrrationalConstants
   2288.3 ms  ✓ FunctionWrappersWrappers
   1901.1 ms  ✓ Compat → CompatLinearAlgebraExt
   1999.9 ms  ✓ PrecompileTools
   2490.1 ms  ✓ Adapt
   2124.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2406.4 ms  ✓ IntelOpenMP_jll
   2998.9 ms  ✓ SciMLLogging
   2311.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2010.4 ms  ✓ DiffResults
   2849.3 ms  ✓ OpenSpecFun_jll
   2997.7 ms  ✓ oneTBB_jll
   2107.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3000.3 ms  ✓ OrderedCollections
   4492.4 ms  ✓ ThreadingUtilities
   5401.5 ms  ✓ DifferentiationInterface
   9998.7 ms  ✓ MacroTools
   3795.7 ms  ✓ LogExpFunctions
   2188.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2398.0 ms  ✓ GPUArraysCore
   2700.0 ms  ✓ ArrayInterface
   2609.9 ms  ✓ MKL_jll
   2889.8 ms  ✓ EnzymeCore → AdaptExt
   2215.0 ms  ✓ CommonSubexpressions
   8714.7 ms  ✓ TimerOutputs
   4495.5 ms  ✓ Static
   3499.5 ms  ✓ TruncatedStacktraces
   2286.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6774.2 ms  ✓ ChainRulesCore
   2482.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2499.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2091.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3002.1 ms  ✓ MaybeInplace
   7955.5 ms  ✓ Jieko
   6663.2 ms  ✓ RecipesBase
   2006.5 ms  ✓ SciMLStructures
   1901.8 ms  ✓ BitTwiddlingConvenienceFunctions
   1698.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   7195.0 ms  ✓ DataStructures
   5303.1 ms  ✓ Setfield
