nice: cannot set niceness: Permission denied
Precompiling packages...
    403.9 ms  ✓ CommonSolve
    416.9 ms  ✓ Reexport
    554.4 ms  ✓ ConstructionBase
    506.4 ms  ✓ StaticArraysCore
    598.8 ms  ✓ Statistics
   1313.7 ms  ✓ IrrationalConstants
    904.2 ms  ✓ SuiteSparse_jll
    464.7 ms  ✓ IfElse
    753.5 ms  ✓ EnzymeCore
    525.8 ms  ✓ ManualMemory
    435.9 ms  ✓ CommonWorldInvalidations
    415.2 ms  ✓ Future
    910.9 ms  ✓ SciMLPublic
    437.5 ms  ✓ FastPower
    539.7 ms  ✓ InverseFunctions
    436.6 ms  ✓ CompositionsBase
    493.9 ms  ✓ MuladdMacro
    518.1 ms  ✓ EnumX
    636.8 ms  ✓ OpenLibm_jll
   2234.8 ms  ✓ ExproniconLite
    528.7 ms  ✓ ExprTools
    563.8 ms  ✓ ConcreteStructs
   1189.9 ms  ✓ FillArrays
    787.7 ms  ✓ OrderedCollections
   4759.9 ms  ✓ MacroTools
    777.0 ms  ✓ ADTypes
    759.3 ms  ✓ Serialization
    649.5 ms  ✓ DocStringExtensions
    476.6 ms  ✓ FastClosures
    451.9 ms  ✓ SIMDTypes
    448.1 ms  ✓ IteratorInterfaceExtensions
    743.8 ms  ✓ Requires
    714.9 ms  ✓ CpuId
   1203.4 ms  ✓ GenericSchur
    627.6 ms  ✓ LoggingExtras
    665.0 ms  ✓ Compat
   1462.6 ms  ✓ InteractiveUtils
   3130.1 ms  ✓ FunctionWrappers
    521.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    486.3 ms  ✓ DiffResults
    898.8 ms  ✓ LazyArtifacts
    452.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    440.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    542.8 ms  ✓ NaNMath
   1756.9 ms  ✓ Preferences
   1234.1 ms  ✓ ThreadingUtilities
    495.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    547.6 ms  ✓ CommonSubexpressions
    424.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    441.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2057.6 ms  ✓ Jieko
   1142.9 ms  ✓ DifferentiationInterface
   1838.4 ms  ✓ DataStructures
    433.8 ms  ✓ RuntimeGeneratedFunctions
    662.1 ms  ✓ LogExpFunctions
    564.3 ms  ✓ Adapt
    514.3 ms  ✓ Compat → CompatLinearAlgebraExt
    517.0 ms  ✓ FunctionWrappersWrappers
   4089.4 ms  ✓ TimerOutputs
   2563.2 ms  ✓ Distributed
    472.6 ms  ✓ PrecompileTools
    562.5 ms  ✓ JLLWrappers
   1739.0 ms  ✓ Setfield
    628.9 ms  ✓ SciMLLogging
    593.8 ms  ✓ TruncatedStacktraces
    428.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    600.0 ms  ✓ ArrayInterface
   4110.1 ms  ✓ SparseArrays
    648.8 ms  ✓ GPUArraysCore
   2689.7 ms  ✓ Accessors
    501.2 ms  ✓ EnzymeCore → AdaptExt
   1447.4 ms  ✓ ChainRulesCore
    702.4 ms  ✓ OpenSpecFun_jll
   1938.8 ms  ✓ RecipesBase
   1099.5 ms  ✓ IntelOpenMP_jll
   1155.5 ms  ✓ oneTBB_jll
    423.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    721.6 ms  ✓ MaybeInplace
    435.3 ms  ✓ SciMLStructures
    911.0 ms  ✓ PreallocationTools
    591.4 ms  ✓ Statistics → SparseArraysExt
    680.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    702.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    689.7 ms  ✓ Adapt → AdaptSparseArraysExt
  10206.4 ms  ✓ Moshi
    695.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    479.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    548.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7190.2 ms  ✓ Krylov
    554.5 ms  ✓ Accessors → LinearAlgebraExt
    727.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    545.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    545.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    515.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1533.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  14826.3 ms  ✓ StaticArrays
   1843.0 ms  ✓ MKL_jll
    995.0 ms  ✓ FiniteDiff
    846.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3566.1 ms  ✓ SpecialFunctions
   1470.6 ms  ✓ SymbolicIndexingInterface
  10496.3 ms  ✓ SparseMatrixColorings
   2381.3 ms  ✓ SciMLOperators
    753.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    732.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    671.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    705.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    695.2 ms  ✓ Adapt → AdaptStaticArraysExt
    740.2 ms  ✓ Accessors → StaticArraysExt
    673.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    727.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    607.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1835.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1790.3 ms  ✓ FastGaussQuadrature
    757.1 ms  ✓ DiffRules
    881.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    569.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2095.7 ms  ✓ RecursiveArrayTools
  25371.1 ms  ✓ Static
    696.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    673.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    471.6 ms  ✓ BitTwiddlingConvenienceFunctions
    965.5 ms  ✓ CPUSummary
   3697.4 ms  ✓ ForwardDiff
    616.3 ms  ✓ PolyesterWeave
    779.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  11830.6 ms  ✓ ArrayLayouts
    584.1 ms  ✓ FastPower → FastPowerForwardDiffExt
    710.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    586.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    590.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1139.1 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    906.7 ms  ✓ NLSolversBase
   8060.0 ms  ✓ SciMLBase
   1139.9 ms  ✓ LineSearches
    804.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1160.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2729.3 ms  ✓ LazyArrays
    753.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1257.4 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2471.1 ms  ✓ SciMLJacobianOperators
   4165.0 ms  ✓ LineSearch
  14801.5 ms  ✓ StaticArrayInterface
   1175.1 ms  ✓ LineSearch → LineSearchLineSearchesExt
    799.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    653.6 ms  ✓ CloseOpenIntervals
    694.9 ms  ✓ LayoutPointers
   6851.2 ms  ✓ NonlinearSolveBase
  28698.9 ms  ✓ ExponentialUtilities
    821.3 ms  ✓ StrideArraysCore
    848.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1052.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
    821.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1220.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
    702.3 ms  ✓ Polyester
   1248.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1618.0 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    806.6 ms  ✓ FastBroadcast
    624.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  12582.9 ms  ✓ LinearSolve
   4058.0 ms  ✓ BracketingNonlinearSolve
   1992.4 ms  ✓ DiffEqBase
   1078.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2285.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1070.5 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3660.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1010.8 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1234.1 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
    922.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   5831.5 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3351.3 ms  ✓ OrdinaryDiffEqCore
   2648.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1192.4 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  14662.1 ms  ✓ NonlinearSolveSpectralMethods
   2768.1 ms  ✓ OrdinaryDiffEqStabilizedRK
   1542.7 ms  ✓ OrdinaryDiffEqFunctionMap
   2188.4 ms  ✓ OrdinaryDiffEqQPRK
   2491.5 ms  ✓ OrdinaryDiffEqSymplecticRK
  14951.1 ms  ✓ SimpleNonlinearSolve
   2091.9 ms  ✓ OrdinaryDiffEqFeagin
   3508.4 ms  ✓ OrdinaryDiffEqLowOrderRK
   2850.8 ms  ✓ OrdinaryDiffEqSSPRK
   2667.9 ms  ✓ OrdinaryDiffEqRKN
   2433.5 ms  ✓ OrdinaryDiffEqExplicitRK
   2689.7 ms  ✓ OrdinaryDiffEqHighOrderRK
  23681.2 ms  ✓ NonlinearSolveQuasiNewton
   2675.2 ms  ✓ OrdinaryDiffEqLinear
   1901.7 ms  ✓ OrdinaryDiffEqPRK
   3035.7 ms  ✓ OrdinaryDiffEqLowStorageRK
   1394.1 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1394.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   5313.0 ms  ✓ OrdinaryDiffEqDifferentiation
   3091.5 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3684.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  14637.1 ms  ✓ OrdinaryDiffEqTsit5
   3698.6 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   2280.9 ms  ✓ OrdinaryDiffEqNordsieck
  37015.5 ms  ✓ NonlinearSolveFirstOrder
   6545.4 ms  ✓ OrdinaryDiffEqExtrapolation
   5294.5 ms  ✓ OrdinaryDiffEqExponentialRK
  40373.1 ms  ✓ OrdinaryDiffEqVerner
  13098.5 ms  ✓ NonlinearSolve
   3573.8 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4618.6 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4630.8 ms  ✓ OrdinaryDiffEqIMEXMultistep
   5025.2 ms  ✓ OrdinaryDiffEqPDIRK
   5905.9 ms  ✓ OrdinaryDiffEqSDIRK
  27658.4 ms  ✓ OrdinaryDiffEqRosenbrock
  16967.3 ms  ✓ OrdinaryDiffEqFIRK
  15711.7 ms  ✓ OrdinaryDiffEqBDF
  26425.6 ms  ✓ OrdinaryDiffEqDefault
   3637.8 ms  ✓ OrdinaryDiffEq
