nice: cannot set niceness: Permission denied
Precompiling packages...
   1887.6 ms  ✓ LazyArtifacts
   1973.0 ms  ✓ IteratorInterfaceExtensions
   1981.9 ms  ✓ MuladdMacro
   1955.0 ms  ✓ CommonSolve
   2075.9 ms  ✓ OpenLibm_jll
   2096.6 ms  ✓ ExprTools
   2184.1 ms  ✓ ConcreteStructs
   2234.9 ms  ✓ CompilerSupportLibraries_jll
   2366.1 ms  ✓ InverseFunctions
   2521.5 ms  ✓ SuiteSparse_jll
   3169.0 ms  ✓ ADTypes
   3810.6 ms  ✓ FunctionWrappers
   1915.3 ms  ✓ ManualMemory
   1803.7 ms  ✓ EnumX
   1814.4 ms  ✓ Reexport
   4083.7 ms  ✓ FillArrays
   1900.6 ms  ✓ SIMDTypes
   2304.1 ms  ✓ Requires
   2600.1 ms  ✓ Compat
   4642.3 ms  ✓ GenericSchur
   2795.5 ms  ✓ OrderedCollections
   3009.2 ms  ✓ Preferences
   2877.0 ms  ✓ DocStringExtensions
   1828.4 ms  ✓ CompositionsBase
   1758.3 ms  ✓ FastPower
   1891.3 ms  ✓ IfElse
   1902.4 ms  ✓ CommonWorldInvalidations
   2104.8 ms  ✓ FastClosures
   1970.3 ms  ✓ SciMLPublic
   2898.8 ms  ✓ EnzymeCore
   2798.1 ms  ✓ ConstructionBase
   3192.7 ms  ✓ CpuId
   2725.3 ms  ✓ LoggingExtras
   1992.0 ms  ✓ RuntimeGeneratedFunctions
   2494.8 ms  ✓ StaticArraysCore
   7483.9 ms  ✓ ExproniconLite
   2308.5 ms  ✓ NaNMath
   7848.5 ms  ✓ Distributed
   2297.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5993.9 ms  ✓ IrrationalConstants
   2183.0 ms  ✓ Adapt
   2206.0 ms  ✓ Compat → CompatLinearAlgebraExt
   1897.7 ms  ✓ PrecompileTools
   1905.9 ms  ✓ DiffResults
   2210.6 ms  ✓ JLLWrappers
   2104.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2003.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4135.3 ms  ✓ ThreadingUtilities
   2715.3 ms  ✓ SciMLLogging
   2017.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1792.1 ms  ✓ EnzymeCore → AdaptExt
   4891.2 ms  ✓ DifferentiationInterface
   9620.1 ms  ✓ MacroTools
   2590.0 ms  ✓ ArrayInterface
   2592.9 ms  ✓ GPUArraysCore
   3207.3 ms  ✓ LogExpFunctions
   2323.9 ms  ✓ IntelOpenMP_jll
   7739.5 ms  ✓ TimerOutputs
   1998.2 ms  ✓ TruncatedStacktraces
   2000.6 ms  ✓ CommonSubexpressions
   6686.0 ms  ✓ DataStructures
   2790.8 ms  ✓ oneTBB_jll
   2811.9 ms  ✓ OpenSpecFun_jll
   3900.5 ms  ✓ Static
   1995.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3295.0 ms  ✓ MaybeInplace
   5890.2 ms  ✓ RecipesBase
   2576.4 ms  ✓ FastBroadcast
   2103.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2223.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2503.3 ms  ✓ SciMLStructures
   2002.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6911.0 ms  ✓ Jieko
   5004.0 ms  ✓ Setfield
   1703.3 ms  ✓ BitTwiddlingConvenienceFunctions
   2086.3 ms  ✓ MKL_jll
   1584.3 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   2903.3 ms  ✓ FunctionWrappersWrappers
   4238.4 ms  ✓ PreallocationTools
   2327.1 ms  ✓ CPUSummary
   1521.9 ms  ✓ FiniteDiff
  12142.5 ms  ✓ SparseArrays
   6512.4 ms  ✓ Accessors
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3652012] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x28a11ad0->0x7170779d5660
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   3810.7 ms  ✓ StaticArrayInterface
   2087.4 ms  ✓ PolyesterWeave
   2143.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2217.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2226.1 ms  ✓ Adapt → AdaptSparseArraysExt
