nice: cannot set niceness: Permission denied
Precompiling packages...
   1595.5 ms  ✓ nghttp2_jll
   1613.3 ms  ✓ UUIDs
   1685.5 ms  ✓ Logging
   1685.5 ms  ✓ MozillaCACerts_jll
   1693.0 ms  ✓ Unicode
   1705.5 ms  ✓ Zlib_jll
   1758.0 ms  ✓ OpenSSL_jll
   1792.8 ms  ✓ CompilerSupportLibraries_jll
   1827.2 ms  ✓ NetworkOptions
   1879.0 ms  ✓ Base64
    527.5 ms  ✓ LibSSH2_jll
    593.5 ms  ✓ p7zip_jll
    712.7 ms  ✓ Printf
    469.4 ms  ✓ LibCURL_jll
    482.5 ms  ✓ LibGit2_jll
   3338.7 ms  ✓ ArgTools
    774.2 ms  ✓ LibCURL
    645.1 ms  ✓ Tar
   3038.8 ms  ✓ Dates
   3167.6 ms  ✓ LibGit2
    456.1 ms  ✓ TOML
   3065.2 ms  ✓ Downloads
   9583.8 ms  ✓ StyledStrings
   1747.5 ms  ✓ JuliaSyntaxHighlighting
   3937.3 ms  ✓ Markdown
  47399.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2465.8 ms  ✓ IteratorInterfaceExtensions
   2469.4 ms  ✓ OpenLibm_jll
   2561.2 ms  ✓ ConcreteStructs
   2567.0 ms  ✓ CommonSolve
   2637.5 ms  ✓ Future
   2638.8 ms  ✓ ExprTools
   2907.2 ms  ✓ Reexport
   3162.5 ms  ✓ SuiteSparse_jll
   3200.4 ms  ✓ EnumX
   3233.4 ms  ✓ InverseFunctions
   3568.1 ms  ✓ Statistics
   4067.3 ms  ✓ Serialization
   4174.3 ms  ✓ ADTypes
   2589.2 ms  ✓ FastPower
   2822.0 ms  ✓ CompositionsBase
   2400.5 ms  ✓ SciMLPublic
   3208.3 ms  ✓ DocStringExtensions
   2700.1 ms  ✓ Adapt
   2607.2 ms  ✓ FastClosures
   4037.5 ms  ✓ EnzymeCore
   3192.2 ms  ✓ StaticArraysCore
   2889.4 ms  ✓ BinaryHeaps
   3100.5 ms  ✓ LoggingExtras
   5528.2 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2287.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3798.3 ms  ✓ Preferences
   5107.8 ms  ✓ LazyArtifacts
  11035.3 ms  ✓ OrderedCollections
   2510.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11873.0 ms  ✓ FunctionWrappers
   9804.7 ms  ✓ ConstructionBase
   2207.3 ms  ✓ EnzymeCore → AdaptExt
   2593.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3393.7 ms  ✓ GPUArraysCore
   2712.4 ms  ✓ DiffResults
   9389.7 ms  ✓ NaNMath
   9702.8 ms  ✓ Compat
   2494.5 ms  ✓ PrecompileTools
   3414.9 ms  ✓ JLLWrappers
  14386.9 ms  ✓ IrrationalConstants
   2675.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10505.7 ms  ✓ RuntimeGeneratedFunctions
   2513.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3906.1 ms  ✓ SciMLLogging
   3089.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  18550.3 ms  ✓ MacroTools
  13603.4 ms  ✓ InteractiveUtils
   9900.1 ms  ✓ ArrayInterface
  11795.8 ms  ✓ DifferentiationInterface
   5224.3 ms  ✓ MuladdMacro
   3791.8 ms  ✓ OpenSpecFun_jll
   3702.4 ms  ✓ LogExpFunctions
   3099.2 ms  ✓ CommonSubexpressions
   3688.9 ms  ✓ TruncatedStacktraces
   3684.6 ms  ✓ MaybeInplace
   8682.4 ms  ✓ DataStructures
   6820.7 ms  ✓ IntelOpenMP_jll
   2880.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
