nice: cannot set niceness: Permission denied
Precompiling packages...
   2002.1 ms  ✓ CommonSolve
   2036.5 ms  ✓ IteratorInterfaceExtensions
   2138.3 ms  ✓ LazyArtifacts
   2229.0 ms  ✓ ConcreteStructs
   2233.7 ms  ✓ MuladdMacro
   2246.6 ms  ✓ OpenLibm_jll
   2335.1 ms  ✓ ExprTools
   2306.5 ms  ✓ CompilerSupportLibraries_jll
   2299.3 ms  ✓ SuiteSparse_jll
   2528.9 ms  ✓ InverseFunctions
   3236.2 ms  ✓ ADTypes
   4000.6 ms  ✓ FunctionWrappers
   1706.7 ms  ✓ Reexport
   2088.9 ms  ✓ ManualMemory
   1797.5 ms  ✓ EnumX
   1883.2 ms  ✓ SIMDTypes
   4326.1 ms  ✓ FillArrays
   2411.9 ms  ✓ Compat
   4641.8 ms  ✓ GenericSchur
   2530.3 ms  ✓ Requires
   2898.9 ms  ✓ OrderedCollections
   3008.8 ms  ✓ Preferences
   2787.7 ms  ✓ DocStringExtensions
   1994.1 ms  ✓ CompositionsBase
   1804.3 ms  ✓ IfElse
   2099.8 ms  ✓ FastPower
   1734.0 ms  ✓ FastClosures
   2004.5 ms  ✓ CommonWorldInvalidations
   2410.1 ms  ✓ ConstructionBase
   2811.1 ms  ✓ EnzymeCore
   2905.1 ms  ✓ CpuId
   1998.8 ms  ✓ SciMLPublic
   2595.0 ms  ✓ LoggingExtras
   2485.1 ms  ✓ StaticArraysCore
   2308.6 ms  ✓ NaNMath
   7739.3 ms  ✓ ExproniconLite
   7801.7 ms  ✓ Distributed
   2370.2 ms  ✓ RuntimeGeneratedFunctions
   2203.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1894.8 ms  ✓ Compat → CompatLinearAlgebraExt
   5964.1 ms  ✓ IrrationalConstants
   2190.3 ms  ✓ Adapt
   1814.4 ms  ✓ PrecompileTools
   1893.0 ms  ✓ DiffResults
   2174.6 ms  ✓ JLLWrappers
   2485.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2140.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4003.7 ms  ✓ ThreadingUtilities
   2001.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4285.0 ms  ✓ DifferentiationInterface
   2297.9 ms  ✓ SciMLLogging
   9089.8 ms  ✓ MacroTools
   2325.5 ms  ✓ EnzymeCore → AdaptExt
   2400.3 ms  ✓ GPUArraysCore
   2498.5 ms  ✓ ArrayInterface
   3310.8 ms  ✓ LogExpFunctions
   2494.5 ms  ✓ IntelOpenMP_jll
   2219.2 ms  ✓ TruncatedStacktraces
   2416.2 ms  ✓ oneTBB_jll
   7406.1 ms  ✓ TimerOutputs
   2565.1 ms  ✓ OpenSpecFun_jll
   2400.2 ms  ✓ CommonSubexpressions
   1866.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3692.6 ms  ✓ Static
   7694.2 ms  ✓ DataStructures
   1994.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2697.2 ms  ✓ FastBroadcast
   2798.4 ms  ✓ MaybeInplace
   2986.7 ms  ✓ FunctionWrappersWrappers
   2100.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3020.9 ms  ✓ SciMLStructures
   7331.4 ms  ✓ Jieko
   6297.7 ms  ✓ RecipesBase
   4707.9 ms  ✓ Setfield
   2214.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2694.6 ms  ✓ MKL_jll
   1491.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1055.8 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   3717.9 ms  ✓ PreallocationTools
   1586.6 ms  ✓ FiniteDiff
  12206.9 ms  ✓ SparseArrays
   2311.2 ms  ✓ CPUSummary
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3128399] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x76d5430->0x74cbb2bd56f0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   7589.5 ms  ✓ Accessors
   3791.9 ms  ✓ StaticArrayInterface
   2115.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2334.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2408.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2500.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2528.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2853.7 ms  ✓ Statistics
   1891.6 ms  ✓ PolyesterWeave
   1258.2 ms  ✓ CloseOpenIntervals
   1531.7 ms  ✓ Accessors → LinearAlgebraExt
   1314.0 ms  ✓ LayoutPointers
   1487.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   7321.1 ms  ✓ SpecialFunctions
   1704.7 ms  ✓ StrideArraysCore
   2272.9 ms  ✓ SymbolicIndexingInterface
   1177.4 ms  ✓ DiffRules
   1103.9 ms  ✓ Polyester
   3277.9 ms  ✓ SciMLOperators
