nice: cannot set niceness: Permission denied
Precompiling packages...
   1976.5 ms  ✓ LazyArtifacts
   1951.9 ms  ✓ CommonSolve
   1990.7 ms  ✓ ConcreteStructs
   2058.8 ms  ✓ IteratorInterfaceExtensions
   2068.2 ms  ✓ OpenLibm_jll
   2170.4 ms  ✓ MuladdMacro
   2258.2 ms  ✓ ExprTools
   2280.6 ms  ✓ CompilerSupportLibraries_jll
   2374.8 ms  ✓ TestEnv
   2424.5 ms  ✓ InverseFunctions
   3173.4 ms  ✓ ADTypes
   4028.8 ms  ✓ FunctionWrappers
   2104.0 ms  ✓ SuiteSparse_jll
   2110.3 ms  ✓ ManualMemory
   1820.7 ms  ✓ Reexport
   1995.0 ms  ✓ EnumX
   4464.4 ms  ✓ FillArrays
   2216.7 ms  ✓ Requires
   2817.5 ms  ✓ Compat
   5133.2 ms  ✓ GenericSchur
   1988.1 ms  ✓ SIMDTypes
   3000.0 ms  ✓ OrderedCollections
   3196.6 ms  ✓ Preferences
   1789.9 ms  ✓ CompositionsBase
   1792.1 ms  ✓ FastPower
   1782.9 ms  ✓ IfElse
   2709.7 ms  ✓ DocStringExtensions
   1805.9 ms  ✓ FastClosures
   1810.4 ms  ✓ CommonWorldInvalidations
   1796.8 ms  ✓ SciMLPublic
   2384.4 ms  ✓ ConstructionBase
   3016.5 ms  ✓ CpuId
   3094.3 ms  ✓ EnzymeCore
   2418.9 ms  ✓ LoggingExtras
   8256.4 ms  ✓ ExproniconLite
   2302.7 ms  ✓ StaticArraysCore
   2202.6 ms  ✓ RuntimeGeneratedFunctions
   2593.3 ms  ✓ NaNMath
   1999.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2003.5 ms  ✓ FunctionWrappersWrappers
   1998.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2203.1 ms  ✓ Adapt
   7780.5 ms  ✓ Distributed
   5826.8 ms  ✓ IrrationalConstants
   2391.2 ms  ✓ PrecompileTools
   2920.5 ms  ✓ JLLWrappers
   2716.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2794.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4690.4 ms  ✓ ThreadingUtilities
   2314.8 ms  ✓ DiffResults
   3094.4 ms  ✓ SciMLLogging
   5404.3 ms  ✓ DifferentiationInterface
  10319.5 ms  ✓ MacroTools
   2897.4 ms  ✓ ArrayInterface
   3002.1 ms  ✓ GPUArraysCore
   2871.2 ms  ✓ EnzymeCore → AdaptExt
   3589.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   8495.7 ms  ✓ TimerOutputs
   2796.7 ms  ✓ oneTBB_jll
  15283.7 ms  ✓ Test
   3015.8 ms  ✓ IntelOpenMP_jll
   5627.0 ms  ✓ ChainRulesCore
   3707.1 ms  ✓ Static
