nice: cannot set niceness: Permission denied
Precompiling packages...
    414.7 ms  ✓ CommonSolve
    420.5 ms  ✓ Reexport
    556.6 ms  ✓ ConstructionBase
    498.3 ms  ✓ StaticArraysCore
    592.7 ms  ✓ Statistics
   1349.7 ms  ✓ IrrationalConstants
    897.5 ms  ✓ SuiteSparse_jll
    457.6 ms  ✓ IfElse
    756.9 ms  ✓ EnzymeCore
    520.9 ms  ✓ ManualMemory
    442.8 ms  ✓ CommonWorldInvalidations
    850.0 ms  ✓ SciMLPublic
    433.1 ms  ✓ Future
    436.7 ms  ✓ FastPower
    441.3 ms  ✓ CompositionsBase
    519.3 ms  ✓ InverseFunctions
    454.5 ms  ✓ MuladdMacro
    470.7 ms  ✓ EnumX
    642.7 ms  ✓ OpenLibm_jll
   2201.9 ms  ✓ ExproniconLite
    518.1 ms  ✓ ExprTools
    564.4 ms  ✓ ConcreteStructs
   1206.0 ms  ✓ FillArrays
    803.8 ms  ✓ OrderedCollections
   4723.8 ms  ✓ MacroTools
    815.0 ms  ✓ ADTypes
    737.8 ms  ✓ Serialization
    668.0 ms  ✓ DocStringExtensions
    470.1 ms  ✓ FastClosures
    461.0 ms  ✓ SIMDTypes
    464.1 ms  ✓ IteratorInterfaceExtensions
    726.6 ms  ✓ Requires
    711.8 ms  ✓ CpuId
   1204.8 ms  ✓ GenericSchur
    603.0 ms  ✓ LoggingExtras
    658.9 ms  ✓ Compat
   1450.8 ms  ✓ InteractiveUtils
   3211.5 ms  ✓ FunctionWrappers
    477.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    496.4 ms  ✓ DiffResults
   1032.3 ms  ✓ TestEnv
    897.8 ms  ✓ LazyArtifacts
    444.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    444.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1725.4 ms  ✓ Preferences
    568.9 ms  ✓ NaNMath
    481.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   1214.6 ms  ✓ ThreadingUtilities
    409.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    567.8 ms  ✓ CommonSubexpressions
    436.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2028.3 ms  ✓ Jieko
   1839.7 ms  ✓ DataStructures
   1164.2 ms  ✓ DifferentiationInterface
    465.5 ms  ✓ RuntimeGeneratedFunctions
    633.9 ms  ✓ LogExpFunctions
    531.0 ms  ✓ Adapt
    548.3 ms  ✓ Compat → CompatLinearAlgebraExt
    517.5 ms  ✓ FunctionWrappersWrappers
   2528.7 ms  ✓ Distributed
   4105.2 ms  ✓ TimerOutputs
    456.4 ms  ✓ PrecompileTools
    549.9 ms  ✓ JLLWrappers
   1603.4 ms  ✓ Setfield
    645.0 ms  ✓ SciMLLogging
    570.9 ms  ✓ TruncatedStacktraces
   4112.9 ms  ✓ SparseArrays
    454.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2556.0 ms  ✓ Accessors
    688.3 ms  ✓ ArrayInterface
    597.2 ms  ✓ GPUArraysCore
    423.2 ms  ✓ EnzymeCore → AdaptExt
   1398.0 ms  ✓ ChainRulesCore
   1941.8 ms  ✓ RecipesBase
    726.6 ms  ✓ OpenSpecFun_jll
   1337.2 ms  ✓ IntelOpenMP_jll
   8955.6 ms  ✓ Test
   1319.8 ms  ✓ oneTBB_jll
    579.4 ms  ✓ Statistics → SparseArraysExt
    763.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    699.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    644.6 ms  ✓ Adapt → AdaptSparseArraysExt
  10474.6 ms  ✓ Moshi
    606.4 ms  ✓ Accessors → LinearAlgebraExt
    495.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    832.9 ms  ✓ MaybeInplace
    672.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    793.6 ms  ✓ SciMLStructures
   8099.1 ms  ✓ Krylov
    534.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1127.2 ms  ✓ PreallocationTools
    544.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    762.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    599.0 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
  14700.9 ms  ✓ StaticArrays
    606.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    649.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    612.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1745.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    855.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
    837.9 ms  ✓ Accessors → TestExt
  10300.9 ms  ✓ SparseMatrixColorings
   3382.0 ms  ✓ SpecialFunctions
   1534.0 ms  ✓ MKL_jll
   2894.8 ms  ✓ ReTestItems
    871.4 ms  ✓ FiniteDiff
    662.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1282.6 ms  ✓ SymbolicIndexingInterface
   2127.1 ms  ✓ SciMLOperators
    702.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    742.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    725.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    736.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    700.3 ms  ✓ Adapt → AdaptStaticArraysExt
    725.6 ms  ✓ Accessors → StaticArraysExt
    859.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    767.0 ms  ✓ DiffRules
   1819.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1713.9 ms  ✓ FastGaussQuadrature
    736.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    721.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    664.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    559.4 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    798.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    842.2 ms  ✓ NLSolversBase
    818.9 ms  ✓ LineSearches
  25779.0 ms  ✓ Static
    511.2 ms  ✓ BitTwiddlingConvenienceFunctions
   4077.6 ms  ✓ RecursiveArrayTools
   1114.6 ms  ✓ CPUSummary
    539.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    736.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   4125.9 ms  ✓ ForwardDiff
    709.2 ms  ✓ PolyesterWeave
    736.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    571.2 ms  ✓ FastPower → FastPowerForwardDiffExt
    716.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    591.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    550.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   9452.2 ms  ✓ SciMLBase
   1069.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1119.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1672.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  12807.1 ms  ✓ StaticArrayInterface
    659.6 ms  ✓ CloseOpenIntervals
    830.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    640.8 ms  ✓ LayoutPointers
   3017.2 ms  ✓ SciMLJacobianOperators
    870.2 ms  ✓ StrideArraysCore
    891.8 ms  ✓ Polyester
    895.6 ms  ✓ FastBroadcast
    806.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3797.0 ms  ✓ LineSearch
  26499.1 ms  ✓ ExponentialUtilities
    725.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1332.1 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   5841.2 ms  ✓ NonlinearSolveBase
    995.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1033.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1467.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1465.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  11188.9 ms  ✓ LinearSolve
   1379.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1691.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3915.6 ms  ✓ BracketingNonlinearSolve
   2920.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1022.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1298.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2486.8 ms  ✓ DiffEqBase
   5147.3 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1218.1 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1257.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1342.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1736.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   3639.1 ms  ✓ OrdinaryDiffEqCore
   1487.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  14719.6 ms  ✓ NonlinearSolveSpectralMethods
   3179.2 ms  ✓ OrdinaryDiffEqStabilizedRK
   2092.5 ms  ✓ OrdinaryDiffEqFunctionMap
   2328.6 ms  ✓ OrdinaryDiffEqQPRK
  15241.6 ms  ✓ SimpleNonlinearSolve
   2192.6 ms  ✓ OrdinaryDiffEqSymplecticRK
   3384.7 ms  ✓ OrdinaryDiffEqLowOrderRK
   2199.0 ms  ✓ OrdinaryDiffEqFeagin
   3062.3 ms  ✓ OrdinaryDiffEqSSPRK
   2938.5 ms  ✓ OrdinaryDiffEqRKN
   2771.0 ms  ✓ OrdinaryDiffEqHighOrderRK
   2532.2 ms  ✓ OrdinaryDiffEqExplicitRK
  23126.2 ms  ✓ NonlinearSolveQuasiNewton
   2516.7 ms  ✓ OrdinaryDiffEqLinear
   2056.5 ms  ✓ OrdinaryDiffEqPRK
   3293.1 ms  ✓ OrdinaryDiffEqLowStorageRK
   1479.0 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   4835.2 ms  ✓ OrdinaryDiffEqDifferentiation
   1600.9 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   3295.7 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2838.9 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  13968.1 ms  ✓ OrdinaryDiffEqTsit5
   2699.0 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   2168.5 ms  ✓ OrdinaryDiffEqNordsieck
  36711.2 ms  ✓ NonlinearSolveFirstOrder
   6127.2 ms  ✓ OrdinaryDiffEqExtrapolation
   4873.5 ms  ✓ OrdinaryDiffEqExponentialRK
  39500.2 ms  ✓ OrdinaryDiffEqVerner
  13255.5 ms  ✓ NonlinearSolve
   3334.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4302.1 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4332.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4737.0 ms  ✓ OrdinaryDiffEqPDIRK
   5620.3 ms  ✓ OrdinaryDiffEqSDIRK
  26687.7 ms  ✓ OrdinaryDiffEqRosenbrock
  14979.0 ms  ✓ OrdinaryDiffEqBDF
  17608.6 ms  ✓ OrdinaryDiffEqFIRK
  26520.1 ms  ✓ OrdinaryDiffEqDefault
   3359.6 ms  ✓ OrdinaryDiffEq
  215 dependencies successfully precompiled in 177 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 740.21
	System time (seconds): 48.54
	Percent of CPU this job got: 295%
