nice: cannot set niceness: Permission denied
Precompiling packages...
    407.9 ms  ✓ CommonSolve
    421.0 ms  ✓ Reexport
    551.3 ms  ✓ ConstructionBase
    503.7 ms  ✓ StaticArraysCore
    596.5 ms  ✓ Statistics
   1352.1 ms  ✓ IrrationalConstants
    894.0 ms  ✓ SuiteSparse_jll
    450.7 ms  ✓ IfElse
    824.2 ms  ✓ EnzymeCore
    569.9 ms  ✓ ManualMemory
    430.1 ms  ✓ CommonWorldInvalidations
    424.5 ms  ✓ Future
    962.9 ms  ✓ SciMLPublic
    451.5 ms  ✓ FastPower
    439.3 ms  ✓ CompositionsBase
    514.4 ms  ✓ InverseFunctions
    440.6 ms  ✓ MuladdMacro
    473.8 ms  ✓ EnumX
    659.5 ms  ✓ OpenLibm_jll
   2258.7 ms  ✓ ExproniconLite
    527.9 ms  ✓ ExprTools
    528.0 ms  ✓ ConcreteStructs
   1233.4 ms  ✓ FillArrays
    790.0 ms  ✓ OrderedCollections
   4722.9 ms  ✓ MacroTools
    777.9 ms  ✓ ADTypes
    744.5 ms  ✓ Serialization
    638.7 ms  ✓ DocStringExtensions
    485.2 ms  ✓ FastClosures
    436.0 ms  ✓ SIMDTypes
    429.9 ms  ✓ IteratorInterfaceExtensions
    739.8 ms  ✓ Requires
    716.0 ms  ✓ CpuId
   1202.2 ms  ✓ GenericSchur
    572.6 ms  ✓ LoggingExtras
    659.6 ms  ✓ Compat
   1441.0 ms  ✓ InteractiveUtils
   3109.9 ms  ✓ FunctionWrappers
    516.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    487.9 ms  ✓ DiffResults
    936.7 ms  ✓ LazyArtifacts
    446.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    431.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    555.7 ms  ✓ NaNMath
   1753.2 ms  ✓ Preferences
   1242.9 ms  ✓ ThreadingUtilities
    496.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    556.2 ms  ✓ CommonSubexpressions
    417.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    449.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1999.9 ms  ✓ Jieko
   1156.6 ms  ✓ DifferentiationInterface
   1820.7 ms  ✓ DataStructures
    434.1 ms  ✓ RuntimeGeneratedFunctions
    646.7 ms  ✓ LogExpFunctions
    571.9 ms  ✓ Adapt
    529.6 ms  ✓ Compat → CompatLinearAlgebraExt
    503.2 ms  ✓ FunctionWrappersWrappers
   2542.8 ms  ✓ Distributed
   4088.3 ms  ✓ TimerOutputs
    450.9 ms  ✓ PrecompileTools
    551.3 ms  ✓ JLLWrappers
   1731.2 ms  ✓ Setfield
    656.5 ms  ✓ SciMLLogging
    599.9 ms  ✓ TruncatedStacktraces
    427.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4076.9 ms  ✓ SparseArrays
    600.7 ms  ✓ ArrayInterface
    646.2 ms  ✓ GPUArraysCore
   2709.6 ms  ✓ Accessors
    466.8 ms  ✓ EnzymeCore → AdaptExt
   1891.9 ms  ✓ RecipesBase
    642.8 ms  ✓ OpenSpecFun_jll
   1108.3 ms  ✓ IntelOpenMP_jll
   1165.5 ms  ✓ oneTBB_jll
    582.1 ms  ✓ Statistics → SparseArraysExt
   6442.1 ms  ✓ Krylov
    768.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    724.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    679.5 ms  ✓ Adapt → AdaptSparseArraysExt
   1749.9 ms  ✓ ChainRulesCore
  10008.2 ms  ✓ Moshi
    497.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    859.6 ms  ✓ MaybeInplace
    676.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    529.6 ms  ✓ SciMLStructures
    497.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1096.9 ms  ✓ PreallocationTools
    515.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    541.8 ms  ✓ Accessors → LinearAlgebraExt
   1411.3 ms  ✓ MKL_jll
    953.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  14415.4 ms  ✓ StaticArrays
   3283.9 ms  ✓ SpecialFunctions
    670.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    683.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    639.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    824.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1018.1 ms  ✓ FiniteDiff
   1815.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10523.7 ms  ✓ SparseMatrixColorings
   1392.7 ms  ✓ SymbolicIndexingInterface
    725.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2208.4 ms  ✓ SciMLOperators
    774.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    720.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    690.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    692.6 ms  ✓ Adapt → AdaptStaticArraysExt
    707.7 ms  ✓ Accessors → StaticArraysExt
   1764.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1734.2 ms  ✓ FastGaussQuadrature
    840.7 ms  ✓ DiffRules
    773.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    703.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    614.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    903.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    575.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    750.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2021.3 ms  ✓ RecursiveArrayTools
  25285.3 ms  ✓ Static
    698.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    467.0 ms  ✓ BitTwiddlingConvenienceFunctions
    930.1 ms  ✓ CPUSummary
   3625.8 ms  ✓ ForwardDiff
    645.9 ms  ✓ PolyesterWeave
    758.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  11770.6 ms  ✓ ArrayLayouts
    557.9 ms  ✓ FastPower → FastPowerForwardDiffExt
    709.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    596.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    628.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1181.4 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    905.1 ms  ✓ NLSolversBase
   8079.9 ms  ✓ SciMLBase
   1157.6 ms  ✓ LineSearches
    800.4 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1156.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2616.7 ms  ✓ LazyArrays
    725.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
