nice: cannot set niceness: Permission denied
Precompiling packages...
   1964.9 ms  ✓ CommonSolve
   1995.0 ms  ✓ LazyArtifacts
   1995.9 ms  ✓ IteratorInterfaceExtensions
   2002.9 ms  ✓ ConcreteStructs
   2010.6 ms  ✓ MuladdMacro
   2005.8 ms  ✓ OpenLibm_jll
   2108.5 ms  ✓ ExprTools
   2141.8 ms  ✓ CompilerSupportLibraries_jll
   2481.8 ms  ✓ InverseFunctions
   2476.4 ms  ✓ SuiteSparse_jll
   3103.0 ms  ✓ ADTypes
   3967.9 ms  ✓ FunctionWrappers
   1895.9 ms  ✓ ManualMemory
   1834.2 ms  ✓ Reexport
   1706.8 ms  ✓ SIMDTypes
   2127.6 ms  ✓ Requires
   4302.0 ms  ✓ FillArrays
   2299.7 ms  ✓ EnumX
   2601.2 ms  ✓ Compat
   2687.7 ms  ✓ OrderedCollections
   5086.2 ms  ✓ GenericSchur
   3206.2 ms  ✓ Preferences
   2699.0 ms  ✓ DocStringExtensions
   1898.2 ms  ✓ CompositionsBase
   1990.4 ms  ✓ FastPower
   1736.6 ms  ✓ IfElse
   1835.3 ms  ✓ CommonWorldInvalidations
   1998.5 ms  ✓ FastClosures
   2378.5 ms  ✓ ConstructionBase
   1809.4 ms  ✓ SciMLPublic
   3198.7 ms  ✓ CpuId
   2284.1 ms  ✓ StaticArraysCore
   2808.3 ms  ✓ LoggingExtras
   3306.6 ms  ✓ EnzymeCore
   2502.4 ms  ✓ JLLWrappers
   2503.0 ms  ✓ RuntimeGeneratedFunctions
   2363.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8390.9 ms  ✓ ExproniconLite
   1906.8 ms  ✓ FunctionWrappersWrappers
   8672.9 ms  ✓ Distributed
   5891.5 ms  ✓ IrrationalConstants
   2303.7 ms  ✓ Adapt
   2201.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2321.0 ms  ✓ NaNMath
   2714.1 ms  ✓ SciMLLogging
   2003.5 ms  ✓ PrecompileTools
   2199.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2119.5 ms  ✓ DiffResults
   2200.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2691.0 ms  ✓ IntelOpenMP_jll
   4662.4 ms  ✓ ThreadingUtilities
   5001.7 ms  ✓ DifferentiationInterface
   2699.1 ms  ✓ oneTBB_jll
   9870.2 ms  ✓ MacroTools
   2212.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2486.8 ms  ✓ OpenSpecFun_jll
   2504.9 ms  ✓ EnzymeCore → AdaptExt
   2902.0 ms  ✓ GPUArraysCore
   3595.7 ms  ✓ LogExpFunctions
   3699.5 ms  ✓ ArrayInterface
   2297.6 ms  ✓ TruncatedStacktraces
   2211.6 ms  ✓ CommonSubexpressions
   2423.4 ms  ✓ MKL_jll
   2602.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8713.8 ms  ✓ TimerOutputs
   3880.4 ms  ✓ Static
   8079.2 ms  ✓ DataStructures
   2106.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1999.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
