nice: cannot set niceness: Permission denied
Precompiling packages...
   1888.6 ms  ✓ LazyArtifacts
   1878.1 ms  ✓ CommonSolve
   1905.9 ms  ✓ IteratorInterfaceExtensions
   1989.5 ms  ✓ ConcreteStructs
   1997.6 ms  ✓ MuladdMacro
   2080.3 ms  ✓ OpenLibm_jll
   2105.5 ms  ✓ ExprTools
   2167.0 ms  ✓ CompilerSupportLibraries_jll
   2391.2 ms  ✓ InverseFunctions
   2376.4 ms  ✓ SuiteSparse_jll
   3099.2 ms  ✓ ADTypes
   3858.0 ms  ✓ FunctionWrappers
   1906.9 ms  ✓ ManualMemory
   1701.5 ms  ✓ Reexport
   1886.5 ms  ✓ EnumX
   1685.5 ms  ✓ SIMDTypes
   2417.5 ms  ✓ Requires
   4499.6 ms  ✓ FillArrays
   2601.4 ms  ✓ Compat
   2905.0 ms  ✓ OrderedCollections
   2598.8 ms  ✓ DocStringExtensions
   5001.2 ms  ✓ GenericSchur
   3186.1 ms  ✓ Preferences
   1981.0 ms  ✓ CompositionsBase
   1899.9 ms  ✓ FastPower
   1903.7 ms  ✓ IfElse
   2107.7 ms  ✓ FastClosures
   1786.2 ms  ✓ SciMLPublic
   2291.8 ms  ✓ Adapt
   2306.5 ms  ✓ ConstructionBase
   3008.3 ms  ✓ CpuId
   3220.0 ms  ✓ EnzymeCore
   2409.7 ms  ✓ LoggingExtras
   2220.3 ms  ✓ StaticArraysCore
   2402.6 ms  ✓ NaNMath
   1970.3 ms  ✓ RuntimeGeneratedFunctions
   7962.7 ms  ✓ Distributed
   2410.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8583.8 ms  ✓ ExproniconLite
   5685.0 ms  ✓ IrrationalConstants
   1989.5 ms  ✓ CommonWorldInvalidations
   2095.9 ms  ✓ FunctionWrappersWrappers
   1991.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2011.2 ms  ✓ PrecompileTools
   2507.4 ms  ✓ SciMLLogging
   2440.6 ms  ✓ ArrayInterface
   2297.5 ms  ✓ GPUArraysCore
   1897.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2013.0 ms  ✓ EnzymeCore → AdaptExt
   2020.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2113.4 ms  ✓ JLLWrappers
   2199.2 ms  ✓ DiffResults
   4296.5 ms  ✓ ThreadingUtilities
