nice: cannot set niceness: Permission denied
Precompiling packages...
   1962.5 ms  ✓ LazyArtifacts
   1972.0 ms  ✓ ConcreteStructs
   1965.7 ms  ✓ UnPack
   2120.6 ms  ✓ SimpleUnPack
   2046.6 ms  ✓ IteratorInterfaceExtensions
   2022.7 ms  ✓ CommonSolve
   2059.4 ms  ✓ MuladdMacro
   2152.4 ms  ✓ OpenLibm_jll
   2253.6 ms  ✓ ExprTools
   2412.5 ms  ✓ CompilerSupportLibraries_jll
   2426.5 ms  ✓ InverseFunctions
   3164.4 ms  ✓ ADTypes
   3967.7 ms  ✓ FunctionWrappers
   2097.0 ms  ✓ ManualMemory
   1711.5 ms  ✓ SIMDTypes
   2006.8 ms  ✓ EnumX
   2300.1 ms  ✓ SuiteSparse_jll
   1906.1 ms  ✓ Reexport
   2286.0 ms  ✓ Requires
   4535.0 ms  ✓ FillArrays
   2608.7 ms  ✓ OrderedCollections
   2895.0 ms  ✓ Compat
   5128.8 ms  ✓ GenericSchur
   3293.7 ms  ✓ Preferences
   2871.8 ms  ✓ DocStringExtensions
   1901.8 ms  ✓ CompositionsBase
   1974.8 ms  ✓ FastPower
   1893.2 ms  ✓ IfElse
   1925.4 ms  ✓ CommonWorldInvalidations
   2095.2 ms  ✓ FastClosures
   2499.2 ms  ✓ ConstructionBase
   1901.9 ms  ✓ SciMLPublic
   3100.9 ms  ✓ CpuId
   2593.7 ms  ✓ LoggingExtras
   3201.1 ms  ✓ EnzymeCore
   2221.0 ms  ✓ StaticArraysCore
   2020.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2299.8 ms  ✓ RuntimeGeneratedFunctions
   2327.2 ms  ✓ NaNMath
   8536.8 ms  ✓ ExproniconLite
   2320.1 ms  ✓ FunctionWrappersWrappers
   2198.9 ms  ✓ Adapt
   1808.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2594.9 ms  ✓ JLLWrappers
   1902.3 ms  ✓ PrecompileTools
   8388.3 ms  ✓ Distributed
   6476.5 ms  ✓ IrrationalConstants
   2218.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4100.5 ms  ✓ ThreadingUtilities
   2689.8 ms  ✓ Compat → CompatLinearAlgebraExt
   3695.7 ms  ✓ SciMLLogging
   2091.3 ms  ✓ DiffResults
   5273.8 ms  ✓ DifferentiationInterface
   9913.9 ms  ✓ MacroTools
   2580.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2187.3 ms  ✓ EnzymeCore → AdaptExt
   2621.4 ms  ✓ GPUArraysCore
   2821.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3289.9 ms  ✓ ArrayInterface
   2918.6 ms  ✓ oneTBB_jll
   2995.4 ms  ✓ OpenSpecFun_jll
   3396.8 ms  ✓ IntelOpenMP_jll
   8922.6 ms  ✓ TimerOutputs
   3113.3 ms  ✓ LogExpFunctions
   2793.6 ms  ✓ TruncatedStacktraces
   2493.2 ms  ✓ CommonSubexpressions
   7904.1 ms  ✓ DataStructures
   4099.0 ms  ✓ Static
   2092.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2400.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2293.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2373.1 ms  ✓ SciMLStructures
   2105.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2589.9 ms  ✓ MKL_jll
   1894.2 ms  ✓ BitTwiddlingConvenienceFunctions
   6610.9 ms  ✓ RecipesBase
   5825.0 ms  ✓ ChainRulesCore
   3989.2 ms  ✓ MaybeInplace
   7997.7 ms  ✓ Jieko
   5090.4 ms  ✓ Setfield
   3411.7 ms  ✓ PreallocationTools
   1281.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1377.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   2786.3 ms  ✓ CPUSummary
   1605.5 ms  ✓ FiniteDiff
   7107.5 ms  ✓ Accessors
   3201.8 ms  ✓ StaticArrayInterface
   1398.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  13619.6 ms  ✓ SparseArrays
   1919.6 ms  ✓ PolyesterWeave
   2093.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   4014.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1707.8 ms  ✓ CloseOpenIntervals
   1890.2 ms  ✓ Accessors → LinearAlgebraExt
   2001.0 ms  ✓ LayoutPointers
   1917.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2014.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2304.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2467.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2482.3 ms  ✓ Statistics
   1114.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2098.9 ms  ✓ StrideArraysCore
   8922.8 ms  ✓ SpecialFunctions
   1814.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1799.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1901.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3327.2 ms  ✓ SymbolicIndexingInterface
   1584.2 ms  ✓ DiffRules
   3908.0 ms  ✓ SciMLOperators
   1720.5 ms  ✓ Polyester
   1291.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1380.9 ms  ✓ FastBroadcast
   1723.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3686.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3122.8 ms  ✓ RecursiveArrayTools
  18960.4 ms  ✓ StaticArrays
   2073.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1850.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1994.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2118.1 ms  ✓ Adapt → AdaptStaticArraysExt
   2216.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2730.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3084.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2604.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   2779.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2793.4 ms  ✓ Accessors → StaticArraysExt
   8919.6 ms  ✓ ForwardDiff
   5690.5 ms  ✓ FastGaussQuadrature
   2802.3 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  17519.0 ms  ✓ SparseMatrixColorings
   2928.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3297.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3491.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   3902.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  21635.9 ms  ✓ Moshi
  19207.8 ms  ✓ Krylov
   1707.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1735.0 ms  ✓ NLSolversBase
    676.3 ms  ✓ LineSearches
   5775.5 ms  ✓ SciMLBase
    998.0 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1039.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1309.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  16776.7 ms  ✓ ArrayLayouts
   1962.0 ms  ✓ DiffEqBase
    878.5 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    794.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1858.9 ms  ✓ SciMLJacobianOperators
   1438.0 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1537.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2569.7 ms  ✓ LazyArrays
   1612.6 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   3694.2 ms  ✓ LineSearch
   3934.9 ms  ✓ OrdinaryDiffEqCore
   2629.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
   2600.6 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  11679.0 ms  ✓ NonlinearSolveBase
   9698.1 ms  ✓ OrdinaryDiffEqQPRK
  10387.6 ms  ✓ OrdinaryDiffEqSymplecticRK
  11188.7 ms  ✓ OrdinaryDiffEqFunctionMap
  11891.0 ms  ✓ OrdinaryDiffEqPRK
  11897.0 ms  ✓ OrdinaryDiffEqRKN
  12806.9 ms  ✓ OrdinaryDiffEqExplicitRK
  13111.3 ms  ✓ OrdinaryDiffEqSSPRK
  13121.7 ms  ✓ OrdinaryDiffEqFeagin
  13708.2 ms  ✓ OrdinaryDiffEqStabilizedRK
   4020.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  14295.9 ms  ✓ OrdinaryDiffEqHighOrderRK
  46297.6 ms  ✓ ExponentialUtilities
  15393.9 ms  ✓ OrdinaryDiffEqLowOrderRK
   2872.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
