nice: cannot set niceness: Permission denied
Precompiling packages...
   1512.1 ms  ✓ UUIDs
   1589.5 ms  ✓ MozillaCACerts_jll
   1629.3 ms  ✓ OpenSSL_jll
   1619.9 ms  ✓ Logging
   1690.0 ms  ✓ nghttp2_jll
   1694.3 ms  ✓ NetworkOptions
   1698.3 ms  ✓ Zlib_jll
   1716.9 ms  ✓ Unicode
   1786.0 ms  ✓ CompilerSupportLibraries_jll
   1793.9 ms  ✓ Base64
    539.8 ms  ✓ LibSSH2_jll
    558.6 ms  ✓ p7zip_jll
    677.5 ms  ✓ Printf
    502.0 ms  ✓ LibCURL_jll
    505.5 ms  ✓ LibGit2_jll
   3191.4 ms  ✓ ArgTools
    773.2 ms  ✓ LibCURL
    630.4 ms  ✓ Tar
   2950.5 ms  ✓ Dates
   3048.5 ms  ✓ LibGit2
    438.7 ms  ✓ TOML
   2984.8 ms  ✓ Downloads
   9214.2 ms  ✓ StyledStrings
   1675.3 ms  ✓ JuliaSyntaxHighlighting
   3708.2 ms  ✓ Markdown
  45810.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 60 seconds
Precompiling packages...
   2445.5 ms  ✓ IteratorInterfaceExtensions
   2455.7 ms  ✓ CommonSolve
   2470.1 ms  ✓ Future
   2579.4 ms  ✓ ConcreteStructs
   2584.6 ms  ✓ MuladdMacro
   2781.4 ms  ✓ ExprTools
   2775.1 ms  ✓ OpenLibm_jll
   3178.5 ms  ✓ SuiteSparse_jll
   3274.2 ms  ✓ InverseFunctions
   3473.9 ms  ✓ Statistics
   4168.4 ms  ✓ Serialization
   4576.3 ms  ✓ ADTypes
   2498.3 ms  ✓ Reexport
   2704.8 ms  ✓ EnumX
   2505.9 ms  ✓ SIMDTypes
   2845.2 ms  ✓ ManualMemory
   5292.1 ms  ✓ FillArrays
   2593.2 ms  ✓ FastPower
   2801.4 ms  ✓ CompositionsBase
   2602.1 ms  ✓ IfElse
   4718.5 ms  ✓ Requires
   2513.7 ms  ✓ CommonWorldInvalidations
   2684.3 ms  ✓ FastClosures
   3906.0 ms  ✓ EnzymeCore
   2885.5 ms  ✓ StaticArraysCore
   3194.4 ms  ✓ SciMLPublic
   3499.4 ms  ✓ LoggingExtras
  11286.9 ms  ✓ FunctionWrappers
   4483.1 ms  ✓ CpuId
   3885.7 ms  ✓ Preferences
   3378.1 ms  ✓ DocStringExtensions
   2587.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6212.8 ms  ✓ GenericSchur
