nice: cannot set niceness: Permission denied
Precompiling packages...
   1960.1 ms  ✓ IteratorInterfaceExtensions
   1970.2 ms  ✓ LazyArtifacts
   2021.7 ms  ✓ CommonSolve
   2062.2 ms  ✓ MuladdMacro
   2066.2 ms  ✓ ExprTools
   2046.4 ms  ✓ CompilerSupportLibraries_jll
   2138.1 ms  ✓ ConcreteStructs
   2256.1 ms  ✓ OpenLibm_jll
   2346.2 ms  ✓ InverseFunctions
   2436.9 ms  ✓ SuiteSparse_jll
   3061.1 ms  ✓ ADTypes
   3807.4 ms  ✓ FunctionWrappers
   1818.0 ms  ✓ EnumX
   1928.7 ms  ✓ ManualMemory
   1987.0 ms  ✓ RuntimeGeneratedFunctions
   1805.0 ms  ✓ SIMDTypes
   1907.2 ms  ✓ Reexport
   4664.4 ms  ✓ FillArrays
   2774.1 ms  ✓ Compat
   2968.3 ms  ✓ OrderedCollections
   2771.9 ms  ✓ DocStringExtensions
   5231.4 ms  ✓ GenericSchur
   3216.4 ms  ✓ Preferences
   1894.0 ms  ✓ CompositionsBase
   1796.3 ms  ✓ FastPower
   1904.5 ms  ✓ IfElse
   2286.9 ms  ✓ ConstructionBase
   1896.7 ms  ✓ CommonWorldInvalidations
   1830.4 ms  ✓ FastClosures
   2987.8 ms  ✓ CpuId
   2120.0 ms  ✓ SciMLPublic
   3313.3 ms  ✓ EnzymeCore
   2326.4 ms  ✓ StaticArraysCore
   2624.0 ms  ✓ LoggingExtras
   2469.5 ms  ✓ Requires
   2311.0 ms  ✓ NaNMath
   2174.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8337.0 ms  ✓ ExproniconLite
   8616.0 ms  ✓ Distributed
   1991.1 ms  ✓ FunctionWrappersWrappers
   6077.0 ms  ✓ IrrationalConstants
   2315.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2098.7 ms  ✓ PrecompileTools
   2394.0 ms  ✓ JLLWrappers
   1899.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2027.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1922.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2521.1 ms  ✓ DiffResults
   2599.1 ms  ✓ SciMLLogging
   4402.0 ms  ✓ ThreadingUtilities
   2227.1 ms  ✓ Adapt
   5770.4 ms  ✓ DifferentiationInterface
  10481.3 ms  ✓ MacroTools
   3097.0 ms  ✓ LogExpFunctions
   8098.7 ms  ✓ TimerOutputs
   2404.6 ms  ✓ IntelOpenMP_jll
   2713.5 ms  ✓ oneTBB_jll
   2675.2 ms  ✓ OpenSpecFun_jll
   2798.2 ms  ✓ ArrayInterface
   3995.6 ms  ✓ Static
   1912.9 ms  ✓ EnzymeCore → AdaptExt
   2224.4 ms  ✓ GPUArraysCore
   2012.4 ms  ✓ TruncatedStacktraces
   7794.1 ms  ✓ DataStructures
   5600.4 ms  ✓ ChainRulesCore
   2395.1 ms  ✓ CommonSubexpressions
   6089.0 ms  ✓ RecipesBase
   1994.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1910.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2598.2 ms  ✓ MKL_jll
   1899.6 ms  ✓ BitTwiddlingConvenienceFunctions
   2703.8 ms  ✓ SciMLStructures
   3394.9 ms  ✓ MaybeInplace
   1794.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8439.1 ms  ✓ Jieko
   4989.5 ms  ✓ Setfield
   2101.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2326.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1808.6 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3513.8 ms  ✓ CPUSummary
   4294.2 ms  ✓ PreallocationTools
   1506.2 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3504329] waiting for IO to finish:
