nice: cannot set niceness: Permission denied
Precompiling packages...
    404.3 ms  ✓ CommonSolve
    407.0 ms  ✓ Reexport
    539.0 ms  ✓ ConstructionBase
    590.4 ms  ✓ StaticArraysCore
    605.7 ms  ✓ Statistics
   1392.4 ms  ✓ IrrationalConstants
    933.2 ms  ✓ SuiteSparse_jll
    463.1 ms  ✓ IfElse
    771.9 ms  ✓ EnzymeCore
    499.9 ms  ✓ ManualMemory
    437.3 ms  ✓ CommonWorldInvalidations
    424.1 ms  ✓ Future
    854.6 ms  ✓ SciMLPublic
    443.2 ms  ✓ FastPower
    445.6 ms  ✓ CompositionsBase
    511.1 ms  ✓ InverseFunctions
    465.6 ms  ✓ MuladdMacro
    473.3 ms  ✓ EnumX
    671.9 ms  ✓ OpenLibm_jll
   2175.4 ms  ✓ ExproniconLite
    465.8 ms  ✓ ExprTools
    442.5 ms  ✓ ConcreteStructs
   1098.1 ms  ✓ FillArrays
    657.6 ms  ✓ OrderedCollections
    693.2 ms  ✓ ADTypes
    776.0 ms  ✓ Serialization
    708.7 ms  ✓ DocStringExtensions
    565.1 ms  ✓ FastClosures
    517.4 ms  ✓ SIMDTypes
    526.4 ms  ✓ IteratorInterfaceExtensions
   5677.0 ms  ✓ MacroTools
    723.4 ms  ✓ Requires
    759.3 ms  ✓ CpuId
   1241.4 ms  ✓ GenericSchur
    556.3 ms  ✓ LoggingExtras
    575.5 ms  ✓ Compat
   1400.0 ms  ✓ InteractiveUtils
    558.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3883.6 ms  ✓ FunctionWrappers
    523.8 ms  ✓ DiffResults
    983.9 ms  ✓ LazyArtifacts
    422.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    438.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    542.6 ms  ✓ NaNMath
   1203.0 ms  ✓ ThreadingUtilities
   2243.4 ms  ✓ Preferences
    510.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    415.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    408.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1144.2 ms  ✓ DifferentiationInterface
   2015.7 ms  ✓ Jieko
   1833.3 ms  ✓ DataStructures
    461.0 ms  ✓ RuntimeGeneratedFunctions
    590.1 ms  ✓ CommonSubexpressions
    715.4 ms  ✓ LogExpFunctions
    602.7 ms  ✓ Adapt
    534.3 ms  ✓ Compat → CompatLinearAlgebraExt
   4200.2 ms  ✓ TimerOutputs
    550.5 ms  ✓ FunctionWrappersWrappers
   2892.6 ms  ✓ Distributed
    465.3 ms  ✓ PrecompileTools
    546.1 ms  ✓ JLLWrappers
   1584.0 ms  ✓ Setfield
    632.7 ms  ✓ SciMLLogging
    593.6 ms  ✓ TruncatedStacktraces
    433.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    602.5 ms  ✓ ArrayInterface
    593.6 ms  ✓ GPUArraysCore
   4556.7 ms  ✓ SparseArrays
    479.9 ms  ✓ EnzymeCore → AdaptExt
   2613.2 ms  ✓ Accessors
   1477.2 ms  ✓ ChainRulesCore
   1964.0 ms  ✓ RecipesBase
    725.2 ms  ✓ OpenSpecFun_jll
   1064.5 ms  ✓ IntelOpenMP_jll
   1120.6 ms  ✓ oneTBB_jll
    419.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    704.5 ms  ✓ MaybeInplace
    654.3 ms  ✓ SciMLStructures
    414.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    415.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1308.3 ms  ✓ PreallocationTools
    583.9 ms  ✓ Statistics → SparseArraysExt
    753.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
    699.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    693.9 ms  ✓ Adapt → AdaptSparseArraysExt
  10211.6 ms  ✓ Moshi
    558.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    583.4 ms  ✓ Accessors → LinearAlgebraExt
    695.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    564.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    500.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    517.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   7811.4 ms  ✓ Krylov
    549.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1482.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  15492.9 ms  ✓ StaticArrays
   1781.6 ms  ✓ MKL_jll
    816.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    997.8 ms  ✓ FiniteDiff
   3553.6 ms  ✓ SpecialFunctions
  10323.2 ms  ✓ SparseMatrixColorings
   1437.8 ms  ✓ SymbolicIndexingInterface
   2228.2 ms  ✓ SciMLOperators
    734.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    787.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    764.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    802.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
    713.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    702.9 ms  ✓ Adapt → AdaptStaticArraysExt
    765.1 ms  ✓ Accessors → StaticArraysExt
    716.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    710.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    623.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    729.0 ms  ✓ DiffRules
   1904.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1650.1 ms  ✓ FastGaussQuadrature
    953.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    572.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    741.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    882.6 ms  ✓ NLSolversBase
    893.1 ms  ✓ LineSearches
  25770.9 ms  ✓ Static
    581.5 ms  ✓ BitTwiddlingConvenienceFunctions
   1192.8 ms  ✓ CPUSummary
   4844.6 ms  ✓ RecursiveArrayTools
   4001.6 ms  ✓ ForwardDiff
    719.6 ms  ✓ PolyesterWeave
    757.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    565.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    508.6 ms  ✓ FastPower → FastPowerForwardDiffExt
    677.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    690.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    595.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1121.7 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   9493.3 ms  ✓ SciMLBase
   1194.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
  13018.2 ms  ✓ StaticArrayInterface
   1418.3 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1640.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    661.0 ms  ✓ CloseOpenIntervals
    809.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    738.5 ms  ✓ LayoutPointers
    823.3 ms  ✓ StrideArraysCore
    713.4 ms  ✓ Polyester
   2850.6 ms  ✓ SciMLJacobianOperators
    831.5 ms  ✓ FastBroadcast
    847.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  28513.5 ms  ✓ ExponentialUtilities
   4179.2 ms  ✓ LineSearch
   1744.0 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    726.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   5640.9 ms  ✓ NonlinearSolveBase
    902.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
    908.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1342.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1350.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1349.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  10435.4 ms  ✓ LinearSolve
   1689.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3996.9 ms  ✓ BracketingNonlinearSolve
   2915.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1148.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
    937.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2636.6 ms  ✓ DiffEqBase
   5218.8 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1039.8 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1372.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1282.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1769.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   3865.8 ms  ✓ OrdinaryDiffEqCore
   1397.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  14566.1 ms  ✓ NonlinearSolveSpectralMethods
   2590.1 ms  ✓ OrdinaryDiffEqStabilizedRK
   1647.8 ms  ✓ OrdinaryDiffEqFunctionMap
   1952.1 ms  ✓ OrdinaryDiffEqQPRK
  13765.3 ms  ✓ SimpleNonlinearSolve
   2129.0 ms  ✓ OrdinaryDiffEqSymplecticRK
   3260.4 ms  ✓ OrdinaryDiffEqLowOrderRK
   2407.2 ms  ✓ OrdinaryDiffEqFeagin
   2547.4 ms  ✓ OrdinaryDiffEqRKN
   4034.6 ms  ✓ OrdinaryDiffEqSSPRK
   2452.9 ms  ✓ OrdinaryDiffEqHighOrderRK
   2428.7 ms  ✓ OrdinaryDiffEqExplicitRK
   2206.8 ms  ✓ OrdinaryDiffEqPRK
   5691.5 ms  ✓ OrdinaryDiffEqLowStorageRK
   4341.0 ms  ✓ OrdinaryDiffEqLinear
  33378.8 ms  ✓ NonlinearSolveQuasiNewton
   1637.3 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1672.7 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  18174.2 ms  ✓ OrdinaryDiffEqTsit5
   6028.8 ms  ✓ OrdinaryDiffEqDifferentiation
  38459.5 ms  ✓ NonlinearSolveFirstOrder
   3413.5 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2535.5 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   2185.6 ms  ✓ OrdinaryDiffEqNordsieck
   2306.3 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   5549.1 ms  ✓ OrdinaryDiffEqExponentialRK
   5806.0 ms  ✓ OrdinaryDiffEqExtrapolation
  42504.2 ms  ✓ OrdinaryDiffEqVerner
  14331.4 ms  ✓ NonlinearSolve
   3504.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3840.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3866.9 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4209.3 ms  ✓ OrdinaryDiffEqPDIRK
   5155.0 ms  ✓ OrdinaryDiffEqSDIRK
  27807.0 ms  ✓ OrdinaryDiffEqRosenbrock
  18194.1 ms  ✓ OrdinaryDiffEqFIRK
  17345.7 ms  ✓ OrdinaryDiffEqBDF
  25334.7 ms  ✓ OrdinaryDiffEqDefault
   3826.0 ms  ✓ OrdinaryDiffEq
  211 dependencies successfully precompiled in 182 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 762.26
	System time (seconds): 48.08
	Percent of CPU this job got: 294%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:35.55
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2843312
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 929
	Minor (reclaiming a frame) page faults: 17413749
	Voluntary context switches: 39192
	Involuntary context switches: 21141
	Swaps: 0
	File system inputs: 6616
	File system outputs: 1607704
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
