nice: cannot set niceness: Permission denied
Precompiling packages...
    400.5 ms  ✓ CommonSolve
    406.0 ms  ✓ Reexport
    552.5 ms  ✓ ConstructionBase
    505.8 ms  ✓ StaticArraysCore
    592.3 ms  ✓ Statistics
   1356.7 ms  ✓ IrrationalConstants
    891.3 ms  ✓ SuiteSparse_jll
    476.5 ms  ✓ IfElse
    762.5 ms  ✓ EnzymeCore
    507.9 ms  ✓ ManualMemory
    423.6 ms  ✓ CommonWorldInvalidations
    837.4 ms  ✓ SciMLPublic
    423.5 ms  ✓ Future
    445.1 ms  ✓ FastPower
    452.4 ms  ✓ CompositionsBase
    530.8 ms  ✓ InverseFunctions
    452.0 ms  ✓ MuladdMacro
    470.4 ms  ✓ EnumX
    692.5 ms  ✓ OpenLibm_jll
   2185.9 ms  ✓ ExproniconLite
    494.8 ms  ✓ ExprTools
    468.2 ms  ✓ ConcreteStructs
   1104.2 ms  ✓ FillArrays
    638.8 ms  ✓ OrderedCollections
    758.4 ms  ✓ ADTypes
    782.5 ms  ✓ Serialization
    736.2 ms  ✓ DocStringExtensions
    542.5 ms  ✓ FastClosures
    519.5 ms  ✓ SIMDTypes
   5496.9 ms  ✓ MacroTools
    510.3 ms  ✓ IteratorInterfaceExtensions
    744.7 ms  ✓ Requires
    748.6 ms  ✓ CpuId
   1205.8 ms  ✓ GenericSchur
    544.7 ms  ✓ LoggingExtras
   1249.4 ms  ✓ InteractiveUtils
    633.2 ms  ✓ Compat
    556.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    526.3 ms  ✓ DiffResults
   3878.2 ms  ✓ FunctionWrappers
    987.4 ms  ✓ LazyArtifacts
    452.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    445.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    530.3 ms  ✓ NaNMath
   1180.9 ms  ✓ ThreadingUtilities
   2128.6 ms  ✓ Preferences
    529.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    420.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    420.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1999.7 ms  ✓ Jieko
   1114.0 ms  ✓ DifferentiationInterface
   1813.1 ms  ✓ DataStructures
    686.5 ms  ✓ LogExpFunctions
    647.9 ms  ✓ CommonSubexpressions
   4047.0 ms  ✓ TimerOutputs
   2822.3 ms  ✓ Distributed
    608.7 ms  ✓ Adapt
    492.3 ms  ✓ Compat → CompatLinearAlgebraExt
    420.4 ms  ✓ FunctionWrappersWrappers
    446.2 ms  ✓ PrecompileTools
   1397.5 ms  ✓ Setfield
    582.0 ms  ✓ JLLWrappers
   4414.9 ms  ✓ SparseArrays
    616.0 ms  ✓ SciMLLogging
    566.8 ms  ✓ TruncatedStacktraces
    439.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    489.1 ms  ✓ RuntimeGeneratedFunctions
    656.4 ms  ✓ ArrayInterface
   2556.9 ms  ✓ Accessors
    489.0 ms  ✓ EnzymeCore → AdaptExt
    676.8 ms  ✓ GPUArraysCore
   1426.3 ms  ✓ ChainRulesCore
    662.9 ms  ✓ OpenSpecFun_jll
   1946.7 ms  ✓ RecipesBase
   1326.7 ms  ✓ IntelOpenMP_jll
   1423.5 ms  ✓ oneTBB_jll
    695.9 ms  ✓ Statistics → SparseArraysExt
    792.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
  10543.0 ms  ✓ Moshi
    615.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    570.2 ms  ✓ Adapt → AdaptSparseArraysExt
    417.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    688.7 ms  ✓ MaybeInplace
    574.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    626.5 ms  ✓ SciMLStructures
   1348.8 ms  ✓ PreallocationTools
    616.1 ms  ✓ Accessors → LinearAlgebraExt
   7093.9 ms  ✓ Krylov
    527.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    520.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    759.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
