nice: cannot set niceness: Permission denied
Precompiling packages...
   1900.2 ms  ✓ LazyArtifacts
   1878.5 ms  ✓ CommonSolve
   1912.2 ms  ✓ IteratorInterfaceExtensions
   1914.6 ms  ✓ ConcreteStructs
   2010.4 ms  ✓ MuladdMacro
   2102.2 ms  ✓ ExprTools
   2099.8 ms  ✓ OpenLibm_jll
   2167.7 ms  ✓ CompilerSupportLibraries_jll
   2199.1 ms  ✓ InverseFunctions
   2360.1 ms  ✓ SuiteSparse_jll
   3107.1 ms  ✓ ADTypes
   3662.1 ms  ✓ FunctionWrappers
   1983.3 ms  ✓ ManualMemory
   1891.0 ms  ✓ EnumX
   1803.4 ms  ✓ Reexport
   2100.0 ms  ✓ Requires
   1998.6 ms  ✓ SIMDTypes
   4490.7 ms  ✓ FillArrays
   2508.1 ms  ✓ Compat
   2791.6 ms  ✓ OrderedCollections
   4879.5 ms  ✓ GenericSchur
   3083.9 ms  ✓ Preferences
   3003.3 ms  ✓ DocStringExtensions
   1972.0 ms  ✓ CompositionsBase
   1909.3 ms  ✓ FastPower
   1896.5 ms  ✓ IfElse
   1798.7 ms  ✓ FastClosures
   1815.8 ms  ✓ CommonWorldInvalidations
   2286.2 ms  ✓ ConstructionBase
   2868.7 ms  ✓ CpuId
   2301.6 ms  ✓ SciMLPublic
   2206.8 ms  ✓ StaticArraysCore
   2497.0 ms  ✓ LoggingExtras
   3394.0 ms  ✓ EnzymeCore
   2096.0 ms  ✓ RuntimeGeneratedFunctions
   2101.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2463.8 ms  ✓ NaNMath
   8297.1 ms  ✓ ExproniconLite
   8334.2 ms  ✓ Distributed
   2074.4 ms  ✓ FunctionWrappersWrappers
   5598.6 ms  ✓ IrrationalConstants
   2114.7 ms  ✓ Adapt
   2185.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2193.0 ms  ✓ PrecompileTools
   2602.9 ms  ✓ JLLWrappers
   2091.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2100.7 ms  ✓ DiffResults
   2039.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2602.5 ms  ✓ SciMLLogging
   2438.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4518.8 ms  ✓ ThreadingUtilities
   5156.8 ms  ✓ DifferentiationInterface
   1962.3 ms  ✓ EnzymeCore → AdaptExt
   2504.5 ms  ✓ GPUArraysCore
  10688.7 ms  ✓ MacroTools
   3377.9 ms  ✓ LogExpFunctions
   3403.5 ms  ✓ ArrayInterface
   2884.4 ms  ✓ IntelOpenMP_jll
   2524.4 ms  ✓ OpenSpecFun_jll
   2696.9 ms  ✓ oneTBB_jll
   8941.2 ms  ✓ TimerOutputs
   3797.9 ms  ✓ Static
   2700.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2382.3 ms  ✓ CommonSubexpressions
   3237.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2891.0 ms  ✓ TruncatedStacktraces
   8413.6 ms  ✓ DataStructures
   5987.9 ms  ✓ ChainRulesCore
   2416.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2196.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7960.2 ms  ✓ Jieko
   2000.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6798.3 ms  ✓ RecipesBase
   3599.2 ms  ✓ MaybeInplace
   1994.0 ms  ✓ BitTwiddlingConvenienceFunctions
   3111.2 ms  ✓ SciMLStructures
   5388.7 ms  ✓ Setfield
   2808.8 ms  ✓ MKL_jll
   1893.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2042.9 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1703.3 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3212.6 ms  ✓ CPUSummary
   4431.2 ms  ✓ PreallocationTools
   1113.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1716.8 ms  ✓ FiniteDiff
   3787.5 ms  ✓ StaticArrayInterface
  14011.2 ms  ✓ SparseArrays
   4082.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7215.2 ms  ✓ Accessors
   1809.0 ms  ✓ PolyesterWeave
   2000.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1816.3 ms  ✓ CloseOpenIntervals
   2114.0 ms  ✓ LayoutPointers
   2206.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2291.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2304.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1710.7 ms  ✓ Accessors → LinearAlgebraExt
   2613.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2698.7 ms  ✓ Statistics
   8598.4 ms  ✓ SpecialFunctions
   2098.2 ms  ✓ NLSolversBase
   1613.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1802.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2583.2 ms  ✓ StrideArraysCore
   1906.0 ms  ✓ DiffRules
   1697.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1700.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2289.2 ms  ✓ LineSearches
   3575.0 ms  ✓ SymbolicIndexingInterface
   1630.4 ms  ✓ Polyester
   4296.2 ms  ✓ SciMLOperators
   1365.5 ms  ✓ FastBroadcast
   4205.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1079.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1480.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  19946.4 ms  ✓ StaticArrays
