nice: cannot set niceness: Permission denied
Precompiling packages...
   1883.8 ms  ✓ CommonSolve
   1920.1 ms  ✓ IteratorInterfaceExtensions
   1961.6 ms  ✓ UnPack
   1963.8 ms  ✓ LazyArtifacts
   2112.2 ms  ✓ SimpleUnPack
   2021.2 ms  ✓ ConcreteStructs
   2029.2 ms  ✓ MuladdMacro
   2201.9 ms  ✓ ExprTools
   2201.6 ms  ✓ OpenLibm_jll
   2282.1 ms  ✓ CompilerSupportLibraries_jll
   2298.3 ms  ✓ InverseFunctions
   3111.1 ms  ✓ ADTypes
   3666.0 ms  ✓ FunctionWrappers
   2009.9 ms  ✓ ManualMemory
   2191.4 ms  ✓ SuiteSparse_jll
   1912.0 ms  ✓ EnumX
   1808.1 ms  ✓ Reexport
   1802.0 ms  ✓ SIMDTypes
   4415.6 ms  ✓ FillArrays
   2322.9 ms  ✓ Requires
   4792.2 ms  ✓ GenericSchur
   2795.6 ms  ✓ Compat
   2760.7 ms  ✓ OrderedCollections
   3116.5 ms  ✓ Preferences
   2698.2 ms  ✓ DocStringExtensions
   1796.9 ms  ✓ FastPower
   1756.9 ms  ✓ IfElse
   1911.0 ms  ✓ CompositionsBase
   1938.0 ms  ✓ CommonWorldInvalidations
   1796.0 ms  ✓ FastClosures
   1798.9 ms  ✓ SciMLPublic
   2343.3 ms  ✓ ConstructionBase
   2899.6 ms  ✓ CpuId
   2904.5 ms  ✓ EnzymeCore
   2596.1 ms  ✓ LoggingExtras
   2388.9 ms  ✓ StaticArraysCore
   2203.5 ms  ✓ RuntimeGeneratedFunctions
   8022.4 ms  ✓ ExproniconLite
   2199.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2297.1 ms  ✓ NaNMath
   1950.2 ms  ✓ FunctionWrappersWrappers
   2078.3 ms  ✓ Compat → CompatLinearAlgebraExt
   5551.6 ms  ✓ IrrationalConstants
   2397.1 ms  ✓ Adapt
   2214.5 ms  ✓ JLLWrappers
   7991.4 ms  ✓ Distributed
   1901.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2303.4 ms  ✓ PrecompileTools
   2488.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2488.5 ms  ✓ SciMLLogging
   2662.2 ms  ✓ DiffResults
   4788.6 ms  ✓ ThreadingUtilities
   2201.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4958.0 ms  ✓ DifferentiationInterface
   2489.5 ms  ✓ GPUArraysCore
  10551.7 ms  ✓ MacroTools
   2893.6 ms  ✓ ArrayInterface
   2480.9 ms  ✓ EnzymeCore → AdaptExt
   2594.7 ms  ✓ IntelOpenMP_jll
   3551.0 ms  ✓ LogExpFunctions
   2411.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2737.3 ms  ✓ OpenSpecFun_jll
   3305.8 ms  ✓ oneTBB_jll
   8315.6 ms  ✓ TimerOutputs
   2487.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2260.9 ms  ✓ CommonSubexpressions
   2510.5 ms  ✓ TruncatedStacktraces
   6394.9 ms  ✓ ChainRulesCore
   2001.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2161.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1997.1 ms  ✓ SciMLStructures
