nice: cannot set niceness: Permission denied
Precompiling packages...
   1937.5 ms  ✓ IteratorInterfaceExtensions
   1943.9 ms  ✓ LazyArtifacts
   1914.8 ms  ✓ CommonSolve
   1941.9 ms  ✓ OpenLibm_jll
   1954.5 ms  ✓ ConcreteStructs
   2041.3 ms  ✓ MuladdMacro
   2064.1 ms  ✓ ExprTools
   2113.1 ms  ✓ CompilerSupportLibraries_jll
   2510.0 ms  ✓ InverseFunctions
   2478.0 ms  ✓ SuiteSparse_jll
   3150.4 ms  ✓ ADTypes
   3699.5 ms  ✓ FunctionWrappers
   2005.3 ms  ✓ ManualMemory
   1892.9 ms  ✓ Reexport
   2053.4 ms  ✓ EnumX
   2103.7 ms  ✓ Requires
   1740.6 ms  ✓ SIMDTypes
   2005.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2687.7 ms  ✓ Compat
   4653.2 ms  ✓ FillArrays
   2901.7 ms  ✓ OrderedCollections
   4857.0 ms  ✓ GenericSchur
   2913.0 ms  ✓ Preferences
   2196.2 ms  ✓ CompositionsBase
   1797.5 ms  ✓ IfElse
   1991.0 ms  ✓ FastPower
   1795.9 ms  ✓ FastClosures
   1897.7 ms  ✓ CommonWorldInvalidations
   1796.2 ms  ✓ SciMLPublic
   2421.1 ms  ✓ ConstructionBase
   3126.1 ms  ✓ EnzymeCore
   2595.5 ms  ✓ LoggingExtras
   3294.6 ms  ✓ CpuId
   2613.3 ms  ✓ NaNMath
   2954.9 ms  ✓ StaticArraysCore
   8215.6 ms  ✓ ExproniconLite
   2492.2 ms  ✓ RuntimeGeneratedFunctions
   8304.1 ms  ✓ Distributed
   2094.4 ms  ✓ FunctionWrappersWrappers
   5606.7 ms  ✓ IrrationalConstants
   2889.3 ms  ✓ DocStringExtensions
   1988.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2503.4 ms  ✓ Adapt
   2291.2 ms  ✓ JLLWrappers
   2131.7 ms  ✓ PrecompileTools
   2008.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2334.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2187.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4213.5 ms  ✓ ThreadingUtilities
   2302.2 ms  ✓ DiffResults
   2560.9 ms  ✓ SciMLLogging
   9701.8 ms  ✓ MacroTools
   5408.3 ms  ✓ DifferentiationInterface
   2430.6 ms  ✓ GPUArraysCore
   2204.9 ms  ✓ EnzymeCore → AdaptExt
   2420.4 ms  ✓ IntelOpenMP_jll
   3687.4 ms  ✓ LogExpFunctions
   3502.9 ms  ✓ ArrayInterface
   2404.6 ms  ✓ OpenSpecFun_jll
   2685.2 ms  ✓ oneTBB_jll
   7820.2 ms  ✓ TimerOutputs
   7220.5 ms  ✓ DataStructures
   2200.5 ms  ✓ TruncatedStacktraces
   2291.2 ms  ✓ CommonSubexpressions
   5312.9 ms  ✓ ChainRulesCore
   2084.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2196.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2229.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4309.7 ms  ✓ Static
   1963.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3216.5 ms  ✓ MaybeInplace
   7817.5 ms  ✓ Jieko
   2886.8 ms  ✓ SciMLStructures
   6190.9 ms  ✓ RecipesBase
   2116.4 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2509.3 ms  ✓ MKL_jll
   4802.2 ms  ✓ Setfield
   2201.9 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1592.6 ms  ✓ BitTwiddlingConvenienceFunctions
   1897.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   4009.0 ms  ✓ PreallocationTools
  12931.7 ms  ✓ SparseArrays
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 427765] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x221ac880->0x7540257d14e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2201.4 ms  ✓ FiniteDiff
   2826.8 ms  ✓ CPUSummary
   4235.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7420.9 ms  ✓ Accessors
   2269.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2373.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2479.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4122.9 ms  ✓ StaticArrayInterface
   2978.4 ms  ✓ Statistics
   2000.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1997.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1707.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1598.2 ms  ✓ Accessors → LinearAlgebraExt
   1710.5 ms  ✓ PolyesterWeave
   1505.8 ms  ✓ CloseOpenIntervals
   1498.9 ms  ✓ LayoutPointers
   8651.0 ms  ✓ SpecialFunctions
   1712.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   1395.4 ms  ✓ DiffRules
