nice: cannot set niceness: Permission denied
Precompiling packages...
    392.9 ms  ✓ CommonSolve
    400.0 ms  ✓ Reexport
    558.4 ms  ✓ ConstructionBase
    496.1 ms  ✓ StaticArraysCore
    598.2 ms  ✓ Statistics
   1326.7 ms  ✓ IrrationalConstants
    463.3 ms  ✓ IfElse
    898.1 ms  ✓ SuiteSparse_jll
    748.5 ms  ✓ EnzymeCore
    494.1 ms  ✓ ManualMemory
    428.1 ms  ✓ CommonWorldInvalidations
    413.0 ms  ✓ Future
    819.8 ms  ✓ SciMLPublic
    436.6 ms  ✓ FastPower
    433.3 ms  ✓ CompositionsBase
    522.6 ms  ✓ InverseFunctions
    459.4 ms  ✓ MuladdMacro
    473.6 ms  ✓ EnumX
    646.0 ms  ✓ OpenLibm_jll
   2166.1 ms  ✓ ExproniconLite
    474.1 ms  ✓ ExprTools
    461.1 ms  ✓ ConcreteStructs
   1063.6 ms  ✓ FillArrays
    642.3 ms  ✓ OrderedCollections
    719.8 ms  ✓ ADTypes
    744.6 ms  ✓ Serialization
    715.5 ms  ✓ DocStringExtensions
    537.2 ms  ✓ FastClosures
    529.5 ms  ✓ SIMDTypes
    518.4 ms  ✓ IteratorInterfaceExtensions
   5596.3 ms  ✓ MacroTools
    781.2 ms  ✓ Requires
    732.1 ms  ✓ CpuId
   1286.5 ms  ✓ GenericSchur
    536.0 ms  ✓ LoggingExtras
    593.6 ms  ✓ Compat
   1321.8 ms  ✓ InteractiveUtils
    531.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    541.4 ms  ✓ DiffResults
   3863.5 ms  ✓ FunctionWrappers
    975.2 ms  ✓ LazyArtifacts
    444.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    435.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    548.9 ms  ✓ NaNMath
   2107.8 ms  ✓ Preferences
   1226.9 ms  ✓ ThreadingUtilities
    518.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    417.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    419.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1100.8 ms  ✓ DifferentiationInterface
   1992.4 ms  ✓ Jieko
   1807.8 ms  ✓ DataStructures
    445.1 ms  ✓ RuntimeGeneratedFunctions
    584.8 ms  ✓ CommonSubexpressions
    703.3 ms  ✓ LogExpFunctions
    606.8 ms  ✓ Adapt
    557.1 ms  ✓ Compat → CompatLinearAlgebraExt
   4106.2 ms  ✓ TimerOutputs
    520.5 ms  ✓ FunctionWrappersWrappers
   2848.0 ms  ✓ Distributed
    497.3 ms  ✓ PrecompileTools
    562.1 ms  ✓ JLLWrappers
   1626.4 ms  ✓ Setfield
    611.4 ms  ✓ SciMLLogging
    600.5 ms  ✓ TruncatedStacktraces
    449.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    595.3 ms  ✓ ArrayInterface
   4444.9 ms  ✓ SparseArrays
    613.2 ms  ✓ GPUArraysCore
    504.0 ms  ✓ EnzymeCore → AdaptExt
   2608.5 ms  ✓ Accessors
    648.7 ms  ✓ OpenSpecFun_jll
   2000.4 ms  ✓ RecipesBase
   1152.8 ms  ✓ IntelOpenMP_jll
    400.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1156.2 ms  ✓ oneTBB_jll
    700.3 ms  ✓ MaybeInplace
    630.5 ms  ✓ SciMLStructures
   1297.2 ms  ✓ PreallocationTools
    590.2 ms  ✓ Statistics → SparseArraysExt
    640.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    691.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    684.1 ms  ✓ Adapt → AdaptSparseArraysExt
  10185.7 ms  ✓ Moshi
    628.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    522.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    517.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7499.0 ms  ✓ Krylov
    664.0 ms  ✓ Accessors → LinearAlgebraExt
    806.1 ms  ✓ FiniteDiff
   1394.0 ms  ✓ MKL_jll
    794.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3051.2 ms  ✓ SpecialFunctions
  15335.1 ms  ✓ StaticArrays
   2249.4 ms  ✓ SciMLOperators
   1445.0 ms  ✓ SymbolicIndexingInterface
    710.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  10241.6 ms  ✓ SparseMatrixColorings
    819.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    736.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    781.0 ms  ✓ DiffRules
    721.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    710.4 ms  ✓ Adapt → AdaptStaticArraysExt
    722.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    804.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
    707.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    749.1 ms  ✓ Accessors → StaticArraysExt
    557.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    767.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1713.3 ms  ✓ FastGaussQuadrature
    882.9 ms  ✓ NLSolversBase
    911.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    872.8 ms  ✓ LineSearches
  23097.7 ms  ✓ Static
    521.7 ms  ✓ BitTwiddlingConvenienceFunctions
   1166.9 ms  ✓ CPUSummary
   4973.2 ms  ✓ RecursiveArrayTools
    786.6 ms  ✓ PolyesterWeave
   4025.2 ms  ✓ ForwardDiff
    553.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    719.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    721.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    508.8 ms  ✓ FastPower → FastPowerForwardDiffExt
    652.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    580.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1168.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4732.5 ms  ✓ StaticArrayInterface
    505.5 ms  ✓ CloseOpenIntervals
    580.8 ms  ✓ LayoutPointers
    609.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    697.0 ms  ✓ StrideArraysCore
    595.9 ms  ✓ Polyester
    599.7 ms  ✓ FastBroadcast
    544.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   9135.7 ms  ✓ SciMLBase
    796.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1128.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2266.7 ms  ✓ SciMLJacobianOperators
  26944.6 ms  ✓ ExponentialUtilities
   3872.6 ms  ✓ LineSearch
   1766.8 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    722.0 ms  ✓ LineSearch → LineSearchLineSearchesExt
   5294.8 ms  ✓ NonlinearSolveBase
   1053.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1483.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1549.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  10126.5 ms  ✓ LinearSolve
   2931.2 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   4206.8 ms  ✓ BracketingNonlinearSolve
   6469.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1516.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2168.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   5534.4 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1714.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2642.9 ms  ✓ DiffEqBase
   1105.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   4146.8 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
  14975.4 ms  ✓ NonlinearSolveSpectralMethods
   1142.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3806.5 ms  ✓ OrdinaryDiffEqCore
   1583.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  13752.3 ms  ✓ SimpleNonlinearSolve
   2856.0 ms  ✓ OrdinaryDiffEqStabilizedRK
   1795.3 ms  ✓ OrdinaryDiffEqFunctionMap
   1822.9 ms  ✓ OrdinaryDiffEqQPRK
   2126.5 ms  ✓ OrdinaryDiffEqSymplecticRK
   2267.6 ms  ✓ OrdinaryDiffEqFeagin
   3382.4 ms  ✓ OrdinaryDiffEqLowOrderRK
   2501.0 ms  ✓ OrdinaryDiffEqRKN
   3986.6 ms  ✓ OrdinaryDiffEqSSPRK
   2382.1 ms  ✓ OrdinaryDiffEqHighOrderRK
   2269.4 ms  ✓ OrdinaryDiffEqExplicitRK
   3030.0 ms  ✓ OrdinaryDiffEqPRK
  33457.0 ms  ✓ NonlinearSolveQuasiNewton
   6431.8 ms  ✓ OrdinaryDiffEqLowStorageRK
   3503.6 ms  ✓ OrdinaryDiffEqLinear
  37532.1 ms  ✓ NonlinearSolveFirstOrder
   5168.0 ms  ✓ OrdinaryDiffEqDifferentiation
   3107.5 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2023.2 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  17905.5 ms  ✓ OrdinaryDiffEqTsit5
   2205.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1945.6 ms  ✓ OrdinaryDiffEqNordsieck
   5709.3 ms  ✓ OrdinaryDiffEqExtrapolation
   5093.3 ms  ✓ OrdinaryDiffEqExponentialRK
  38571.5 ms  ✓ OrdinaryDiffEqVerner
  14477.1 ms  ✓ NonlinearSolve
   3364.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4117.2 ms  ✓ OrdinaryDiffEqIMEXMultistep
