Precompiling Pkg...
    959.4 ms  ✓ Logging
    958.3 ms  ✓ MozillaCACerts_jll
   1044.6 ms  ✓ Unicode
   1043.0 ms  ✓ Zlib_jll
   1091.6 ms  ✓ UUIDs
   1148.0 ms  ✓ nghttp2_jll
   1157.1 ms  ✓ Base64
   1159.4 ms  ✓ MbedTLS_jll
   1174.8 ms  ✓ p7zip_jll
   1226.9 ms  ✓ NetworkOptions
    321.2 ms  ✓ LibSSH2_jll
    474.2 ms  ✓ Printf
    395.8 ms  ✓ LibCURL_jll
    397.0 ms  ✓ LibGit2_jll
   2056.1 ms  ✓ ArgTools
    580.8 ms  ✓ LibCURL
    541.3 ms  ✓ Tar
   2428.8 ms  ✓ Dates
   2881.4 ms  ✓ Markdown
   2334.9 ms  ✓ LibGit2
    376.8 ms  ✓ TOML
   2905.4 ms  ✓ Downloads
  38420.6 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1905.4 ms  ✓ SimpleUnPack
   1904.6 ms  ✓ IteratorInterfaceExtensions
   1909.6 ms  ✓ UnPack
   1996.1 ms  ✓ MuladdMacro
   1995.2 ms  ✓ ConcreteStructs
   2006.9 ms  ✓ Future
   2111.6 ms  ✓ LaTeXStrings
   2198.3 ms  ✓ ExprTools
   2485.7 ms  ✓ InverseFunctions
   2503.4 ms  ✓ OpenLibm_jll
   3089.6 ms  ✓ Statistics
   3410.9 ms  ✓ ADTypes
   3600.1 ms  ✓ Serialization
   1909.1 ms  ✓ CommonSolve
   3911.4 ms  ✓ FunctionWrappers
   1915.0 ms  ✓ DataValueInterfaces
   2196.6 ms  ✓ ManualMemory
   1879.0 ms  ✓ Reexport
   2007.4 ms  ✓ EnumX
   2678.2 ms  ✓ SuiteSparse_jll
   2698.7 ms  ✓ CompilerSupportLibraries_jll
   2707.4 ms  ✓ Requires
   2888.1 ms  ✓ OrderedCollections
   1794.8 ms  ✓ SIMDTypes
   4990.3 ms  ✓ FillArrays
   1990.4 ms  ✓ FastPower
   2091.8 ms  ✓ CompositionsBase
   2000.9 ms  ✓ IfElse
   2881.1 ms  ✓ DocStringExtensions
   1998.8 ms  ✓ CommonWorldInvalidations
   1921.6 ms  ✓ DataAPI
   2230.1 ms  ✓ ConstructionBase
   2307.8 ms  ✓ StaticArraysCore
   3094.9 ms  ✓ EnzymeCore
   2394.3 ms  ✓ FastClosures
   1887.0 ms  ✓ TableTraits
   2623.7 ms  ✓ Compat
   9099.4 ms  ✓ ExproniconLite
   3214.9 ms  ✓ CpuId
   2671.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3503.6 ms  ✓ Preferences
   2398.9 ms  ✓ NaNMath
   6105.5 ms  ✓ IrrationalConstants
   5114.4 ms  ✓ GenericSchur
   5802.6 ms  ✓ Crayons
   2425.9 ms  ✓ RuntimeGeneratedFunctions
   2183.8 ms  ✓ FunctionWrappersWrappers
   5525.0 ms  ✓ LazyArtifacts
   2606.5 ms  ✓ Adapt
   2494.3 ms  ✓ Parameters
   7319.7 ms  ✓ InteractiveUtils
   2379.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2781.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   5402.0 ms  ✓ DifferentiationInterface
   2286.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2000.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2212.3 ms  ✓ DiffResults
  11410.1 ms  ✓ MacroTools
   4494.7 ms  ✓ ThreadingUtilities
   2393.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3005.5 ms  ✓ ArrayInterface
   2914.0 ms  ✓ JLLWrappers
   2714.3 ms  ✓ GPUArraysCore
   2300.5 ms  ✓ Compat → CompatLinearAlgebraExt
