nice: cannot set niceness: Permission denied
Precompiling packages...
    407.4 ms  ✓ Reexport
    404.9 ms  ✓ CommonSolve
    552.4 ms  ✓ ConstructionBase
    489.1 ms  ✓ StaticArraysCore
    600.2 ms  ✓ Statistics
   1325.5 ms  ✓ IrrationalConstants
    474.1 ms  ✓ IfElse
   1047.2 ms  ✓ SuiteSparse_jll
    762.4 ms  ✓ EnzymeCore
    542.2 ms  ✓ ManualMemory
    437.1 ms  ✓ CommonWorldInvalidations
    441.0 ms  ✓ Future
    444.7 ms  ✓ FastPower
   1062.1 ms  ✓ SciMLPublic
    548.1 ms  ✓ InverseFunctions
    450.1 ms  ✓ CompositionsBase
    448.4 ms  ✓ MuladdMacro
    493.0 ms  ✓ EnumX
    462.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    825.4 ms  ✓ OpenLibm_jll
    503.0 ms  ✓ ExprTools
    495.3 ms  ✓ ConcreteStructs
   2407.3 ms  ✓ ExproniconLite
    657.6 ms  ✓ OrderedCollections
    694.4 ms  ✓ ADTypes
    687.8 ms  ✓ Serialization
    494.5 ms  ✓ FastClosures
    677.7 ms  ✓ DocStringExtensions
    482.3 ms  ✓ SIMDTypes
    530.9 ms  ✓ IteratorInterfaceExtensions
   6069.5 ms  ✓ MacroTools
    907.2 ms  ✓ Requires
   1334.3 ms  ✓ GenericSchur
    826.3 ms  ✓ CpuId
    583.6 ms  ✓ LoggingExtras
    593.6 ms  ✓ Compat
   1377.5 ms  ✓ InteractiveUtils
    461.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    899.9 ms  ✓ LazyArtifacts
    555.3 ms  ✓ DiffResults
    506.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4248.0 ms  ✓ FunctionWrappers
    523.1 ms  ✓ NaNMath
   1298.8 ms  ✓ ThreadingUtilities
   2381.5 ms  ✓ Preferences
   1115.9 ms  ✓ FillArrays
    439.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    406.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1066.5 ms  ✓ DifferentiationInterface
   1991.0 ms  ✓ Jieko
   1821.9 ms  ✓ DataStructures
    505.5 ms  ✓ RuntimeGeneratedFunctions
    787.7 ms  ✓ LogExpFunctions
    712.3 ms  ✓ CommonSubexpressions
    603.7 ms  ✓ Adapt
   4265.2 ms  ✓ TimerOutputs
    581.9 ms  ✓ Compat → CompatLinearAlgebraExt
   2943.6 ms  ✓ Distributed
    478.0 ms  ✓ FunctionWrappersWrappers
    473.5 ms  ✓ PrecompileTools
    556.6 ms  ✓ JLLWrappers
   1703.8 ms  ✓ Setfield
    635.4 ms  ✓ SciMLLogging
    619.5 ms  ✓ TruncatedStacktraces
    497.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    454.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4670.5 ms  ✓ SparseArrays
    695.6 ms  ✓ ArrayInterface
   2677.9 ms  ✓ Accessors
    713.7 ms  ✓ GPUArraysCore
    487.9 ms  ✓ EnzymeCore → AdaptExt
   1390.6 ms  ✓ ChainRulesCore
    698.3 ms  ✓ OpenSpecFun_jll
   2037.2 ms  ✓ RecipesBase
   1114.0 ms  ✓ IntelOpenMP_jll
   1153.1 ms  ✓ oneTBB_jll
    569.4 ms  ✓ Statistics → SparseArraysExt
    681.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    603.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    586.8 ms  ✓ Adapt → AdaptSparseArraysExt
  10467.3 ms  ✓ Moshi
    428.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7339.9 ms  ✓ Krylov
    917.6 ms  ✓ MaybeInplace
    579.3 ms  ✓ SciMLStructures
    747.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    626.1 ms  ✓ Accessors → LinearAlgebraExt
   1199.5 ms  ✓ PreallocationTools
    596.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    625.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    888.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    654.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    688.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    645.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1834.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  15995.2 ms  ✓ StaticArrays
  10239.5 ms  ✓ SparseMatrixColorings
    572.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    677.2 ms  ✓ FiniteDiff
   1323.6 ms  ✓ MKL_jll
   2854.4 ms  ✓ SpecialFunctions
   1060.2 ms  ✓ SymbolicIndexingInterface
    605.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1717.0 ms  ✓ SciMLOperators
    628.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    655.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    697.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    712.8 ms  ✓ Adapt → AdaptStaticArraysExt
    750.7 ms  ✓ Accessors → StaticArraysExt
    934.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    701.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    701.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    626.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1826.8 ms  ✓ FastGaussQuadrature
   2198.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    808.2 ms  ✓ DiffRules
    573.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
