Precompiling Pkg...
    938.1 ms  ✓ Logging
   1039.3 ms  ✓ Zlib_jll
   1042.7 ms  ✓ Unicode
   1072.7 ms  ✓ MozillaCACerts_jll
   1134.7 ms  ✓ nghttp2_jll
   1146.7 ms  ✓ UUIDs
   1172.1 ms  ✓ p7zip_jll
   1181.2 ms  ✓ MbedTLS_jll
   1227.1 ms  ✓ NetworkOptions
   1237.0 ms  ✓ Base64
    333.6 ms  ✓ LibSSH2_jll
    492.9 ms  ✓ Printf
    425.1 ms  ✓ LibCURL_jll
    435.9 ms  ✓ LibGit2_jll
   2006.2 ms  ✓ ArgTools
    544.0 ms  ✓ LibCURL
    587.9 ms  ✓ Tar
   2410.5 ms  ✓ Dates
   2836.6 ms  ✓ Markdown
   2299.3 ms  ✓ LibGit2
    389.1 ms  ✓ TOML
   2900.2 ms  ✓ Downloads
  38347.2 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1865.4 ms  ✓ Future
   1866.4 ms  ✓ IteratorInterfaceExtensions
   1873.2 ms  ✓ UnPack
   1960.0 ms  ✓ ConcreteStructs
   1973.1 ms  ✓ LaTeXStrings
   2056.3 ms  ✓ ExprTools
   2082.6 ms  ✓ MuladdMacro
   2168.8 ms  ✓ SimpleUnPack
   2261.8 ms  ✓ OpenLibm_jll
   2456.4 ms  ✓ InverseFunctions
   2952.5 ms  ✓ Statistics
   3258.7 ms  ✓ Serialization
   3358.9 ms  ✓ ADTypes
   1884.7 ms  ✓ CommonSolve
   3778.5 ms  ✓ FunctionWrappers
   1901.7 ms  ✓ DataValueInterfaces
   2201.3 ms  ✓ ManualMemory
   1686.0 ms  ✓ SIMDTypes
   2783.0 ms  ✓ SuiteSparse_jll
   4654.5 ms  ✓ FillArrays
   2191.4 ms  ✓ Reexport
   2398.8 ms  ✓ EnumX
   2802.5 ms  ✓ CompilerSupportLibraries_jll
   2591.8 ms  ✓ Requires
   2809.8 ms  ✓ OrderedCollections
   1789.9 ms  ✓ FastPower
   1818.5 ms  ✓ CompositionsBase
   2702.5 ms  ✓ DocStringExtensions
   1809.0 ms  ✓ IfElse
   1888.7 ms  ✓ FastClosures
   1908.2 ms  ✓ CommonWorldInvalidations
   2006.8 ms  ✓ DataAPI
   2795.8 ms  ✓ EnzymeCore
   2705.3 ms  ✓ ConstructionBase
   2687.9 ms  ✓ StaticArraysCore
   1907.0 ms  ✓ TableTraits
   3197.9 ms  ✓ CpuId
   2889.6 ms  ✓ Compat
   5510.3 ms  ✓ IrrationalConstants
   8873.3 ms  ✓ ExproniconLite
   2382.6 ms  ✓ NaNMath
   3597.1 ms  ✓ Preferences
   2005.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2714.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5097.7 ms  ✓ GenericSchur
   1997.1 ms  ✓ FunctionWrappersWrappers
   2281.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   5190.1 ms  ✓ LazyArtifacts
   2591.4 ms  ✓ Adapt
   2201.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2687.8 ms  ✓ Parameters
   2401.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   7708.3 ms  ✓ InteractiveUtils
   1915.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11210.3 ms  ✓ MacroTools
   4601.0 ms  ✓ ThreadingUtilities
   2500.8 ms  ✓ RuntimeGeneratedFunctions
   2503.3 ms  ✓ DiffResults
   2398.7 ms  ✓ Compat → CompatLinearAlgebraExt
   5786.6 ms  ✓ DifferentiationInterface
   2594.0 ms  ✓ JLLWrappers
   3215.4 ms  ✓ LogExpFunctions
   6611.3 ms  ✓ Crayons
   3283.8 ms  ✓ PrecompileTools
   2305.6 ms  ✓ EnzymeCore → AdaptExt
   2899.8 ms  ✓ ArrayInterface
   4600.0 ms  ✓ Tables
   2313.3 ms  ✓ CommonSubexpressions
   3601.3 ms  ✓ GPUArraysCore
  10090.9 ms  ✓ Distributed
  11498.7 ms  ✓ TimerOutputs
