nice: cannot set niceness: Permission denied
Precompiling packages...
   2007.4 ms  ✓ CommonSolve
   2032.5 ms  ✓ EnumX
   2035.6 ms  ✓ OpenLibm_jll
   2106.9 ms  ✓ Reexport
   2121.9 ms  ✓ ConcreteStructs
   2224.3 ms  ✓ ExprTools
   2307.5 ms  ✓ ConstructionBase
   2313.2 ms  ✓ Adapt
   2508.7 ms  ✓ IteratorInterfaceExtensions
   2736.9 ms  ✓ InverseFunctions
   2958.5 ms  ✓ Compat
   2914.6 ms  ✓ DocStringExtensions
   3511.9 ms  ✓ EnzymeCore
   3636.0 ms  ✓ OrderedCollections
   3715.8 ms  ✓ FunctionWrappers
   2000.2 ms  ✓ FastClosures
   2093.1 ms  ✓ SuiteSparse_jll
   2186.3 ms  ✓ CompilerSupportLibraries_jll
   2208.7 ms  ✓ NaNMath
   2208.6 ms  ✓ CompositionsBase
   2571.4 ms  ✓ LoggingExtras
   2106.5 ms  ✓ SciMLPublic
   2306.9 ms  ✓ StaticArraysCore
   1794.9 ms  ✓ FastPower
   2879.2 ms  ✓ ADTypes
   5618.6 ms  ✓ IrrationalConstants
   2319.1 ms  ✓ LazyArtifacts
   3472.7 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   1998.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2215.9 ms  ✓ RuntimeGeneratedFunctions
   2313.4 ms  ✓ ArrayInterface
   3173.6 ms  ✓ Preferences
   2388.4 ms  ✓ GPUArraysCore
   2098.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2123.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1986.4 ms  ✓ EnzymeCore → AdaptExt
   2116.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2107.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2583.9 ms  ✓ DiffResults
   3192.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2022.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1822.9 ms  ✓ PrecompileTools
   2078.3 ms  ✓ JLLWrappers
   2301.5 ms  ✓ FastBroadcast
   7300.9 ms  ✓ Distributed
   2797.6 ms  ✓ LogExpFunctions
   3003.6 ms  ✓ SciMLLogging
   1998.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2205.3 ms  ✓ IntelOpenMP_jll
   5298.1 ms  ✓ DifferentiationInterface
   2616.9 ms  ✓ SciMLStructures
   2504.2 ms  ✓ oneTBB_jll
   2287.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6504.4 ms  ✓ DataStructures
   2979.2 ms  ✓ MuladdMacro
   2719.1 ms  ✓ OpenSpecFun_jll
   7800.7 ms  ✓ TimerOutputs
   9597.1 ms  ✓ MacroTools
   1217.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   4025.4 ms  ✓ PreallocationTools
   1520.4 ms  ✓ MKL_jll
   1219.8 ms  ✓ TruncatedStacktraces
   4238.9 ms  ✓ RecipesBase
   1316.6 ms  ✓ CommonSubexpressions
   1473.1 ms  ✓ MaybeInplace
   1892.5 ms  ✓ Setfield
    699.4 ms  ✓ FunctionWrappersWrappers
   8817.9 ms  ✓ SparseArrays
   1297.6 ms  ✓ FiniteDiff
   3593.8 ms  ✓ Accessors
   2205.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2206.6 ms  ✓ Adapt → AdaptSparseArraysExt
   2305.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2511.1 ms  ✓ AMD
   2591.3 ms  ✓ Statistics
   1707.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1434.8 ms  ✓ Accessors → LinearAlgebraExt
   1905.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2800.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   5259.0 ms  ✓ SpecialFunctions
    855.9 ms  ✓ DiffRules
   1868.9 ms  ✓ SymbolicIndexingInterface
   2241.0 ms  ✓ SciMLOperators
    861.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    935.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4262.4 ms  ✓ ForwardDiff
   2114.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   2817.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  12088.5 ms  ✓ SparseMatrixColorings
   4115.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   7772.2 ms  ✓ RecursiveArrayTools
   2310.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2309.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2623.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3000.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  15624.9 ms  ✓ Krylov
   3426.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  18289.0 ms  ✓ SparseColumnPivotedQR
    415.5 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  11202.7 ms  ✓ SciMLBase
