nice: cannot set niceness: Permission denied
Precompiling packages...
    405.4 ms  ✓ CommonSolve
    418.7 ms  ✓ Reexport
    553.2 ms  ✓ ConstructionBase
    499.3 ms  ✓ StaticArraysCore
    602.1 ms  ✓ Statistics
   1347.7 ms  ✓ IrrationalConstants
    912.6 ms  ✓ SuiteSparse_jll
    463.4 ms  ✓ IfElse
    750.4 ms  ✓ EnzymeCore
    542.8 ms  ✓ ManualMemory
    427.6 ms  ✓ CommonWorldInvalidations
    424.2 ms  ✓ Future
    874.1 ms  ✓ SciMLPublic
    439.5 ms  ✓ FastPower
    452.5 ms  ✓ CompositionsBase
    528.7 ms  ✓ InverseFunctions
    456.6 ms  ✓ MuladdMacro
    460.7 ms  ✓ EnumX
    649.7 ms  ✓ OpenLibm_jll
   2234.5 ms  ✓ ExproniconLite
    576.4 ms  ✓ ExprTools
    606.1 ms  ✓ ConcreteStructs
   1272.6 ms  ✓ FillArrays
    800.2 ms  ✓ OrderedCollections
   4869.1 ms  ✓ MacroTools
    798.7 ms  ✓ ADTypes
    772.8 ms  ✓ Serialization
    659.5 ms  ✓ DocStringExtensions
    476.2 ms  ✓ FastClosures
    448.0 ms  ✓ SIMDTypes
    451.6 ms  ✓ IteratorInterfaceExtensions
    726.7 ms  ✓ Requires
    726.6 ms  ✓ CpuId
   1208.2 ms  ✓ GenericSchur
    631.2 ms  ✓ LoggingExtras
    664.1 ms  ✓ Compat
   1446.1 ms  ✓ InteractiveUtils
   3151.3 ms  ✓ FunctionWrappers
    528.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    492.7 ms  ✓ DiffResults
    906.8 ms  ✓ LazyArtifacts
    467.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    437.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1729.7 ms  ✓ Preferences
    567.2 ms  ✓ NaNMath
   1220.1 ms  ✓ ThreadingUtilities
    489.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    539.6 ms  ✓ CommonSubexpressions
    424.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    457.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2030.4 ms  ✓ Jieko
   1163.5 ms  ✓ DifferentiationInterface
   1829.1 ms  ✓ DataStructures
    440.4 ms  ✓ RuntimeGeneratedFunctions
    660.6 ms  ✓ LogExpFunctions
    570.3 ms  ✓ Adapt
    542.7 ms  ✓ Compat → CompatLinearAlgebraExt
    507.8 ms  ✓ FunctionWrappersWrappers
   4138.0 ms  ✓ TimerOutputs
   2538.1 ms  ✓ Distributed
    452.2 ms  ✓ PrecompileTools
    578.3 ms  ✓ JLLWrappers
   1742.5 ms  ✓ Setfield
    648.9 ms  ✓ SciMLLogging
    600.3 ms  ✓ TruncatedStacktraces
    424.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    626.0 ms  ✓ ArrayInterface
   4105.5 ms  ✓ SparseArrays
   2727.7 ms  ✓ Accessors
    663.6 ms  ✓ GPUArraysCore
    492.9 ms  ✓ EnzymeCore → AdaptExt
   1422.3 ms  ✓ ChainRulesCore
    682.9 ms  ✓ OpenSpecFun_jll
   1955.1 ms  ✓ RecipesBase
   1124.9 ms  ✓ IntelOpenMP_jll
   1159.7 ms  ✓ oneTBB_jll
    426.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    448.8 ms  ✓ SciMLStructures
    730.5 ms  ✓ MaybeInplace
    930.8 ms  ✓ PreallocationTools
    597.3 ms  ✓ Statistics → SparseArraysExt
    691.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    719.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    687.4 ms  ✓ Adapt → AdaptSparseArraysExt
  10184.8 ms  ✓ Moshi
    674.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    564.4 ms  ✓ Accessors → LinearAlgebraExt
    519.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    506.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7461.2 ms  ✓ Krylov
    530.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    737.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    577.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    529.8 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1574.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  14538.5 ms  ✓ StaticArrays
   1757.8 ms  ✓ MKL_jll
    973.5 ms  ✓ FiniteDiff
    833.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3559.7 ms  ✓ SpecialFunctions
   1463.2 ms  ✓ SymbolicIndexingInterface
   2443.2 ms  ✓ SciMLOperators
  10525.4 ms  ✓ SparseMatrixColorings
    762.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    732.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    760.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    703.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    678.5 ms  ✓ Adapt → AdaptStaticArraysExt
    698.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    704.7 ms  ✓ Accessors → StaticArraysExt
    604.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    706.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1821.3 ms  ✓ FastGaussQuadrature
   1919.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    743.3 ms  ✓ DiffRules
    568.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2074.1 ms  ✓ RecursiveArrayTools
    788.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  25377.3 ms  ✓ Static
    820.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
