Precompiling Pkg...
   1121.9 ms  ✓ UUIDs
   1140.7 ms  ✓ MozillaCACerts_jll
   1144.4 ms  ✓ Unicode
   1148.1 ms  ✓ Logging
   1148.1 ms  ✓ p7zip_jll
   1150.8 ms  ✓ nghttp2_jll
   1209.2 ms  ✓ Zlib_jll
   1228.9 ms  ✓ Base64
   1243.7 ms  ✓ MbedTLS_jll
   1282.6 ms  ✓ NetworkOptions
    344.4 ms  ✓ LibSSH2_jll
    460.5 ms  ✓ Printf
    455.6 ms  ✓ LibGit2_jll
    454.5 ms  ✓ LibCURL_jll
   2184.5 ms  ✓ ArgTools
    617.4 ms  ✓ LibCURL
    568.4 ms  ✓ Tar
   2519.0 ms  ✓ Dates
   2952.0 ms  ✓ Markdown
   2413.3 ms  ✓ LibGit2
    392.7 ms  ✓ TOML
   2965.5 ms  ✓ Downloads
  40401.0 ms  ✓ Pkg
  23 dependencies successfully precompiled in 46 seconds
Precompiling project...
   1710.3 ms  ✓ MuladdMacro
   1719.9 ms  ✓ IteratorInterfaceExtensions
   1824.7 ms  ✓ Future
   1875.2 ms  ✓ CommonSolve
   1914.3 ms  ✓ UnPack
   2007.6 ms  ✓ SimpleUnPack
   2115.2 ms  ✓ ExprTools
   2118.7 ms  ✓ OpenLibm_jll
   2316.6 ms  ✓ ConcreteStructs
   2516.5 ms  ✓ InverseFunctions
   2690.4 ms  ✓ Statistics
   2997.4 ms  ✓ Serialization
   3292.7 ms  ✓ ADTypes
   3908.1 ms  ✓ FunctionWrappers
   2112.4 ms  ✓ ManualMemory
   1892.8 ms  ✓ EnumX
   1880.7 ms  ✓ Reexport
   1692.3 ms  ✓ SIMDTypes
   2112.1 ms  ✓ Requires
   2474.4 ms  ✓ SuiteSparse_jll
   2517.1 ms  ✓ CompilerSupportLibraries_jll
   4323.1 ms  ✓ FillArrays
   2600.3 ms  ✓ OrderedCollections
   1809.5 ms  ✓ CompositionsBase
   1999.7 ms  ✓ FastPower
   2867.7 ms  ✓ DocStringExtensions
   1803.9 ms  ✓ IfElse
   2000.5 ms  ✓ CommonWorldInvalidations
   2478.5 ms  ✓ StaticArraysCore
   2577.2 ms  ✓ ConstructionBase
   2813.1 ms  ✓ EnzymeCore
   2983.2 ms  ✓ CpuId
   4821.5 ms  ✓ IrrationalConstants
   2711.8 ms  ✓ Compat
   3810.7 ms  ✓ ThreadingUtilities
   3406.8 ms  ✓ Preferences
   2318.2 ms  ✓ NaNMath
   8215.6 ms  ✓ ExproniconLite
   2603.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4517.8 ms  ✓ GenericSchur
   2411.6 ms  ✓ DiffResults
   1878.8 ms  ✓ FastClosures
   2203.5 ms  ✓ FunctionWrappersWrappers
   2068.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   1887.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4917.4 ms  ✓ LazyArtifacts
   2392.2 ms  ✓ Parameters
   1902.2 ms  ✓ RuntimeGeneratedFunctions
   1903.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   6468.9 ms  ✓ InteractiveUtils
   3584.7 ms  ✓ LogExpFunctions
   2096.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1820.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2006.9 ms  ✓ Adapt
   4777.2 ms  ✓ DifferentiationInterface
   1736.9 ms  ✓ Compat → CompatLinearAlgebraExt
  10210.6 ms  ✓ MacroTools
   2421.4 ms  ✓ JLLWrappers
   2596.8 ms  ✓ PrecompileTools
   2001.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2307.9 ms  ✓ ArrayInterface
   2378.9 ms  ✓ EnzymeCore → AdaptExt
   2491.4 ms  ✓ GPUArraysCore
   2658.0 ms  ✓ CommonSubexpressions
   3213.0 ms  ✓ TruncatedStacktraces
   9227.2 ms  ✓ Distributed
   3403.7 ms  ✓ oneTBB_jll
  11122.5 ms  ✓ TimerOutputs
   4212.6 ms  ✓ OpenSpecFun_jll
   1904.2 ms  ✓ SciMLStructures
   2473.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5720.4 ms  ✓ Setfield
   3905.6 ms  ✓ Static
   6474.4 ms  ✓ ChainRulesCore
   3612.6 ms  ✓ MaybeInplace
   7893.3 ms  ✓ Jieko
   2212.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2004.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   8082.2 ms  ✓ DataStructures
   2001.9 ms  ✓ BitTwiddlingConvenienceFunctions
   7470.7 ms  ✓ IntelOpenMP_jll
   2017.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   4193.3 ms  ✓ PreallocationTools
   2610.5 ms  ✓ FiniteDiff
   2002.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1777.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   4021.2 ms  ✓ CPUSummary
  10119.2 ms  ✓ Accessors
   1884.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   8494.0 ms  ✓ RecipesBase
   4435.3 ms  ✓ StaticArrayInterface
  15010.7 ms  ✓ SparseArrays
   5309.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2093.9 ms  ✓ PolyesterWeave
   1900.0 ms  ✓ Accessors → LinearAlgebraExt
   2062.9 ms  ✓ CloseOpenIntervals
   2322.0 ms  ✓ Adapt → AdaptSparseArraysExt
   2574.7 ms  ✓ LayoutPointers
   5231.8 ms  ✓ MKL_jll
   2413.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2771.0 ms  ✓ Statistics → SparseArraysExt
   2813.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2887.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2304.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2125.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2182.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   9218.5 ms  ✓ SpecialFunctions
   2204.0 ms  ✓ StrideArraysCore
   2795.4 ms  ✓ SymbolicIndexingInterface
   1474.1 ms  ✓ DiffRules
   1520.3 ms  ✓ Polyester
   4514.2 ms  ✓ SciMLOperators
   1580.6 ms  ✓ FastBroadcast
   3666.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1500.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1624.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3896.9 ms  ✓ RecursiveArrayTools
   1645.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  20105.2 ms  ✓ StaticArrays
   2523.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2777.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2975.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2973.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3075.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3314.2 ms  ✓ Accessors → StaticArraysExt
   3373.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3416.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   9300.2 ms  ✓ ForwardDiff
   3879.8 ms  ✓ Adapt → AdaptStaticArraysExt
   2208.2 ms  ✓ FastPower → FastPowerForwardDiffExt
  18013.7 ms  ✓ SparseMatrixColorings
   3132.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3301.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3692.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7415.5 ms  ✓ FastGaussQuadrature
   3707.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  18883.5 ms  ✓ Krylov
  22879.3 ms  ✓ Moshi
   1815.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1913.1 ms  ✓ NLSolversBase
   1330.5 ms  ✓ LineSearches
   5926.2 ms  ✓ SciMLBase
    756.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
  15974.2 ms  ✓ ArrayLayouts
   1911.2 ms  ✓ DiffEqBase
   2180.8 ms  ✓ SciMLJacobianOperators
   1000.6 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1488.8 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1891.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1986.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2832.3 ms  ✓ LazyArrays
   3736.6 ms  ✓ OrdinaryDiffEqCore
   3721.5 ms  ✓ LineSearch
    962.6 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
    958.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   2180.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
  11523.1 ms  ✓ NonlinearSolveBase
   8073.5 ms  ✓ OrdinaryDiffEqFunctionMap
   9645.5 ms  ✓ OrdinaryDiffEqPRK
   9678.4 ms  ✓ OrdinaryDiffEqExplicitRK
   8709.2 ms  ✓ OrdinaryDiffEqQPRK
  11257.4 ms  ✓ OrdinaryDiffEqSymplecticRK
  11257.3 ms  ✓ OrdinaryDiffEqFeagin
  11875.0 ms  ✓ OrdinaryDiffEqRKN
  11984.2 ms  ✓ OrdinaryDiffEqStabilizedRK
