Precompiling Pkg...
    946.4 ms  ✓ Logging
   1039.4 ms  ✓ Zlib_jll
   1045.5 ms  ✓ p7zip_jll
   1065.3 ms  ✓ MozillaCACerts_jll
   1109.3 ms  ✓ NetworkOptions
   1078.0 ms  ✓ Unicode
   1083.8 ms  ✓ UUIDs
   1144.4 ms  ✓ nghttp2_jll
   1157.2 ms  ✓ MbedTLS_jll
   1206.6 ms  ✓ Base64
    305.4 ms  ✓ LibSSH2_jll
    436.5 ms  ✓ Printf
    393.1 ms  ✓ LibCURL_jll
    396.8 ms  ✓ LibGit2_jll
   2000.9 ms  ✓ ArgTools
    556.5 ms  ✓ LibCURL
    565.8 ms  ✓ Tar
   2363.1 ms  ✓ Dates
   2799.9 ms  ✓ Markdown
   2297.5 ms  ✓ LibGit2
    413.2 ms  ✓ TOML
   2841.7 ms  ✓ Downloads
  37985.6 ms  ✓ Pkg
  23 dependencies successfully precompiled in 43 seconds
Precompiling project...
   1859.3 ms  ✓ IteratorInterfaceExtensions
   1859.4 ms  ✓ UnPack
   1866.4 ms  ✓ ConcreteStructs
   1873.1 ms  ✓ MuladdMacro
   1963.4 ms  ✓ SimpleUnPack
   2065.2 ms  ✓ Future
   2072.6 ms  ✓ ExprTools
   2136.8 ms  ✓ CommonSolve
   2243.7 ms  ✓ OpenLibm_jll
   2638.9 ms  ✓ InverseFunctions
   3149.5 ms  ✓ Statistics
   3349.4 ms  ✓ Serialization
   3459.2 ms  ✓ ADTypes
   1994.9 ms  ✓ DataValueInterfaces
   4157.1 ms  ✓ FunctionWrappers
   2283.1 ms  ✓ ManualMemory
   1996.9 ms  ✓ Reexport
   2114.0 ms  ✓ EnumX
   1795.2 ms  ✓ SIMDTypes
   2598.4 ms  ✓ SuiteSparse_jll
   2611.8 ms  ✓ CompilerSupportLibraries_jll
   2802.9 ms  ✓ OrderedCollections
   4861.8 ms  ✓ FillArrays
   2881.5 ms  ✓ Requires
   5244.6 ms  ✓ OffsetArrays
   2108.8 ms  ✓ CompositionsBase
   2396.9 ms  ✓ Mmap
   1904.7 ms  ✓ FastPower
   1991.9 ms  ✓ IfElse
   2289.6 ms  ✓ FunctionWrappersWrappers
   1999.4 ms  ✓ CommonWorldInvalidations
   1902.9 ms  ✓ PackageExtensionCompat
   2282.6 ms  ✓ DataAPI
   2089.8 ms  ✓ FastClosures
   2713.9 ms  ✓ ConstructionBase
   3114.8 ms  ✓ EnzymeCore
   2527.3 ms  ✓ StaticArraysCore
   4783.5 ms  ✓ IrrationalConstants
   1903.5 ms  ✓ TableTraits
   2813.6 ms  ✓ Compat
   3294.6 ms  ✓ CpuId
   2201.0 ms  ✓ NaNMath
   3099.1 ms  ✓ DocStringExtensions
   3485.5 ms  ✓ Preferences
   2980.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2411.5 ms  ✓ RuntimeGeneratedFunctions
   4798.8 ms  ✓ GenericSchur
   6200.3 ms  ✓ FastLapackInterface
   2495.0 ms  ✓ Inflate
   5405.2 ms  ✓ LazyArtifacts
   2686.5 ms  ✓ Parameters
   6700.8 ms  ✓ InteractiveUtils
   2180.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2310.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   4198.2 ms  ✓ DifferentiationInterface
